text,source_party,label,source,reliability,bias
"Events fell into a pattern: Fatah’s leaders tried to get somewhere with negotiations, the Israeli government would build more settlements in the occupied territories (the number of settlers in the West Bank has quadrupled since Oslo), Hamas would send its suicide-bombers into Israel, and ordinary people on both sides would lose faith in the peace process.",Lean Left,1,the-economist,42.4,-1.43
"As we were talking, Rachmani received a phone call from a member of Im Tirtzu, a right-wing campaign group.",Lean Left,1,the-economist,42.4,-1.43
And many members skirt close to conspiratorialism about vaccines and climate change.,Lean Left,1,the-economist,42.4,-1.43
"It also cost a great deal for the initial capture and development, and editing was slow and tedious.",Lean Left,0,the-economist,42.4,-1.43
"It is accessible via Man in the Moon Passage, the kind of street name that evokes gas lamps and fog - a Dickensian London near-buried by high rises and co-working spaces.",Lean Left,0,the-economist,42.4,-1.43
"She expressed bafflement that previously strict controls vanished in late 2022, and disputed the official line that by then the virus was mild and caused few deaths.",Lean Left,1,the-economist,42.4,-1.43
The limited number of hostages Hamas agreed to release and its demand for a temporary truce are meant to exploit such divisions in Israel.,Lean Left,1,the-economist,42.4,-1.43
"The thing so big, so terrible that it would demand emphatic capitals; cause him to return to rehab 14 times-and change the emphasis of those jokes for ever.",Lean Left,1,the-economist,42.4,-1.43
Google has been the subject of three separate competition investigations by the EU and fined €8.2bn ($9.7bn).,Lean Left,0,the-economist,42.4,-1.43
"W henever he walked round his patch of the northern Negev, Ofir Libstein fairly buzzed with ideas.",Lean Left,0,the-economist,42.4,-1.43
"Dissent, whether in the form of online activism or peaceful protests, is met with unapologetic repression.",Lean Left,1,the-economist,42.4,-1.43
It has become a refuge for independent Chinese film-makers who have no interest in hewing to the demands of censors.,Lean Left,0,the-economist,42.4,-1.43
"He cut ties for a while with Walter Isaacson over his wretched book, with its psychologising and its cheap gibe that Dr K surely felt that even his own three-volume autobiography did not quite do justice to his achievements.",Lean Left,1,the-economist,42.4,-1.43
He has put Russia on a war footing and strengthened his grip on power.,Lean Left,1,the-economist,42.4,-1.43
"Glittering from afar, the structure looks shabbier and less solid up close, and is sorely in need of renovation.",Lean Left,0,the-economist,42.4,-1.43
"In an index of economic freedom compiled by the Heritage Foundation, an American think-tank, the UAE ranks 24th out of 176 countries-one notch above America.",Lean Left,0,the-economist,42.4,-1.43
"Nonetheless, test scores seem to have dropped in both places, if not quite as sharply as for some neighbours.",Lean Left,0,the-economist,42.4,-1.43
But he was not able to turn the politicians who were gingerly using his ideas into true believers.,Lean Left,0,the-economist,42.4,-1.43
"Wary though liberals rightly are of state snooping, technology can help with this in various ways.",Lean Left,1,the-economist,42.4,-1.43
"In some creatures, including humans, the move from one phase to the next has an obvious continuity.",Lean Left,0,the-economist,42.4,-1.43
"Perhaps the most striking example is a surge in short sales-bets that a security’s price will fall-of a relatively illiquid exchange-traded fund ( etf ), which is listed on the New York Stock Exchange under the ticker eis , and tracks an index of Israeli share prices.",Lean Left,0,the-economist,42.4,-1.43
"Whole neighbourhoods have been destroyed along with schools, universities, mosques, churches and UN facilities.",Lean Left,0,the-economist,42.4,-1.43
That’s good news for Mid-Atlantic ski resorts after rather paltry amounts of snow last winter.,Lean Left,0,washington-post,38.8,-6.85
Advertisement How programs will value coaches monetarily will be affected by the actual size of their player payroll.,Lean Left,0,washington-post,38.8,-6.85
"As the economy exited the pandemic, Trump policies slowing down immigration processing worsened labor shortages, which probably contributed to inflation.",Lean Left,1,washington-post,38.8,-6.85
"Supporters say the system would remove about 3 million vehicles from the road, create 35,000 jobs and increase tourism between Nevada and California.",Lean Left,0,washington-post,38.8,-6.85
"Advertisement The 265-mile electrified rail link between Las Vegas and Rancho Cucamonga, where it would connect to downtown Los Angeles via commuter train, is estimated to cost $12 billion - three times the price envisioned in the mid-2000s.",Lean Left,0,washington-post,38.8,-6.85
Even getting on the ballot across the country is a cumbersome and daunting process for third-party candidates.,Lean Left,0,washington-post,38.8,-6.85
"NORCROSS: ... So any event on your campus, you would never interfere for the fear of censoring somebody.",Lean Left,1,washington-post,38.8,-6.85
"Their policy choices mostly affect things only around the edges, especially in the short term.",Lean Left,1,washington-post,38.8,-6.85
Third: Congress should free small businesses from a burdensome mandate that goes into effect this coming January.,Lean Right,0,fox-business,38.81,9.11
"The home has two secret rooms, one behind a bookshelf and the other underneath one of the spires of a turret off the garage.",Lean Right,0,fox-business,38.81,9.11
"A separate law enforcement investigation in 2022, conducted by Detective Scott Schaefer, found that Siegle used little to no funds from Weinberg's down payment to work on restoring his vehicle, but instead paid off credit card debts and made deposits to personal accounts.",Lean Right,0,fox-business,38.81,9.11
"Starting in June 2024, the company said travelers will be able to enjoy four- and five-night cruises to popular destinations Key West, Cozumel, and Progreso from the Port of Tampa Bay, Florida, on the new ship.",Lean Right,0,fox-business,38.81,9.11
"Viewed up close, Warren looks quite academic as he achieves worldly success.",Lean Right,1,fox-business,38.81,9.11
The agencies annually investigate about 2% to 3% of the deals that are large enough to require reporting to the government.,Lean Right,0,fox-business,38.81,9.11
Personal loans have become a popular way to consolidate and pay off credit card debt and other loans.,Lean Right,0,fox-business,38.81,9.11
"Cuban reportedly agreed to sell a majority stake of the NBA organization to Miriam Adelson, the widow of late businessman Sheldon Adelson, and her son-in-law, Sands Corp. president and COO Patrick Dumont.",Lean Right,0,fox-business,38.81,9.11
"YELLEN AND REST OF BIDENOMICS TEAM IGNORE MIDDLE-CLASS MISERY THEIR POLICIES CREATE Even if the deficit were to vanish overnight, the interest expense would still increase because the Treasury doesn’t really pay off debt when it comes due - it rolls the debt over.",Lean Right,1,fox-business,38.81,9.11
"The record-setting streams earned her about $97 million in recorded music royalties, according to Billboard.",Lean Right,0,fox-business,38.81,9.11
"Taking on student loan debt can run on average $35,000 annually or $140,000 over four years for an undergraduate degree, so socking money away tax-free in a 529 plan can be a good option.",Lean Right,1,fox-business,38.81,9.11
"Fannie Mae expects mortgage rates to decline gradually over the next two years, reaching 6.9% for the 30-year mortgage by 2025.",Lean Right,0,fox-business,38.81,9.11
The alien relocates from a home in outer space after finding out about burgers and fries from McDonald's.,Lean Right,0,fox-business,38.81,9.11
The uptick in bankruptcy filings comes one year after the Biden administration introduced a new legal pathway that made it easier for borrowers to discharge federal student loan debt in bankruptcy.,Lean Right,1,fox-business,38.81,9.11
The two are very into each other and are enjoying their time together but are also planning for the future.,Lean Right,0,fox-business,38.81,9.11
GET FOX BUSINESS ON THE GO BY CLICKING HERE Chicago's City Council will have to bring a resolution to a vote later this year to get the mansion tax on the 2024 ballot as a referendum.,Lean Right,0,fox-business,38.81,9.11
The stamp that sold on Wednesday is from Position 49 on the sheet and Siegel auctioneers said the stamp is the finest Inverted Jenny in existence.,Lean Right,0,fox-business,38.81,9.11
"With rates sitting at their highest levels in over two decades, a growing number of buyers are sitting on the sidelines and questioning whether 2023 is the right time to move.",Lean Right,0,fox-business,38.81,9.11
Kerry’s announcement is the latest in a flurry of promises attendees at the conference made over the last few days as a way of tackling climate change.,Lean Right,0,fox-business,38.81,9.11
Story continues below advertisement He said emergency rooms are seeing an influx of patients due to viruses and health-care professionals have been part of rotating public sector walkouts.,Lean Left,0,global-news,44.54,-4.26
"There’s two main things to do or look for to protect yourself online, according to officials.",Lean Left,0,global-news,44.54,-4.26
"Despite her eye-popping statistics sheet, Sinclair’s teammates describe her as unassuming and humble.",Lean Left,1,global-news,44.54,-4.26
"Granted, this interactive baby teether is really for parents and grandparents to giggle over.",Lean Left,1,global-news,44.54,-4.26
"Notably, the report said the company of both a life partner and children seems to bring notable advantages, contributing positively to the well-being of older individuals.",Lean Left,0,global-news,44.54,-4.26
"The Guardian reported that Sellafield, which carries out nuclear fuel reprocessing, nuclear waste storage and decommissioning, had been hacked by cyber groups closely linked to Russia and China.",Lean Left,0,global-news,44.54,-4.26
One forecast has clear skies while another has mostly cloudy skies.,Lean Left,0,global-news,44.54,-4.26
"After days of shaving off the edges of key warming issues, climate negotiators Tuesday zeroed in on the tough job of dealing with the main cause of what’s overheating the planet: fossil fuels.",Lean Left,1,global-news,44.54,-4.26
The aircraft occurrence summary says the Canadian CC150 Polaris military transport plane flew to Andersen Air Force Base in Guam on July 21 to pick up Canadian service members participating in a multinational military exercise centred on Indo-Pacific security.,Lean Left,0,global-news,44.54,-4.26
McLean said survivors often require services like housing and mental health or addictions services.,Lean Left,0,global-news,44.54,-4.26
11:12 Canada is ‘a haven for Islamic Republic agents’ warns Iranian human rights activist Prominent Iranian American journalist and human rights activist Masih Alinejad tells The New Reality she was given a bone-chilling warning from the FBI: don’t travel to Canada.,Lean Left,1,global-news,44.54,-4.26
"Story continues below advertisement City council played with the idea of adjusting the property tax ratio in Saskatoon during deliberations, with Coun.",Lean Left,0,global-news,44.54,-4.26
"In that case, 51-year-old Charles Pitre had been reported missing to police.",Lean Left,0,global-news,44.54,-4.26
"In 2017, he was sentenced in absentia to 30 years in jail in Iran.",Lean Left,0,global-news,44.54,-4.26
"She said she was trafficked for a year before she was able to escape, though she said she also returned a few times afterwards because of the coercion and manipulation her trafficker exerted on her.",Lean Left,0,global-news,44.54,-4.26
The 2017 Canadian Survey on Disability found more than six million Canadians age 15 and over - 22 per cent of the population - identify as having a disability.,Lean Left,0,global-news,44.54,-4.26
"Less-educated Americans, particularly those without college degrees, have seen their life expectancy outcomes diverge from those of more-educated Americans.",Left,0,vox,39.59,-10.05
"In the six months since states began double-checking the eligibility of people enrolled in their Medicaid programs for the first time in three years, more than 8.5 million Americans have lost their Medicaid benefits.",Left,0,vox,39.59,-10.05
So this has been a tremendously entertaining podcast series to put together.,Left,0,vox,39.59,-10.05
"Ukraine is party to the 1997 convention that bans the use of anti-personnel mines (Russia is not), and Ukrainian authorities have said they will investigate.",Left,0,vox,39.59,-10.05
"Or, at least, it was correctly decided under the Supreme Court’s incompetently drafted decision in New York State Rifle & Pistol Association v. Bruen (2022), which places an extraordinarily high burden on any government lawyer tasked with defending any gun law in court.",Left,1,vox,39.59,-10.05
"Kissinger never accepted that the war was lost, but he faced stubborn opposition from Secretary of Defense Melvin Laird, a former congressman who understood that in a democracy, the government maintained a distant foreign war at its political peril.",Center,1,foreign-affairs,44.56,-6.55
So Washington used its interlocking empire to cut Huawei off at the knees.,Center,1,foreign-affairs,44.56,-6.55
"Yet by most estimates, total warming will still be an intolerable 2.7 degrees Celsius.",Center,1,foreign-affairs,44.56,-6.55
"It’s bizarre that when obesity is the bigger problem, government hypes food insecurity.",Right,1,newsbusters,19.99,20.48
"There is a valuable precedent to be set here that will make Europe more secure in the future, the next time a Gadhafi or an Erdogan reaches for the population weapon.",Right,1,newsbusters,19.99,20.48
"These values are incompatible with the values of a free country, which can only exist when individuals take personal responsibility.",Right,1,newsbusters,19.99,20.48
"Last Saturday was the observance of Veterans Day, during which many thanked those who served in the military and have protected our freedoms.",Right,0,newsbusters,19.99,20.48
"At that age he may not have developed a lower voice, an obvious Adam's apple or facial hair and normal girls might not have apparent breasts yet.",Right,1,newsbusters,19.99,20.48
"Who knows why, but one suspects they simply didn’t want to call out their guy - Biden, in this case.",Right,1,newsbusters,19.99,20.48
There’s a diverse female where Cartman used to be and you don’t like that.,Right,1,newsbusters,19.99,20.48
But Americans and Israelis do not celebrate death and do not take joy in killing.,Right,1,newsbusters,19.99,20.48
"In reality, the chart is rigged to deceptively suggest that right-leaning outlets and left-leaning outlets are treated similarly.",Right,1,newsbusters,19.99,20.48
No small feat for what amounts to a brand new network.,Right,0,newsbusters,19.99,20.48
"This is the basis upon which Navarro, John Leguizamo, the Congressional Hispanic Caucus, along with the rest of the Latinx Industrial Complex, have demanded that Univision reverse course and go back to being a reliable Democrat talking point machine- which it never stopped being in the first place.",Right,1,newsbusters,19.99,20.48
"In addition to the latest polling by The New York Times and Siena College, which shows President Biden leaking significantly from his base of Black, Hispanic, and especially young voters.",Right,1,newsbusters,19.99,20.48
"In the prior cycle, Barreto conducted polling and focus groups for the 2016 Hillary Clinton presidential campaign.",Right,0,newsbusters,19.99,20.48
"In fact, he used the word dictator to describe his plans for day one in office.",Right,0,newsbusters,19.99,20.48
Take what Communications Director Jennifer Furlong admitted during an explainer video to educators using its Media Bias Chart.,Right,1,newsbusters,19.99,20.48
Whoops! Google Claims It Blocked Directions to Pro-Life Pregnancy Center ‘Incorrectly’,Right,1,newsbusters,19.99,20.48
"Let’s hope Speaker Johnson gets his bipartisan commission and that it provides cover for all Members so they can reduce spending, reform Social Security and Medicare, which everyone knows must be done, in order to secure the financial future of the nation for generations to come.",Right,1,newsbusters,19.99,20.48
"Next week is Thanksgiving when some people will thank God for the many blessings He has bestowed on America, despite our rebellion against His commands.",Right,1,newsbusters,19.99,20.48
"Both are generational lights, one in business and the other in statecraft.",Right,1,newsbusters,19.99,20.48
"A few days earlier, with Leslie Stahl from 60 Minutes, the great American journalist, former President Trump had gotten up.",Right,1,newsbusters,19.99,20.48
This follows after Alex was chosen to lead his father’s enormous political action committee - Democracy PAC - in 2022.,Right,0,newsbusters,19.99,20.48
Argentinian presidential candidate Javier Milei warned independent journalist Tucker Carlson that fighting the economic catastrophe of socialism is a constant battle.,Right,0,newsbusters,19.99,20.48
"But, on other things...they have, in some cases, chased him to the right.",Right,1,newsbusters,19.99,20.48
"So it is today, wherein the death of Senator Dianne Feinstein is not reported as a news story, but mourned as the death of a political ally.",Right,1,newsbusters,19.99,20.48
"If my memory serves me correctly, it would be safe to say that it's one of his favorite ballparks to hit.",Lean Left,0,usa-today,40.78,-4.12
"She later realizes the wicked sacrifices, physical and otherwise, that need to be made in the intriguing exploration of power and celebrity.",Lean Left,1,usa-today,40.78,-4.12
"Marvel at the amazing rock formations that line the route, and explore a variety of trails as you make your way through the breathtaking countryside.",Lean Left,0,usa-today,40.78,-4.12
"In the months following the April 2002 filing of that lawsuit, these brave survivors stood tall before the cameras and shared their stories to an audience who initially refused to accept that these horrors were true.",Lean Left,1,usa-today,40.78,-4.12
"Bickering, bickering, bickering The GOP contenders spent much of the two-hour debate throwing insults on each other’s intelligence, weight and backgrounds.",Lean Left,1,usa-today,40.78,-4.12
Is America on the brink of tyranny?Trump's plan if elected in 2024 should frighten us all.,Lean Left,1,usa-today,40.78,-4.12
"Some didn’t know they had been in another state, according to court transcripts.",Lean Left,0,usa-today,40.78,-4.12
"LT Overton transfer portal LT Overton, a defensive lineman who was one of the five-star prospects in Texas A&M's top-ranked 2022 recruiting class, told On3 that he plans to enter the transfer portal.",Lean Left,0,usa-today,40.78,-4.12
That move had many people scratching their heads on both sides.,Lean Left,0,usa-today,40.78,-4.12
"Abortion could prove a weakness for DeSantis, who has signed a six-week ban in his state.",Lean Left,1,usa-today,40.78,-4.12
"And if Yoshinobu Yamamoto, the fabulous pitcher from Japan, is next to join the crew, it’s already an absurdly fantastic winter.",Lean Left,1,usa-today,40.78,-4.12
"Without that experience and sensitivity, another loud voice just adds to a problem.",Lean Left,1,usa-today,40.78,-4.12
Haley was asked about Trump calling for another so-called Muslim ban that could restrict travel to the U.S. from Muslim-majority countries.,Lean Left,0,usa-today,40.78,-4.12
"We’ll not allow the corruption to steal such an important selection or any selection, for that matter.",Lean Left,1,usa-today,40.78,-4.12
"The media organization also reviewed more than 100 emails from chain pharmacists sharing their concerns; inspected internal emails, text messages, metric score sheets and coaching notes; and listened to more than five hours of recorded conference calls.",Lean Left,0,usa-today,40.78,-4.12
"When we tested, meals ranged from $11.09 to $12.29 per meal.",Lean Left,0,usa-today,40.78,-4.12
"According to market researcher YouGov, 70% of Americans see jury duty as an important civic duty, though 7% said they’ve lied to get out of it.",Lean Left,0,usa-today,40.78,-4.12
"Meanwhile, America's ill-considered finite game in Ukraine has helped the Chinese with their energy and materials vulnerabilities and handed them a major new customer and ally for their products.",Lean Left,1,usa-today,40.78,-4.12
She also ordered Heard to pay Depp $10.35 million for damaging his reputation by describing herself as a domestic abuse victim.Heard has said she plans to appeal the verdict.,Lean Left,0,usa-today,40.78,-4.12
"Who knows, if he has a fabulous season, and the Yankees play deep into October, he may be worth every penny.",Lean Left,1,usa-today,40.78,-4.12
"Veidlinger started her investigation in January by interviewing Tracy and six people she had identified as witnesses, including three of Tucker’s assistants who had been involved in coordinating and canceling her campus visits.",Lean Left,0,usa-today,40.78,-4.12
"Grisham has been a phenomenal defensive player for years, earning two Gold Gloves in center with the Padres.",Lean Left,0,usa-today,40.78,-4.12
Tucker and Belveal also urged Michigan State to drop Tracy’s complaint.,Lean Left,0,usa-today,40.78,-4.12
"It was a moment of bonhomie, as mostly white and Latino officers yucked it up with the former president.",Lean Left,1,usa-today,40.78,-4.12
Ron DeSantis (R) talk over each other as former South Carolina Gov.,Lean Left,0,usa-today,40.78,-4.12
