text,source_party,label,source,reliability,bias
This means giving is not a spontaneous or emotional reaction but a prayerful decision on where and how much to invest in God’s work.,Lean Right,1,the-christian-post,36.41,10.31
"Some of the video clips showed the armed Hamas militants dragging injured and bleeding festival attendees and throwing them into the back of a pick-up truck, presumably taking them to Gaza as hostages.",Lean Right,1,the-christian-post,36.41,10.31
"Let us emerge from the narrowness of self-interest and nationalism; these are approaches belonging to the past.""",Lean Right,1,the-christian-post,36.41,10.31
Fix your mind on the good around you and enjoy it.,Lean Right,0,the-christian-post,36.41,10.31
"And if civilized nations do not uphold at least minimal standards of decency and humanity, then the world will inevitably descend to evermore depraved displays of man’s inhumanity to his fellow man.",Lean Right,1,the-christian-post,36.41,10.31
"Stephen Soukup, who’s spent years analyzing Disney’s radical evolution, worries that as long as Iger is in charge, the right lessons won’t be learned.",Lean Right,1,the-christian-post,36.41,10.31
"10:29-31), order the days of my life (Psalm 23:1-3), and, one day, take me home to live with Him forever (Rev.",Lean Right,0,the-christian-post,36.41,10.31
But before we dive into that divorce ceremony and whether it really went down like that - and why - a little background on the world’s favorite little man in a funny hat.,Left,1,vox,39.59,-10.05
"According to Oher’s petition, the star football player only learned the truth of his relationship with the Tuohys this year.",Left,0,vox,39.59,-10.05
"Exercising this self-restraint, even in small increments, can help us think about whether it’s something we really want to do or just a habit our brains and thumbs have grown accustomed to.",Left,0,vox,39.59,-10.05
Former TFU members report being forced to do healing sessions that last up to 24 hours.,Left,0,vox,39.59,-10.05
And now they have a plan that could entrench their rule forever.,Left,1,vox,39.59,-10.05
"Now she lives in a 64-square-foot unit with heat, electricity, a twin bed, desk, and chair.",Left,0,vox,39.59,-10.05
"Imagine all the pushback Beyoncé had to deal with on her last tour, or the one before that, or the one before that, or all the times that people talked down to her and her fellow members of Destiny’s Child.",Left,1,vox,39.59,-10.05
The biggest ding against Wonka sight unseen was the problem that no one was clamoring for a Willy Wonka origin story.,Left,1,vox,39.59,-10.05
"For now, Majors appears to be denying there is any truth to the allegations.",Left,0,vox,39.59,-10.05
"Hopefully, the Supreme Court won’t impose such a catastrophic consequence on the people of New York because of a misstep by one of its former officials.",Left,1,vox,39.59,-10.05
"Warmer sea surface temperatures have also contributed to record-sized blooms of sargassum, an algae that’s been washing up on beaches where it emits smelly, toxic hydrogen sulfide gas as it rots.",Left,0,vox,39.59,-10.05
But they are entirely consistent with the law-free zone the Supreme Court seemed to erect around the Voting Rights Act in cases like Shelby County and Brnovich.,Left,1,vox,39.59,-10.05
"In Cat Person, for instance, Margot finds herself desperate not to assert her own aversion to having sex with Robert, and tells herself it’s just easier to go through with it.",Left,0,vox,39.59,-10.05
"It’s like your neighbor is at war with you, and you don’t know about it.",Left,1,vox,39.59,-10.05
"Had the movie ended with its nearly final scene - Mollie confronting Ernest about poisoning her insulin, him unable to confess, and her walking out - it would have been a stunner.",Left,0,vox,39.59,-10.05
The next step will be getting as many Americans as possible to take advantage of them.,Left,0,vox,39.59,-10.05
"They weren’t trying to do something monstrous; they either didn’t know about it, didn’t know what to do about it, or thought they’d go out of business if they stopped using the supplement while other businesses kept using it.",Left,1,vox,39.59,-10.05
"Launched in 2022, Project InnerSpace seeks to expand global access to carbon-free heat and electricity, particularly to populations in the Global South.",Left,0,vox,39.59,-10.05
"Grusch didn’t provide an ounce of verifiable evidence, citing only anonymous sources telling him vague things.",Left,1,vox,39.59,-10.05
"Given the demonstrated nature of the Hamas threat, military force has to be part of that equation.",Left,1,vox,39.59,-10.05
"And perhaps that, more than anything else, is what failed to appear at UN headquarters this week.",Left,1,vox,39.59,-10.05
Within a few months Bud Light went from being America's top-selling beer to watching their sales tank.,Right,0,newsbusters,19.99,20.48
"They’re disgusted by what happened to their daughter and don’t want it to happen to their other two girls, or any other student for that matter.",Right,0,newsbusters,19.99,20.48
"Family Guy routinely targets former President Donald Trump, Republicans and MAGA voters.",Right,1,newsbusters,19.99,20.48
"It’s no surprise that The Wandering Earth has been enthusiastically embraced by the Chinese Communist Party-it was partially produced by the state-owned China Film Group Corporation, and the Ministry of Education recommended that it be aired in schools across the country.",Center,1,wired,36.77,-7.24
"Musk has made his love for video games no secret, and his recently released biography, written by Walter Isaacson, revealed that he chose to play video games until 5:30 a.m. on the night he decided to buy Twitter in 2022.",Lean Right,1,washington-examiner,34.07,11.3
"Gabe Gore, who was appointed as St. Louis' top prosecutor by Missouri Gov.",Right,0,fox-news,35.44,11.06
Social media quickly erupted with reactions with some seemingly in disbelief Ramaswamy attacked Haley in that way.,Right,1,fox-news,35.44,11.06
"Just remember, certain fees like homeowners insurance or taxes might not be included in the calculations.",Right,0,fox-news,35.44,11.06
"In my view, it would be harassment or intimidation,"" President Magill said.",Right,0,fox-news,35.44,11.06
What about the hostages who are still being held by Hamas.,Lean Right,0,hotair,24.77,12.78
"Today, students from the schools along with some of the shocked Republicans present at the hearing say it is clear that all three must resign.",Lean Right,1,hotair,24.77,12.78
"The reality is Saudi Arabia would already be in the Abraham Accords were it not for the Biden administration actually going out of its way to resurrect Iran, hamper Israel, and open the door for mixed signals and commitments from the U.S. to the Saudis.",Lean Right,1,hotair,24.77,12.78
What the layman knows of the Anglo-American campus in 2023 is that you can be mobbed and reprimanded and disinvited for the slightest transgressions against correct-think.,Lean Right,1,hotair,24.77,12.78
"But expect hiring to pick up again in the Spring as the Fed may begin reducing rates.""",Lean Right,0,hotair,24.77,12.78
"Instead, the influential pastor with a name right out of The Legend of Sleepy Hollow - Bob Vander Plaats - endorsed Ron DeSantis, the - let’s see if we have this right - disloyal, backstabbing, ungrateful, lying, lifts-wearing, artificial, favor-buying, cash-burning, tires-spinning, Bush-loving, sanctimonious tool of the globalist Uniparty.",Lean Right,1,hotair,24.77,12.78
The virtual landscape that students have had to navigate over the past year has been particularly challenging for our most vulnerable learners.,Left,0,the-atlantic,37.96,-9.01
"ZEL: view role ↓ Man, this ain’t time for your rose-colored shades.",Left,1,the-atlantic,37.96,-9.01
"My mother must have found this very young, but she said nothing.",Left,0,the-atlantic,37.96,-9.01
"Philip sent to the kitchen to turn the oven on for our frozen pizza, our mother looking around frantically in her beach bag.",Left,0,the-atlantic,37.96,-9.01
"Four Wolves players are sitting on five cautions this term, while Hwang edged closer to a suspension by picking up his fourth booking in the 2-1 defeat to Arsenal.",Lean Left,0,the-independent,38.37,-6.99
Do we think Biden would have cancelled that meeting with Sunak?,Lean Left,0,the-independent,38.37,-6.99
"Initially, Mr. Fain wanted 40% raises and even asked for a 32-hour work week for 40 hours of pay, but he didn’t get all of his demands.",Center,1,christian-science-monitor,44.22,-2.47
"As police chief of Madison, Wisconsin, from the 1970s to early 1990s, David Couper pioneered a managed response in which police worked with protest groups to set the bounds for actions so that they could voice their message lawfully.",Center,0,christian-science-monitor,44.22,-2.47
"What links both projects - apart from I-75 - is legislation signed into law by President Joe Biden that provides hundreds of billions of dollars in subsidies, loans, and grants for infrastructure, green-tech industries, and semiconductors.",Center,0,christian-science-monitor,44.22,-2.47
"The initial pause in fighting paved the way for Hamas’ release of 50 civilian Israeli hostages in exchange for Israel’s freeing of 150 Palestinian security prisoners, leading to tearful scenes and jubilation on both sides.",Center,0,christian-science-monitor,44.22,-2.47
Mr. Biden does not want to see that dream founder on the rocks of extremist Jewish settler violence in the West Bank.,Center,1,christian-science-monitor,44.22,-2.47
"Motorless, they rely entirely on the Rhine’s downstream muscle to make the roughly 600-foot crossing.",Center,0,christian-science-monitor,44.22,-2.47
"Violence has declined dramatically, but critics say the order’s extreme powers are seeping far beyond the gang-related arrests they were meant to address.",Center,1,christian-science-monitor,44.22,-2.47
"Yet he’s pushing himself to speak up - with encouragement from Becca AbuRakia-Einhorn, his Jewish American wife.",Center,1,christian-science-monitor,44.22,-2.47
"To stay or go? Bombarded by Israel, Gazans make anguished choice.",Center,0,christian-science-monitor,44.22,-2.47
"This helps explain the hard line that the leadership of the United Auto Workers union has maintained, despite substantial progress at the bargaining table.",Center,1,christian-science-monitor,44.22,-2.47
"In these circles, her pageant run is being portrayed as incompatible with the majority-Muslim country’s values.",Center,1,christian-science-monitor,44.22,-2.47
Mr. Ptushkin co-hosted a popular Russian-language travel show that was broadcast in several countries before making his own content for almost 5.6 million YouTube subscribers.,Center,0,christian-science-monitor,44.22,-2.47
The Sept. 29 letter has no other signatures as of Oct. 10.,Lean Right,0,just-the-news,33.31,10.7
"Despite the judge’s ruling, the mayoral general election was held Nov. 7.",Lean Right,0,just-the-news,33.31,10.7
"Unprecedented government funding Blackmon said that Biden’s energy policies include a lot of funding for politically connected companies, and so he expects more boondoggles to come down the pipeline.",Lean Right,1,just-the-news,33.31,10.7
This year isn’t the only year that has had four elections overturned by courts.,Lean Right,0,just-the-news,33.31,10.7
"Ron DeSantis attacking one another on their records, while tech mogul Vivek Ramaswamy suggested some of America's fentanyl problems stemmed from a broader mental health problem.",Lean Right,0,just-the-news,33.31,10.7
The Islamic State terrorist group claimed responsibility for a fatal bombing Sunday during a Catholic Mass in the Philippines that killed at least four individuals and injured 45.,Lean Right,0,just-the-news,33.31,10.7
Over 100 Palestinians have been freed from prisons in return according to CBS News.,Lean Right,0,just-the-news,33.31,10.7
"CNN reports the two persons released are Israeli women, Amit Soussana and Mia Schem.",Lean Right,0,just-the-news,33.31,10.7
Moses’ ruling will allow the Biden administration to resume its policy of destroying Texas’s concertina wire.,Lean Right,1,just-the-news,33.31,10.7
"While Christie, for his part, at times offered some support to Haley, her other opponents largely zeroed in on her record, putting her in the hot seat over her time as South Carolina's governor and challenging her foreign policy expertise.",Lean Right,0,just-the-news,33.31,10.7
"They are tech savvy, they want a better experience, they want a better toy experience.",Center,0,cnbc,43.82,-1.81
This seizure of license plates constitutes a discriminatory attack without any support in law directed at Tesla.,Center,1,cnbc,43.82,-1.81
Gensler says he wants to increase competition between exchanges and broker-dealers by creating an auction process.,Center,0,cnbc,43.82,-1.81
The vice president's tight-lipped evasion Wednesday starkly contrasted with how vocal the White House has been on both TikTok and the Musk controversy.,Center,1,cnbc,43.82,-1.81
"Michael M. Santiago  Getty Images Speaking at the 2023 DealBook Summit in New York on Wednesday, Elon Musk, the owner of social media site X (formerly Twitter), scoffed at advertisers leaving the platform because of antisemitic posts he amplified there.",Center,1,cnbc,43.82,-1.81
Browsing the site is like stepping onto the set of a holiday movie with its poinsettia-packed garlands and tiny wooden villages.,Left,0,new-york-magazine,39.84,-9.95
"But a machine superintelligence that takes the form of a murderous sociopath, or becomes in any case allied to a conventional murderous sociopath, might very well command resources of an unprecedented order.",Left,1,the-new-yorker,40.91,-12.25
"A restaurant is also a business of personalities, and of personal relationships.",Left,0,the-new-yorker,40.91,-12.25
"Streisand has spent her career, which spans fifty-plus albums, more than a dozen movies in starring roles, three films as a director, and a bushel of awards (an honorary EGOT, along with three Peabodys, eleven Golden Globes, and a Presidential Medal of Freedom), trying to protect the person she always was: a girl who, somehow, knew how to trust herself.",Left,0,the-new-yorker,40.91,-12.25
"The group has ramped up spending on research and development for new product offerings to bring in more subscribers, increasing expenses there in the first nine months of 2023 by 38% compared with the whole of 2021.",Center,0,fortune,36.93,-2.44
"None are new, and all can lead to pneumonia, as they’ve always been capable of doing.",Center,0,fortune,36.93,-2.44
"Welcome to the inevitable consequences of the so-called fair share concept in telecommunications, which I’ve already written about a couple of times this year-EU digital chief Thierry Breton, a former telecoms CEO, ran a consultation about introducing it in Europe, only to back off when almost everyone who wasn’t a big telco said it was a terrible idea.",Center,1,fortune,36.93,-2.44
No American or European officials have commented on Goncharenko’s statements so far.,Lean Right,0,rt,28.66,11.46
"Zelensky himself was scheduled to make a virtual appearance at a closed Senate hearing, during which senior White House officials gave lawmakers a briefing on the importance of appropriations.",Lean Right,0,rt,28.66,11.46
"Namely, the US Empire ensuring a pliable, servile leader - who doesn’t stand in its way - is safely installed in the Kremlin, and that Europe, as a whole, remains subjugated to its economic, political, and military will.",Lean Right,1,rt,28.66,11.46
"Given the Czech Republic’s experience with foreign occupiers, including Nazi Germany during the Second World War and the Warsaw Pact Invasion of Czechoslovakia in 1968, such a move would betray the country’s fundamental ideals.",Lean Right,1,rt,28.66,11.46
"Moreover, numerous countries placed orders for weapons and military services at the end of 2022, the revenue from which is only expected to be reflected in company accounts in two to three years’ time.",Lean Right,0,rt,28.66,11.46
"According to the UN, Palestinians receive no more than three liters per day, compared to the healthy minimum of 15 liters.",Lean Right,1,rt,28.66,11.46
"Western leaders continue marching us all to World War III, propping their narrative up with the manufactured consent of yes-men and sycophants.",Lean Right,1,rt,28.66,11.46
"Asked by a Russian sport news outlet why the hostilities in Ukraine warrant a different approach, the committee claimed that Moscow and Belarus were punished for breaking the Olympic truce.",Lean Right,1,rt,28.66,11.46
"But he is incredibly important in the Russian Orthodox Church, where he is known as St. Nicholas the Wonderworker for the many miracles attributed to him both during and after life.",Right,1,national-catholic-register,22.39,11.81
"The Sept. 11 attacks, along with several far more localized events and interactions, did much to awaken me to the implications of the narratives I’d grown up immersed with.",Right,1,national-catholic-register,22.39,11.81
"Three more Vikings players, Tabi Clark, Sarah Newman, and Amber Cook, reached double-digit points, contributing to the victory.",Center,0,deseret-news,42.29,2.55
Spotify is effectively getting a 15 percentage point discount to use its own billing system (paying Google nothing for any customer that picks Spotify payments).,Lean Left,0,the-verge,39.43,-4.75
Those who support the state law say athletes born male have an unfair competitive advantages.,Left,0,new-york-daily-news,40.47,-8.12
"The reality TV personality, who previously touted the benefits of Ozempic, recently revealed that the FDA-approved injectable landed her in the hospital with severe constipation.",Left,0,new-york-daily-news,40.47,-8.12
"The state allowed the gender on the birth certificate to change from male to female, according to the family’s lawsuit.",Left,0,new-york-daily-news,40.47,-8.12
The Knicks have proven they can handle business against lesser opponents.,Left,1,new-york-daily-news,40.47,-8.12
Israel’s PM Netanyahu vows vengeance against Hamas that will ‘reverberate with them for generations’,Left,0,new-york-daily-news,40.47,-8.12
"A motorcyclist fatally crashed on a Staten Island highway early Sunday, police said.",Left,0,new-york-daily-news,40.47,-8.12
"Because Soto only comes with a one-year rental guarantee, the Yankees don’t want to overpay.",Left,0,new-york-daily-news,40.47,-8.12
"They have yet to show, however, that they’re ready to take the next step, with former NBA legends questioning the Knicks’ roster makeup.",Left,0,new-york-daily-news,40.47,-8.12
"An asteroid may have done in the dinosaurs, but 65 million years later it’s catastrophic flooding that threatens Riverside Park’s beloved Dinosaur Playground.",Left,1,new-york-daily-news,40.47,-8.12
"After nearly five decades in the acting world, Michael Douglas was honored with a star on the Hollywood Walk of Fame on Nov. 6, 2018.",Left,0,new-york-daily-news,40.47,-8.12
"Instead, the Uniparty mass produces one feeling among the public: sheer rage.",Right,1,american-thinker,13.67,24.85
"Microsoft has roughly 9,000 employees in China and says it wants to surpass 10,000 employees by the end of the year.",Right,0,washington-free-beacon,23.47,14.45
"She just wants everyone else to suffer under her preferred policies, because the cruelty is the point.",Right,1,washington-free-beacon,23.47,14.45
"Yet in the absence of transparency and accountability for the authors and editors responsible for such alternative facts, one should expect to see the same mistakes again and again.",Right,1,washington-free-beacon,23.47,14.45
"Making matters even more challenging is that some social media companies don’t respond to requests for data in investigations related to investigations in time for it to be useful, per the report.",Left,0,salon,32.38,-13.86
Celebrity fame also lives and dies online and is frequently co-opted for dubious purposes.,Left,1,salon,32.38,-13.86
"They evolved from inspiration to accusation, evidence of crimes against humanity, proof that this person once lived and now is gone.",Left,1,the-intercept,37.46,-14.1
"But the scope of the destruction here is so monumental that even mainstream leaders who are very inclined to entirely endorse Israel’s mass acts of violence against the Palestinians are saying things like, you need to stop killing babies.",Left,1,the-intercept,37.46,-14.1
"Every country on the Security Council except the U.S. - including the U.K., France, Italy, Japan, and Sweden - voted for it.",Left,0,the-intercept,37.46,-14.1
"And, in this crisis, what you’ve had - as is often the case when Israel tries to eradicate the Palestinian organization - Hamas’ stature has been skyrocketing while the PA is primarily present through its absence in the public consciousness.",Left,1,the-intercept,37.46,-14.1
Each round included combinations of punches in a particular order that required concentration.,Left,0,slate,35.17,-12.93
"My daughter hates going trail riding alone, so her brother will go with her.",Left,0,slate,35.17,-12.93
"Related From Slate The 10 Best Books of 2023, According to Slate’s Books Editor Read More Birnam Wood by Eleanor Catton An American tech billionaire building a bolthole in New Zealand offers to invest in a guerrilla gardening group that specializes in surreptitiously planting and harvesting organic produce on other people’s neglected real estate.",Left,0,slate,35.17,-12.93
"Not only was Gerry of an advanced age, but he was straight out of central casting-handsome, humble, adventurous, and well-mannered.",Left,1,slate,35.17,-12.93
"Advertisement As adults, we live in a very queer-friendly city and it’s mostly fine.",Left,1,slate,35.17,-12.93
