text,source_party,label,source,reliability,bias
"Notably, the report said the company of both a life partner and children seems to bring notable advantages, contributing positively to the well-being of older individuals.",Lean Left,0,global-news,44.54,-4.26
"If you can imagine, if there was an ancient calendar that actually gives the events that have happened, that are going to happen, and even the time of those events.",Lean Right,0,the-christian-post,36.41,10.31
"There were a lot of news stories about John and his tragic death, but they were very reductive.",Lean Right,1,the-christian-post,36.41,10.31
"With each step, thick mud crept past my ankles, making it difficult to move.",Left,0,vox,39.59,-10.05
The health care industry is very influential in Congress and willing to spend a lot of money to preserve the status quo.,Left,1,vox,39.59,-10.05
"Willy’s decision not to analyze the fine print means he owes a lot more to Scrubbit and Bleacher, who imprison those indebted to them in their laundry.",Left,1,vox,39.59,-10.05
A yawning gap has opened up between what they know about the risks of climate change and what they are doing to reduce them.,Center,1,foreign-affairs,44.56,-6.55
"Senator Jeff Merkley, Democrat of Oregon), and promote cooperation among central banks to reduce climate-related risks in the financial system.",Center,0,foreign-affairs,44.56,-6.55
"DIRTY HANDS For all his diplomatic genius, Kissinger had a huge moral blind spot.",Center,1,foreign-affairs,44.56,-6.55
It is beyond imagination that parties that have been murdering and betraying each other for 25 years could work together as a team giving joint instructions to the entire country.,Center,1,foreign-affairs,44.56,-6.55
"This is harder than it sounds: many actors are more concerned with optics than impact, and will seize any opportunity to game the system.",Center,1,foreign-affairs,44.56,-6.55
"To succeed, and break with a decades-long cycle of decline and political volatility, he must abandon the image of firebrand outsider and become a pragmatic leader.",Center,1,foreign-affairs,44.56,-6.55
Iconic national dishes are almost invariably artificial constructs of recent invention.,Center,1,foreign-affairs,44.56,-6.55
"The two sides invented intercontinental missiles capable of delivering warheads to targets on the other side of the planet in 30 minutes, satellites circling the globe at a height of hundreds of miles with cameras that could identify the coordinates of targets within inches, and defenses that could in essence hit a bullet with a bullet.",Center,0,foreign-affairs,44.56,-6.55
It is because the invasion cannot be explained by their realist theory of the balance of power.,Center,1,foreign-affairs,44.56,-6.55
It may be reinforced in this attitude by the belief that a prolonged negotiation about coalition government may end no more satisfactorily from Hanoi’s point of view than did the Geneva negotiations over Viet Nam in 1954 and Laos in 1962.,Center,0,foreign-affairs,44.56,-6.55
"These values are incompatible with the values of a free country, which can only exist when individuals take personal responsibility.",Right,1,newsbusters,19.99,20.48
Note: There was a moment of unintentional comic relief during the segment.,Right,0,newsbusters,19.99,20.48
"Marisa Wojcik (voice-over): Prior to the Supreme Court's ruling, Wisconsin patients and physicians had more options when it came to making decisions about reproductive health care.",Right,0,newsbusters,19.99,20.48
"Last Saturday was the observance of Veterans Day, during which many thanked those who served in the military and have protected our freedoms.",Right,0,newsbusters,19.99,20.48
"He is among the small band of woefully misinformed Ohio lawmakers who after voters overwhelmingly approved abortion rights in November, announced a campaign to strip the judicial branch of its constitutional right to rule on cases involving abortion access.",Lean Left,1,usa-today,40.78,-4.12
The HelloFresh-owned brand offers meals priced at just $4.99 per serving.,Lean Left,0,usa-today,40.78,-4.12
"With that, Dipoto can be applauded for dealing lefty Marco Gonzales and shedding one of his more moderate mistakes, the long-term deal signed by Evan White, to give Seattle some flexibility.",Lean Left,1,usa-today,40.78,-4.12
"At Stay Forth, you talk a lot about the importance of sabbaticals and you do sabbatical coaching.",Lean Right,0,christianity-today,41.75,5.39
They also have their traps because you're really fighting against an algorithm.,Lean Right,1,christianity-today,41.75,5.39
"Just think about what the young have to offer to the old, and what the old have to offer to the young.",Lean Right,0,christianity-today,41.75,5.39
"On Holy Night, when all the greater stars and planets join with the heavenly host in announcing the Savior’s birth, Little Star learns she has a special part to play as well.",Lean Right,1,christianity-today,41.75,5.39
"When he was a young man, Pearson watched both his father’s parents backslide.",Lean Right,0,christianity-today,41.75,5.39
This is one of the strengths of the healthy small church.,Lean Right,1,christianity-today,41.75,5.39
"An authentic sermon is filtered through Scripture, good theology, and the pastor’s own testimony.",Lean Right,1,christianity-today,41.75,5.39
"We all tend to plot our actions along a hierarchy of significance, placing certain deeds at the top (getting that promotion or visiting a sick friend in the hospital) and relegating others to also-ran status (praying the prayer no one will ever thank you for or sweeping the floor).",Lean Right,0,christianity-today,41.75,5.39
"Secondly, we can choose to be a local even if we aren't a native.",Lean Right,0,christianity-today,41.75,5.39
"And for me it was loneliness, for me it was passing people and waving or doing the American head nod, but not actually knowing who they are.",Lean Right,0,christianity-today,41.75,5.39
It’s the look of total calm even when he’s talking about the most harrowing thing you can imagine.,Center,0,wired,36.77,-7.24
"The changes would not affect Meta app users in other countries, including the U.S. A source familiar with the matter told CBS MoneyWatch that Meta's proposal is not set in stone and it continues to explore a range of options to comply with the EU regulations.",Lean Left,0,cbs-news,41.76,-2.84
Inside the crime scene Manhattan District Attorney's Office Weiss says Nolan then reached for the kitchen knife he brought with him.,Lean Left,0,cbs-news,41.76,-2.84
"Presented by TBD Media Group Historically great leaders and great entrepreneurs have disrupted industries by operating out of their own brilliance and ingenuity but who are these people and how did they get to the point where they are able to manage vast groups of people, vast resources all pointing towards a common objective.",Lean Left,0,cbs-news,41.76,-2.84
"It is capable of neutralizing the threat posed by Hamas while minimizing harm to innocent men, women and children.",Lean Left,1,cbs-news,41.76,-2.84
The fish mongers worked with the tourism office on the Île d'Yeu to find a new home for the small female lobster.,Lean Left,0,cbs-news,41.76,-2.84
Cardano was also up 2.6% on Monday while meme-cryptocurrency Dogecoin rose more than 5%.,Lean Right,0,washington-examiner,34.07,11.3
"Despite the scathing report, Johnson’s administration said the lot was safe to build on as temporary shelter, so long as contaminated soil was removed and a barrier covered the whole property.",Lean Right,0,washington-examiner,34.07,11.3
"Nonetheless, Oher has persisted in his claims that the Tuohy family has spent years stealing his money and neglected to pay him his fair share of proceeds from the famous film.",Right,1,wnd,13.06,21.0
"This book has put a powerful voice to many things that truth-loving people in America have felt in their spirits for a long, long time.",Right,1,wnd,13.06,21.0
The Nobel literature laureate whose darkly poetic novels were built from his childhood memories during Japan’s postwar occupation and from being the parent of a disabled son.,Lean Left,0,abc-news,45.25,-2.91
"The situation is similar in Kosovo, another highly patriarchal and male-oriented Balkan society.",Lean Left,1,abc-news,45.25,-2.91
"For the total population, more than 84% of the increase was credited due to decreases in COVID-19 mortality.",Lean Left,0,abc-news,45.25,-2.91
"He would revisit this evening in the weeks after it happened, and think about all the things he would have said and done differently.",Lean Left,0,abc-news,45.25,-2.91
"Kim Kardashian's fringe at the Council of Fashion Designers of America awards was, yes, fake.",Lean Left,0,abc-news,45.25,-2.91
BSA Health System - the Ardent umbrella provider for Spell’s clinic and other facilities in the city - said it was working to restore its patient portal and system for video doctors’ visits.,Lean Left,0,abc-news,45.25,-2.91
A company statement on the FDA website notes that the recall was issued in relation to the earlier Sofia Produce whole cantaloupes recall.,Lean Left,0,abc-news,45.25,-2.91
Not just that he is saying outrageous things or he has done outrageous things in the past.,Lean Left,1,abc-news,45.25,-2.91
"Low-carbon can mean such things as biofuels, hydrogen development and carbon capture and storage.",Lean Left,0,abc-news,45.25,-2.91
"Prostate cancer screening is notoriously rife with uncertainty, and the previous 2012 guidelines advised against PSA testing.",Lean Left,0,abc-news,45.25,-2.91
"CLARIFICATION (Nov. 15, 2023, 11:01 a.m.): This article has been updated to reflect the fact that former President Donald Trump has endorsed Kari Lake in her 2024 U.S. Senate run in Arizona.",Lean Left,0,abc-news,45.25,-2.91
"The preliminary information in both cases appears similar but they are not believed to be linked, police said.",Lean Left,0,abc-news,45.25,-2.91
"Police and army soldiers cordon off an area following a bomb explosion, in Peshawar, Pakistan, Tuesday, Dec. 5, 2023.",Lean Left,0,abc-news,45.25,-2.91
"People flee following Israeli air strikes on a neighbourhood in the al-Maghazi refugee camp in the central Gaza Strip on Nov. 6, 2023, amid ongoing battles between Israel and the Palestinian Hamas movement.",Lean Left,0,abc-news,45.25,-2.91
Nobody bothered to tell his family or his lawyer that another inmate had attacked him Saturday.,Right,1,the-american-spectator,17.46,22.97
"Clearly, Kennedy wants to get to the bottom of why, precisely, he is being denied, even as threats against him accumulate.",Right,0,the-american-spectator,17.46,22.97
Maybe once we all have we can force the liars to concede the lie that was the George Floyd production.,Right,1,the-american-spectator,17.46,22.97
Steven Greenhut is Western region director for the R Street Institute.,Right,0,the-american-spectator,17.46,22.97
"But whether such personalities enjoy their predation or not is beside the point; with three traits or four, they make life miserable for the rest of us.",Left,1,the-atlantic,37.96,-9.01
"A live look at the situation in Lukeville, AZ this morning, as record high illegal crossings surge along the southern border.",Right,1,the-gateway-pundit,14.91,23.64
Joe Biden on Wednesday delivered remarks at the White House Tribal Nations Summit at the Department of Interior.,Right,0,the-gateway-pundit,14.91,23.64
Earlier this month 105 RINO-Uniparty Republicans made the historic move to expel conservative Republican George Santos from Congress.,Right,1,the-gateway-pundit,14.91,23.64
Their human smuggler then shrugs at our cameras & salutes us.,Right,1,the-gateway-pundit,14.91,23.64
The Gateway Pundit will be distributing Gateway: Beyond the Headlines on its well-read news site and the show will also be distributed among our growing network of digital partners.,Right,0,the-gateway-pundit,14.91,23.64
"On December 4, Democrat Karen Smith was sworn in as the new school board president in Central Bucks, Pennsylvania.",Right,0,the-gateway-pundit,14.91,23.64
Many viewers on social media commented asking why this even needed to happen.,Right,0,the-gateway-pundit,14.91,23.64
Russian talking heads proudly assert that Moscow is not interested in any deals and pontificate about invading other countries to continue the expansion of the Russian empire.,Left,1,daily-beast,33.54,-10.51
"Should she show up, she is likely to get a well deserved taste of the condemnation she allowed others to suffer unjustly.",Left,1,daily-beast,33.54,-10.51
"Print Modified on: Tue, 21 Dec, 2021 at 2:56 PM The Wednesday and Friday digests are newsletter recaps of the top Daily Beast -only content.",Left,0,daily-beast,33.54,-10.51
Or when your boyfriend spilt coffee all over his new white T-shirt before work.,Lean Left,0,the-independent,38.37,-6.99
"For example, firms that make regular payments are tricked into sending money to a fraudster’s account rather than the genuine payee.",Lean Left,0,the-independent,38.37,-6.99
The Utopian vision is that everybody will take a self-driving car.,Center,0,christian-science-monitor,44.22,-2.47
Ms. Mohammadi’s children are due to accept the Nobel medal and diploma on her behalf on Dec. 10.,Center,0,christian-science-monitor,44.22,-2.47
"He had uncharacteristically little to say as he walked out of the House chamber, got into a waiting Jaguar SUV, and was driven away.",Center,0,christian-science-monitor,44.22,-2.47
"An opinion survey released last weekend by the Maariv daily showed his Likud party cratering in the polls, losing over a third of its support.",Center,0,christian-science-monitor,44.22,-2.47
"Across the country, towns and cities of various sizes envisioned an electrified public transit system that could shuttle residents with vehicles that produced no carbon-filled exhaust.",Lean Right,0,just-the-news,33.31,10.7
"Now since then, Ukrainians were on the offensive; it was a slow, methodical offensive.""",Lean Right,0,just-the-news,33.31,10.7
He also suggested that Vice President Kamala Harris would be a strong contender to replace Biden should he not be able to serve as the party nominee.,Lean Right,0,just-the-news,33.31,10.7
"Liz Harrington, National Spokeswoman for President Donald J. Trump, talks about Trump’s growing popularity with young voters and why the former president has a major appeal across demographics.",Lean Right,0,just-the-news,33.31,10.7
"The global health agency drew widespread ridicule when the director-general installed the brutal Zimbabwean dictator Robert Mugabe as a goodwill ambassador, and it has more recently been heavily criticized for kowtowing to the Chinese government.",Lean Right,1,washington-times,34.92,11.31
Conflating physical space and digital platforms flattens the richness of social interaction into the linear logic of an algorithm.,Lean Left,1,the-conversation,40.75,-4.86
"Salary packaging, subsidised health and wellbeing services, fitness and cultural clubs, Myki discounts, and a 25% discount on graduate courses to our staff and their immediate families!",Lean Left,0,the-conversation,40.75,-4.86
Why would destroying biological-you magically elevate your mental clone to the status of the real you?,Lean Left,1,the-conversation,40.75,-4.86
"In the absence of international support, ethnic minorities have adjusted their demands; Tibet’s demand for ethnic rights within a human rights framework is evidence of this.",Lean Left,0,the-conversation,40.75,-4.86
"Second, the defender has much more intimate knowledge of their own city.",Lean Left,0,the-conversation,40.75,-4.86
"Two DIY investigators search for the unsung cultural icon, while questioning notions of digital security, AI, and Black representation in the digital realm.",Left,0,new-york-magazine,39.84,-9.95
"The Republican conference, however, shot it down, seeing it as a plot to undermine the conservative priorities of the Republican-controlled House and the party’s voters.",Right,1,the-american-conservative,31.63,14.44
"The party of the common man had become the party of Wall Street and Silicon Valley, both culturally and economically.",Lean Left,1,washington-monthly,35.78,-12.08
"Just as mesmerizing Gregorian Chants have given way in some parishes to treacly folk hymns, elaborately embroidered priestly vestments have been replaced in some sanctuaries by hideous pop-art chasubles (the poncho-like garments worn at Mass by some priests) and stoles.",Lean Left,1,washington-monthly,35.78,-12.08
"We bought a (used) router and two satellites from a company called Orbi, hooked them up, and immediately had much faster Wi-Fi in the house.",Lean Left,0,time-magazine,41.12,-7.42
But as for-profits they often end up substituting their own targeted ads (presumably without sharing information) for what you would otherwise see on a Google search or a Facebook feed.,Lean Left,1,time-magazine,41.12,-7.42
"Prince had been young Amy Carter’s nanny when the family lived at the Georgia governor’s mansion, not long after Prince was accused of-and subsequently sentenced to life for-murder.",Lean Left,1,time-magazine,41.12,-7.42
"Putting employees first feels somewhat possible in a matrix system of corporate management, but what about startups and smaller employers?",Lean Left,0,time-magazine,41.12,-7.42
"Well, that, and arrest pro-lifers who are praying and parents who are attending school board meetings.",Right,1,the-federalist,21.77,18.67
"Jesus specifically talks about how wrong it is to lead children astray, and uses strong language to make his point: If anyone causes one of these little ones - those who believe in me - to stumble, it would be better for them to have a large millstone hung around their neck and to be drowned in the depths of the sea.",Right,1,the-federalist,21.77,18.67
Should they be supporting the union that might score a win for the single mom?,Right,0,the-federalist,21.77,18.67
"The headlines above are all about the same thing: preparation for assassination, metaphorical or otherwise.",Right,1,the-federalist,21.77,18.67
Johnson did not respond to The Federalist’s previous request for comment on whether he intends to ensure language gutting the Pentagon’s illegal policy will be included in the NDAA.,Right,0,the-federalist,21.77,18.67
The Congressional Budget Office disagreed and found Biden’s accounting was only $367 billion off.,Right,1,the-federalist,21.77,18.67
"But all the science in the world doesn’t make the way we experience color less personal, he concedes.",Left,0,vogue,39.13,-10.91
And so it's not something that other language is inside me.,Left,0,vogue,39.13,-10.91
The Condé Nast store is giving Vogue Club members the opportunity to purchase some beautiful wall art that will bring a touch of style to any environment.,Left,0,vogue,39.13,-10.91
"The first, comes in a handy classic cone: filed with two scoops of Caviar Colony x Sunday Folks ice cream-enveloped with copious dollops of the salt-cured roe and bearing a hint of rosemary-then topped with even more caviar, alongside a savoury cheddar cheese chip.",Left,0,vogue,39.13,-10.91
"Sateesh is Sri Lankan-American and Tiff is Taiwanese-American, but they decided that they would like the wedding to take place in Taipei, where Tiff grew up, rather than New York.",Left,0,vogue,39.13,-10.91
"And also these annoying captures that we all had to do was kind of helping them understand like the word car, how it's associated to pictures.",Left,0,vogue,39.13,-10.91
"As the name implies, it’s somewhere between balm and lipstick and goes on smooth and slick.",Left,0,vogue,39.13,-10.91
This year’s Fashion Awards was one of the starriest in recent memory (Gwyneth Paltrow!,Left,0,vogue,39.13,-10.91
"Ellis holds nothing back through these 600 pages: baroque violence, startling eroticism, relentless cataloging of mood-specific song and movie titles.",Left,0,vogue,39.13,-10.91
A legendary photojournalist and his wife replanted the forests of their home in southeastern Brazil and turned the area into a private nature reserve.,Right,0,independent-journal-review,25.81,12.82
And running against one individual is not a rousing message with all the hardships Americans are facing.,Right,1,independent-journal-review,25.81,12.82
"With this win, the Bobcats’ record improves to 3-1 for the season.",Center,0,deseret-news,42.29,2.55
Who wouldn’t like to cuddle up in this gorgeous knit Edwin Beanie from Katin?,Lean Right,0,new-york-post,31.92,9.28
"Two gates are extra-wide, to allow a person with a stroller or a wheelchair to access the system.",Left,0,new-york-daily-news,40.47,-8.12
"An asteroid may have done in the dinosaurs, but 65 million years later it’s catastrophic flooding that threatens Riverside Park’s beloved Dinosaur Playground.",Left,1,new-york-daily-news,40.47,-8.12
"Unlike Trump, she is Republican born and bred and always been in the party.",Left,1,new-york-daily-news,40.47,-8.12
"They remained married until 1992, two years after his release from prison, and had two daughters together: Zindzi and Zenani.",Left,0,new-york-daily-news,40.47,-8.12
"It’s especially egregious for Albany, which has just passed a very bad class size bill tying the city’s managerial hands, to threaten to revoke the authority now.",Left,1,new-york-daily-news,40.47,-8.12
"Start your meal off with some red borscht in a short rib and bacon broth, or take the more traditional route with a squash soup topped with maple creme fraiche and pumpkin seed oil.",Left,0,new-york-daily-news,40.47,-8.12
"Michael Nicholoulias, 74, was arrested Monday night as he drew a swastika on a bench in the posh seaside village, according to News 12 Long Island.",Left,0,new-york-daily-news,40.47,-8.12
"For an interview lasting three to five minutes, an embassy could perform 10 interviews per hour, 80 per day, 400 per week.",Right,0,american-thinker,13.67,24.85
"Nikki Haley, DeSantis and Vivek Ramaswamy are likely to be on the stage, but it is unclear whether Chris Christie will qualify.",Right,0,american-thinker,13.67,24.85
"Most recently, topics she has written about include human resources, informed consent, the Second Amendment and real estate.",Right,0,american-thinker,13.67,24.85
"This, though, doesn’t mean that from these essays there aren’t long-term implications, however oblique, for our politics.",Right,0,american-thinker,13.67,24.85
How much credit are you going to give for an Israeli baby burned alive?,Right,1,american-thinker,13.67,24.85
"When government says no, there is no one to appeal to.",Right,1,american-thinker,13.67,24.85
"Some will push back and claim that DIE is simply about being inclusive of diverse viewpoints, and if this were the case, there would be little controversy.",Right,1,american-thinker,13.67,24.85
The world’s overwhelming political bias will guarantee that the Islamic narrative will be widely disseminated and believed.,Right,1,american-thinker,13.67,24.85
The feature-length comedy was produced by the folks at the Daily Wire and is available now on the DailyWire+ streaming service.,Right,0,washington-free-beacon,23.47,14.45
"Ramaswamy, the 38-year-old former pharma executive who is polling at 4.9 percent in the race, made the comments while accusing Haley of wanting to track internet users.",Right,0,washington-free-beacon,23.47,14.45
His actions: The moped driver did the honorable thing by stopping to make sure the little twerp wasn't seriously injured.,Right,1,washington-free-beacon,23.47,14.45
And if something nice and honest and true happened in your life?,Left,0,esquire,27.41,-18.14
"While imitation should never be your style goal, you’d do well to take these five outfits into account as inspiration if you’re thinking of where to next take your look.",Left,0,esquire,27.41,-18.14
But it is also both beautiful and notable for its simplicity.,Left,0,esquire,27.41,-18.14
"There was a lot of buzz surrounding this match, of course; there always will be when it’s Djokovic and Alcaraz playing.",Left,0,esquire,27.41,-18.14
Korey Wise went upstairs with his friend and offered to go with Yusef to the precinct to keep him company.,Left,0,esquire,27.41,-18.14
"There’s a reason this meme format featuring Future, the king of toxic behavior, is already a classic.",Left,1,esquire,27.41,-18.14
"Though it took a while-the Celtics stormed back from 3-0 down to take it to a Game 7 in which, we ought to mention, Tatum picked up a hobbling injury early on-Jimmy Buckets finished off the C’s with the steely relentlessness of an action-movie assassin.",Left,1,esquire,27.41,-18.14
The crush grew even greater when Sammy the Bull was sworn in.,Left,1,esquire,27.41,-18.14
"Swifties are getting under center, the Kelces are overstocked with ammo in the podcast wars, and this game will just so happen to take place in the biggest city in the country.",Left,0,esquire,27.41,-18.14
"To learn more, check out the video above, the latest in our Unapocalypse series on how smart people are working on clever ways to combat the climate crisis.",Left,0,esquire,27.41,-18.14
"Day or night, you can count on one being lit in my bedroom; sometimes, I’ll put an extra out in the living room, too.",Left,0,esquire,27.41,-18.14
"From top brands like , , and more, read on for the best Prime Day luggage deals to shop now.",Left,0,esquire,27.41,-18.14
"It takes a modernist yet still fun and soulful approach to the cuisine, specifically of the valle in its name, the Guadalupe Valley.",Left,0,esquire,27.41,-18.14
Because it does lowkey make everybody feel like they're James Bond or Indiana Jones or Lara Croft or Bear Grills.,Left,1,esquire,27.41,-18.14
"Just two hours later, Mahomes was out on the field, and Arians blurted out a protection‑and‑blitz package.",Left,0,esquire,27.41,-18.14
"Unfortunately, FX has not announced any release dates for Season Three just yet.",Left,0,esquire,27.41,-18.14
"Our own parents came from cruel parts of the world, where toughness was the ultimate value, which in turn made any suffering on America’s wealthy shores seem relatively minor.",Left,1,esquire,27.41,-18.14
"When Sheppard protested, Mahomes respectfully acquiesced, slipping his shirt back on.",Left,0,esquire,27.41,-18.14
"They are part of a culture that encourages tight, helicopterish parent-child relations, yet talking to their parents brings them more grief than comfort.",Left,1,esquire,27.41,-18.14
"He keeps me guessing, so hopefully that translates to keep everyone else on their toes.",Left,0,esquire,27.41,-18.14
"Even if some Game of Thrones fans will never get over Season 8, many more of us are clamoring for more stories in the continents of Westeros and Essos.",Left,0,esquire,27.41,-18.14
"The historic mission hogged the headlines, and the press soon forgot about the mysterious bank robber in Cleveland.",Lean Left,1,cnn,42.06,-6.28
She began searching for answers about her father’s shadowy past His confession turned the Randele family upside down.,Lean Left,0,cnn,42.06,-6.28
"And many liberals believed that, with an obsession with credibility, Kissinger dragged out the Vietnam negotiations for far too long, agreeing to a deal in 1973 that was not so different from one that he could have accepted in 1969, which would have spared the lives of tens of thousands of Americans and hundreds of thousands of Vietnamese, Cambodians, and Laotians.",Lean Left,1,cnn,42.06,-6.28
Director and writer Bong Joon-ho infuses dark comedy into the story of two families: one rich and one poor.,Left,0,salon,32.38,-13.86
"Her hair isn’t done up specially, it’s pulled back and off her face.",Left,0,salon,32.38,-13.86
Danks is among a small community of researchers - including philosophers and computer scientists - who have spent years exploring those conflicts in the national security sector and trying to find potential solutions.,Left,0,salon,32.38,-13.86
"After a relationship marked by Turner being neat freak and a skinflint, they broke up after he shamed her for gaining 10 pounds.",Left,1,salon,32.38,-13.86
"The carbon emissions released from driving might make the artificial tree the better option in the long-run, assuming it’s used for at least a few years.",Left,1,salon,32.38,-13.86
He's just so ... odd: Newsom probably made a few new fans among the Democrats who tuned in to watch the cage match.,Left,1,salon,32.38,-13.86
"Like Dorothy Lyon, Secrest’s take-no-guff demeanor leads us to believe she could as MacGyver her way out of a bind if the need arose.",Left,0,salon,32.38,-13.86
"Think of the fury that will have built up inside him, a fury that, from his point of view, he has worked hard to contain.",Left,1,salon,32.38,-13.86
But laying chickens are kept commercially for two to three years.,Left,0,mother-jones,37.08,-15.12
"A grand jury had been tasked with deciding whether to indict Rondini on two theft charges, but she died before it voted.",Left,0,mother-jones,37.08,-15.12
"In a recent study, Kolbe and fellow researchers Elizabeth Dhuey and Sara Menlove Doutre proved that even the small amount of federal funding for disabled students that is released annually is disbursed in a wildly inequitable manner.",Left,0,mother-jones,37.08,-15.12
People who employ or manage the labor of others land in the same class as those being bossed.,Left,1,mother-jones,37.08,-15.12
"At that time, I’m a 20-something: in jail, a stubborn asshole.",Left,1,mother-jones,37.08,-15.12
"One former employee said he saw Brown reading Last War of the World-Island, a geopolitical text by the contemporary Russian fascist Alexander Dugin, at the office; another saw it on a shelf there.",Left,0,mother-jones,37.08,-15.12
Yet two supposed wins she highlights were hollow and produced little in real-wold results that bolstered the security of the United States.,Left,1,mother-jones,37.08,-15.12
"And, by the 1880s, and 1890s, we figured out that these monopolies were actually destructive to our economy as a whole.",Left,0,current-affairs,34.3,-18.14
"Sen. Tommy Tuberville dropped his hold on the promotion of more than 400 senior U.S. military officers for one reason only-to avoid abject humiliation, which was about to come his way if he didn’t relent.",Left,1,slate,35.17,-12.93
"People who want to split up simply deal with all the angst and difficult feelings because of their belief that what’s on the other side is worth it, and is what they need.",Left,0,slate,35.17,-12.93
He was elected in New York’s 3rd Congressional District in 2022 with a largely invented life story.,Left,1,slate,35.17,-12.93
"She polished off a whole bottle of champagne by herself, was excessively loud during the show, and kept picking aggressive arguments during our post-show discussion.",Left,1,slate,35.17,-12.93
"Advertisement As adults, we live in a very queer-friendly city and it’s mostly fine.",Left,1,slate,35.17,-12.93
"Altman and all of Altman’s people would be Microsoft’s people, beholden to Microsoft’s objectives.",Left,1,slate,35.17,-12.93
"In spurning the Noles, the powers that be crossed an explicit Rubicon.",Left,1,slate,35.17,-12.93
"Maybe more than any other American figure, he represents the institutional memory of American empire, and that institutional memory persists no matter who’s sitting in the White House.",Left,1,slate,35.17,-12.93
"Running Twitter does seem like miserable work, even for a man who so clearly loves to be the center of attention every second of every day.",Left,1,slate,35.17,-12.93
"Coming from an artist who’s so definitively on top of the world, its back-from-the-dead assertions might feel a bit off-key.",Left,1,slate,35.17,-12.93
"Patent trolls are litigious and prolific Troublingly, patent trolls are responsible for more than half of all U.S. patent litigation.",Lean Left,1,detroit-free-press,43.46,-5.43
