text,source,label,reliability,bias
"Farenthold said after the reports broke that he would repay the $84,000 to the Treasury Department, but has not made good on that promise.",huffpost,0,37.82,-10.75
"“There is no reason to appoint a politician to run the FBI,” Schatz said.",huffpost,0,37.82,-10.75
"That review showed that many changes were made to the original talking points -- drafted by a senior officer -- over concerns about accuracy, an FBI investigation and other bureaucratic matters.",huffpost,0,37.82,-10.75
I’m not going to do that.”,huffpost,0,37.82,-10.75
"Hodgkinson was member of the YMCA, Rucker said in a statement.",huffpost,0,37.82,-10.75
"But since taking office, Trump has never asked Mexico for payment.",huffpost,0,37.82,-10.75
"In the film, the character testifies and “claims not to know critical information that he does in fact know,” the indictment recounts.",huffpost,0,37.82,-10.75
"""Although I have tremendous tea party support and just wonderful people in the tea party and grassroots helping me out, and they're clearly responsible for the win...",huffpost,0,37.82,-10.75
"Huckabee said on CBS's ""Face the Nation"" last month that he's confident he can broaden his appeal beyond evangelical Christians and social conservatives to reach working-class Republicans concerned about the economy.",huffpost,0,37.82,-10.75
"WASHINGTON ― FBI Special Agent Peter Strzok, who was taken off special counsel Robert Mueller’s team after Justice Department investigators discovered his texts disparaging President Donald Trump, has been fired from the bureau despite the recommendations of a career FBI official.",huffpost,0,37.82,-10.75
Saudi Arabia has threatened to retaliate by selling off hundreds of billions of dollars in American assets.,huffpost,0,37.82,-10.75
"Rep. Ed Royce (R-Calif.), chairman of the House Foreign Affairs Committee, was among the many people who called on Trump to abandon his trophy hunting decision.",huffpost,0,37.82,-10.75
"Vice President Mike Pence, who in an Oct. 14, 2016, interview with Fox News claimed the campaign had not been in contact with WikiLeaks, said in a statement late Monday that he had not known about Trump Jr.’s messages.",huffpost,0,37.82,-10.75
"""We're talking about getting a foot in the door,"" Ginsburg said, a standard she called not hard to meet.",huffpost,0,37.82,-10.75
The announcement came just eleven days after Trump initially said he was partnering with the conservative magazine to host a forum with the remaining Republican presidential candidates.,huffpost,0,37.82,-10.75
Let’s recap what we saw on this video.,huffpost,0,37.82,-10.75
"The cost of the package, senior officials estimated, would be roughly $500 million, some of which could come from already budgeted funds.",huffpost,0,37.82,-10.75
"While some, such as black conservative group BOND Action, have directly announced their intentions to work toward insuring Steele's termination at the committee, other Republicans have simply lined up behind his growing list of challengers.",huffpost,0,37.82,-10.75
"Trump has long supported ending birthright citizenship, recommending in 2015 on the campaign trail that the country “start a process” to scrap it.",huffpost,0,37.82,-10.75
"""I want to be crystal clear: these attacks are garbage,"" Cruz said Friday in a statement posted on Facebook.",huffpost,0,37.82,-10.75
"Mueller’s office, the report said, learned of Trump’s orders to Cohen “through interviews with multiple witnesses from the Trump Organization and internal company emails, text messages, and a cache of other documents.”",huffpost,0,37.82,-10.75
The budget bill the president signed into law in February earmarked $700 billion for the Defense Department this fiscal year ― a more than 15 percent increase over the previous year and the biggest hike in military spending since 2002.,huffpost,0,37.82,-10.75
"Despite concerns about Trump interfering with ongoing investigations into his campaign, Schiff warned that it is premature for Democrats on Capitol Hill to push for impeachment.",huffpost,0,37.82,-10.75
"""We will not allow law-abiding gun owners to be blamed for the acts of criminals and madmen.""",huffpost,0,37.82,-10.75
"During the campaign, he promised a “great, great” wall made of reinforced concrete that would rise 30 feet or more and extend so far underground that it would be impossible to tunnel underneath.",huffpost,1,37.82,-10.75
"Trump Jr. later on Monday confirmed his correspondence with WikiLeaks, posting several screenshots of the Twitter messages.",huffpost,0,37.82,-10.75
"Another Republican, Rep. Justin Amash of Michigan, also tweeted that such an executive order would not be possible.",huffpost,0,37.82,-10.75
"A lockdown has been lifted at the YMCA Alexandria, next to the field where the shooting took place, spokeswoman Dana Rucker told HuffPost.",huffpost,0,37.82,-10.75
"Practically speaking, he continued, impeachment is only possible if Republican lawmakers and the general public believe Trump is unfit for office.",huffpost,0,37.82,-10.75
"His son had reportedly pledged allegiance to ISIS before executing the attack, though officials say there is no evidence he had direct ties to the group.",huffpost,0,37.82,-10.75
"Before approaching Mac and Cheese, the two turkeys, the president remarked that it was ""puzzling that I do this every year.""",huffpost,0,37.82,-10.75
"The White House has fought against the bill for months, to no avail.",huffpost,0,37.82,-10.75
"Christie also took hits at lawmakers in Washington, including President Barack Obama, claiming a lack of productivity from Congress is giving Americans anxiety.",huffpost,0,37.82,-10.75
"Earlier this week, Trump went against Mattis by abruptly withdrawing U.S. troops from Syria.",huffpost,0,37.82,-10.75
"The policy only applies to married couples, and not those in domestic partnerships or same-sex unions.",huffpost,0,37.82,-10.75
Those markets house some of the state’s largest Jewish communities.,huffpost,0,37.82,-10.75
"""I intend to use whatever weight this office holds to make them a reality,"" said the president, speaking about his full set of recommendations.",huffpost,0,37.82,-10.75
"“This bill includes the most extreme changes on asylum that I’ve ever seen,” Kerri Talbot, the director of federal advocacy at the group Immigration Hub, said on a press call on Tuesday.",huffpost,0,37.82,-10.75
"In his interview on CNN, Fox warned Peña Nieto would be viewed like “a traitor” if he does not stand up to the GOP nominee.",huffpost,1,37.82,-10.75
"With the year-end deadline for all rates to expire and $1 trillion in spending cuts to kick in, the prospect of actually failing to find agreement is coming into focus.",huffpost,0,37.82,-10.75
"Rep. Bob Etheridge (D-N.C.) appeared unreceptive to the question of an anonymous reporter this weekend, when he grabbed the self-identified “student” after he asked the congressman if he “fully supported the Obama agenda.”",huffpost,0,37.82,-10.75
“This isn’t funny anymore.” He added that Ginsburg’s comments are “beyond the pale.”,huffpost,0,37.82,-10.75
"I am going to be a President for all Americans, and I am going to protect and defend all Americans.""",huffpost,0,37.82,-10.75
The congressman and the former president were not contacted for Bauer's investigation.,huffpost,0,37.82,-10.75
"Ryan first told a humanizing story about Romney caring for a family whose children were in a car crash, a story clearly prepared to push back against the portrait of Romney as out of touch and uncaring.",huffpost,0,37.82,-10.75
Any attempt by the Trump Administration to cover up the results of this investigation into Russia’s attack on our democracy would be unacceptable.”,huffpost,0,37.82,-10.75
"Cowan will become the second black senator from Massachusetts, after Edward Brooke, who served from 1967 to 1979.",huffpost,0,37.82,-10.75
"Weeks before the election, asked if the campaign was “in cahoots” with WikiLeaks, Pence denied it.",huffpost,0,37.82,-10.75
"“Censorship is a very dangerous thing & impossible to police,” he added, before embarking on a now familiar rant about “fake news” CNN and MSNBC — which he admitted to sometimes watching, but “just with a grain of salt.”",huffpost,1,37.82,-10.75
"According to the White House, Obama spoke to both Clinton and Sanders by phone following Tuesday's primaries and caucuses and will meet with Sanders on Thursday, at Sanders' request.",huffpost,0,37.82,-10.75
"As such, independent fact-checkers and news analysts alike have disputed the Romney campaign's characterization.",huffpost,0,37.82,-10.75
The House GOP will reportedly make it a requirement that all new bills put forth in the legislative body include “a statement by the lawmaker who wrote it citing the constitutional authority to enact the proposed legislation.”,huffpost,0,37.82,-10.75
DNC spokesman Brad Woodhouse addressed the video in a statement Monday:,huffpost,0,37.82,-10.75
Those wondering whether the reading would be dramatic found out on Thursday as volunteers gave voice to the seven articles and 27 amendments that make up the nation’s governing document.,huffpost,0,37.82,-10.75
"Republican presidential candidate Rick Perry pledges to end ""[President Barack] Obama's war on religion"" in a new television ad airing in Iowa, railing against open service of gays and lesbians in the military and the prohibition against prayer in public schools.",huffpost,1,37.82,-10.75
"“Our committee is already working to secure additional witness testimony and documents related to the Trump Tower Moscow deal and other investigative matters,” Schiff said.",huffpost,0,37.82,-10.75
"He obtained at least five military deferments from 1965 to 1970 and took repeated steps that enabled him to avoid going to war, according to records.""",huffpost,1,37.82,-10.75
At least one GOP insider who had direct contact with Steele told the Washington Post that the chairman would indeed be seeking another term atop the RNC.,huffpost,0,37.82,-10.75
"Two senators didn’t vote at all: Sens. Tim Kaine (D-Va.), who is Hillary Clinton’s vice presidential running mate, and Bernie Sanders (I-Vt.), who was Clinton’s runner-up in the presidential race.",huffpost,0,37.82,-10.75
"If Hillary Clinton, after this attack, still cannot say the two words 'Radical Islam' she should get out of this race for the Presidency,"" Trump said in a statement released by his campaign.",huffpost,0,37.82,-10.75
Eric is a good friend and I have tremendous respect for him.,huffpost,0,37.82,-10.75
"""If you help me win this race, you may have someone with your background, your experience, your voice ... on the Senate Judiciary Committee,"" Braley said.",huffpost,0,37.82,-10.75
"""President Kennedy, like most presidents before and since, understood what I believe our current president does not: that American strength is a means of preventing war, not promoting it,” Rubio said.",huffpost,0,37.82,-10.75
"In other (and considerably less gory) photos shot by Shields, Griffin poses by the pool in a revealing leather getup as a man holding a camera stands above her.",huffpost,0,37.82,-10.75
A spokeswoman for Brevard College in North Carolina confirmed to HuffPost that Sayoc attended the school for three semesters starting in the fall of 1980 and did not graduate.,huffpost,0,37.82,-10.75
"“I have strong support from our friends in the unions, including steelworkers, which I guess are his area ... I’m a woman of steel in there.”",huffpost,0,37.82,-10.75
Williams sustained a minor leg injury.,huffpost,0,37.82,-10.75
“Ms. Lerner remains under subpoena from Chairman Issa to appear at tomorrow’s hearing — the Committee has a Constitutional obligation to conduct oversight.,huffpost,0,37.82,-10.75
"Clinton said she wants to ""find out what's in it and make it as good as it can be,"" and pushed for more transparency ""so the American people can actually see what will be in a finalized deal.""",huffpost,0,37.82,-10.75
"I believe in the Golden Rule that you should 'do unto others as you would have them do unto you,'"" Pence wrote in a Wall Street Journal op-ed.",huffpost,0,37.82,-10.75
"In a statement, he said he intends to defend the state's marijuana laws.",huffpost,0,37.82,-10.75
"But the original called for the NAACP to ""educate its membership and the community that this movement is not just about higher taxes and limited government.""",huffpost,0,37.82,-10.75
"The New York Times reported the charges against Grimm ""will include mail fraud and wire fraud and focus on his conduct in connection with a health food restaurant he owned on the Upper East Side of Manhattan after he left the Federal Bureau of Investigation in 2006,"" citing someone familiar with the case.",huffpost,0,37.82,-10.75
"Stone, according to the indictment, “on multiple occasions” around Dec. 1, 2017, told Credico (“Person 2”) that he should “do a ‘Frank Pentangeli’” in his testimony before the House Permanent Select Committee on Intelligence “to avoid contradicting Stone’s testimony.”",huffpost,0,37.82,-10.75
"It's a long time coming and we're thrilled the president's putting the full weight of his office behind this,"" said Josh Horowitz, executive director of the Coalition to Stop Gun Violence.",huffpost,0,37.82,-10.75
"For now, though, Democrats who voted to reopen the government said that simply pushing the conversation in the right direction was a victory on its own.",huffpost,0,37.82,-10.75
"And I keep on saying this, the single most important thing they can do to avert that is to stabilize housing prices.""",huffpost,0,37.82,-10.75
"""The AARP has a history of division between the top folks and their base on these issues.",huffpost,0,37.82,-10.75
"“We’re thankful that everyone we work with at NextGen America and Need to Impeach is safe,” Steyer said in a statement Friday, referring to his super PAC NextGen and his campaign to impeach Trump.",huffpost,0,37.82,-10.75
Nothing short of that will suffice.,huffpost,0,37.82,-10.75
The move is almost certain to be challenged in court.,huffpost,0,37.82,-10.75
"During multiple committee hearings and floor debate, GOP representatives castigated the bill as a federal power grab designed to help Democrats win elections by allowing increased voting access and nonpartisan gerrymandering.",huffpost,0,37.82,-10.75
They picked up just six seats in this election cycle ― far fewer than expected.,huffpost,0,37.82,-10.75
The national emergency declaration gives Trump a chance to reroute other government money to fund the project ― and sets up a legal battle that could tie up the president’s signature project for months or years.,huffpost,0,37.82,-10.75
"WASHINGTON ― In recent years, the opposing party approached Supreme Court nomination hearings by honing in on the nominee’s character and temperament or on one particular case that could possibly derail the nominee.",huffpost,0,37.82,-10.75
The Trump administration also plans to take executive action to move about $200 million from the Department of Homeland Security and another $600 million from the Treasury Department’s asset forfeiture account.,huffpost,0,37.82,-10.75
"“I deeply respect the president and the reasons he has given for vetoing the Justice Against Sponsors of Terrorism Act,” Sen. Richard Blumenthal (D-Conn.) said ahead of the vote.",huffpost,0,37.82,-10.75
"Bloomberg weighed an independent bid for president this year because he objected to both Trump and Sen. Bernie Sanders (I-Vt.), Clinton’s primary challenger.",huffpost,0,37.82,-10.75
"“Throughout his career, Trump has left behind a well-documented record of bankruptcies, thousands of lawsuits, angry stockholders and contractors who feel cheated and disillusioned customers who feel ripped off,” Bloomberg said.",huffpost,0,37.82,-10.75
"Jackson, dressed in a blue tie, blue shirt and a blue suit, looked back in the direction of his father and wife several times during the hearing.",huffpost,0,37.82,-10.75
"Minnesota congresswoman and now-GOP presidential candidate Michele Bachmann and other members of the Congressional Prayer Caucus piled on weeks later, penning a letter to Obama chastising him for his alleged failure to the use the word ""God"" and ""Creator"" more in his public speeches, especially abroad.",huffpost,0,37.82,-10.75
"Hutchinson said Tuesday that the idea of armed volunteers was scrapped after it was met with ""great reluctance"" from school employees.",huffpost,0,37.82,-10.75
"Senator John McCain, Republican of Arizona, began his questions by saying, “It’s wonderful to see you in good health and as combative as ever,” and then proceeded to complain that she had failed to answer lingering questions.",the-new-york-times,0,40.94,-7.94
"This is just another one, but a lot of families disagree politically.",the-new-york-times,0,40.94,-7.94
"After she refused on Wednesday to say anything more to the committee, despite attempts by Representative Darrell Issa of California, the committee’s Republican chairman, to persuade her otherwise, Mr. Issa tried to dismiss her and her lawyer.",the-new-york-times,0,40.94,-7.94
"“I’m sure there will be some who will not be happy, but others will be eager to see the program put on a stronger financial footing for the long term.”",the-new-york-times,0,40.94,-7.94
"Ms. Lerner has become a person of intense interest to Congressional investigators, who insist that she made, at best, incomplete statements when she said she first learned that her subordinates had singled out Tea Party groups after reading news media reports last year.",the-new-york-times,0,40.94,-7.94
"While many gun control advocates are eager to harness what they believe is a ripe moment in American life for new and robust restrictions on the kinds of guns that were used in Newtown, there is an emerging consensus on Capitol Hill and among gun education groups that improving the system of background check legislation that currently exempts private gun sales and gun shows is the most viable legislative route to pursue.",the-new-york-times,0,40.94,-7.94
"In some instances, teams of officers abruptly entered the crowd, detained a single person whom they had apparently focused on, and returned to West Florissant Avenue, where many of the recent confrontations have occurred.",the-new-york-times,0,40.94,-7.94
"Mr. Ryan is to deliver the prestigious Whittington Lecture, named for an associate dean who was killed on the airplane that crashed into the Pentagon on Sept. 11, 2001.",the-new-york-times,1,40.94,-7.94
"All week, Mr. Trump has slowly escalated a war of words on Twitter against Senator Ted Cruz of Texas, his main competition in the Republican race, based on an ad by a “super PAC” started by people who want to stop the New York developer from getting the nomination.",the-new-york-times,1,40.94,-7.94
It was circulated by the National Republican Congressional Committee.,the-new-york-times,0,40.94,-7.94
"“Coming back in for a special session will be discussed and all options around the governor’s political future are on the table,” said the Democratic leader of the Senate, Justin Alfond.",the-new-york-times,0,40.94,-7.94
"“I’ve been by Mike’s side for 19 years, and I’ve never met Donald Trump,” said Kevin Sheekey, an adviser to Mr. Bloomberg, underscoring the extent to which the men were not close.",the-new-york-times,0,40.94,-7.94
"The Justice Department revealed on Thursday that the report came in at more than 300 pages, raising more questions about what information was behind the four-page summary released by Mr. Barr.",the-new-york-times,0,40.94,-7.94
"The homeland security measure would devote $1.3 billion to border security measures, such as enhanced surveillance and fortified fencing, but not the wall.",the-new-york-times,0,40.94,-7.94
"WASHINGTON — The Obama administration tried Saturday to marshal new evidence in defense of its collection of private Internet and telephone data, arguing that a secret program called Prism is simply an “internal government computer system” designed to sort through court-supervised collection of data, and that Congress has been briefed 13 times on the programs since 2009.",the-new-york-times,1,40.94,-7.94
Two other measures also zero in on the costs of administration officials’ travel.,the-new-york-times,0,40.94,-7.94
"Mr. Santorum did not say public schools were a bad idea, and he said that there was a role for government help in education.",the-new-york-times,0,40.94,-7.94
“We should keep our conclusions and speculation to a minimum and follow the facts.”,the-new-york-times,0,40.94,-7.94
"And in meeting with reporters, Mr. LePage spoke emotionally about Maine’s heroin crisis.",the-new-york-times,0,40.94,-7.94
"From there, the two presidents shared a limousine to the Capitol, where three other presidents waited: Mr. Clinton, Jimmy Carter and George W. Bush, all of whom opposed Mr. Trump’s election.",the-new-york-times,0,40.94,-7.94
Mr. Trump’s statement on Tuesday that he was bowing out of the Newsmax debate seemed certain to open the door to another round of “I just might …” threats from the real estate mogul.,the-new-york-times,1,40.94,-7.94
“And it’s time for folks running around spending all their time talking about what’s wrong with America to spend some time rolling up their sleeves to help us make it right.,the-new-york-times,0,40.94,-7.94
"“For the president to break with the normal practice and meet with the Russian president alone, I wouldn’t trust what he says there.”",the-new-york-times,0,40.94,-7.94
Family dental bills paid with campaign funds were characterized as a charitable contribution to “Smiles for Life.”,the-new-york-times,0,40.94,-7.94
"Mr. Trump presented the agreement with congressional leaders as a victory anyway, and indicated in a speech in the Rose Garden that his cease-fire may only be temporary: If Republicans and Democrats cannot reach agreement on wall money by the February deadline, he said that he was ready to renew the confrontation or declare a national emergency to bypass Congress altogether.",the-new-york-times,1,40.94,-7.94
"“Most of them will not be shocked,” he said, “and will rather be expecting these shenanigans being pulled by the Democrats as standard operating procedure.”",the-new-york-times,1,40.94,-7.94
"Some of the more specific strategies considered included starting a more aggressive recruitment campaign for Democratic candidates from more conservative areas, as well as increasing their outreach to traditionally “red” districts.",the-new-york-times,0,40.94,-7.94
"WASHINGTON — The House Intelligence Committee will issue subpoenas to Michael T. Flynn, President Trump’s first national security adviser, the committee’s senior Democrat said on Wednesday, escalating Mr. Flynn’s troubles with Congress.",the-new-york-times,0,40.94,-7.94
"At a closed-door Democratic lunch on Thursday, Senators Sheldon Whitehouse of Rhode Island and Richard J. Durbin of Illinois urged party members to hold the line if he is selected.",the-new-york-times,0,40.94,-7.94
"During that trip, he was photographed at a gala sitting next to the Russian president, Vladimir V. Putin.",the-new-york-times,0,40.94,-7.94
The letter says Mr. Obama “should not back down. Nor should we.”,the-new-york-times,0,40.94,-7.94
"“Tell me who you are,” Mr. Etheridge said. “Tell me who you are.”",the-new-york-times,0,40.94,-7.94
"He joked about the need for a new and refined tax code that would finally put his father, a certified public account standing nearby, out of business.",the-new-york-times,0,40.94,-7.94
"She jousted with Republican lawmakers over who deserved blame for the security problems at the compound, and choked up as she described being at Joint Base Andrews outside Washington when the bodies of the Americans killed in the assault arrived from Libya.",the-new-york-times,0,40.94,-7.94
"Their teenage disdain drew its fair share of media attention, including a BuzzFeed article titled “The Obama Girls Could Not Be More Bored by Their Dad’s Jokes.”",the-new-york-times,0,40.94,-7.94
"Several conservatives, including Glenn Beck and Bill O’Reilly, have criticized Mr. Trump for raising questions about it.",the-new-york-times,0,40.94,-7.94
"The report by the inspector general, Michael E. Horowitz, that preceded Mr. Strzok’s firing not only criticized his conduct in sending the texts but also his use of personal email accounts to handle sensitive information. ",the-new-york-times,0,40.94,-7.94
"Among his other concerns, Mr. Mattis viewed the withdrawal as abandoning Kurdish fighters and other American allies, and as ceding critical territory to Russia and Iran.",the-new-york-times,0,40.94,-7.94
