text,source,label,reliability,bias
"Added Gibbs: ""I think you would really have to ask somebody who says... lets have some eight week fight and on February the 15th come in and say, alright, now we are ready to make a compromise, who on earth, who on earth thinks that that is somehow going to be a fundamentally better agreement than the one we are looking at right now?",huffpost,0,37.82,-10.75
"Meanwhile, legislators in Indiana have made changes to the controversial RFRA signed into law by Gov. Mike Pence (R) last week.",huffpost,0,37.82,-10.75
"Police shut down the streets for blocks around the field early Wednesday, and a helicopter was flying overhead.",huffpost,0,37.82,-10.75
"WASHINGTON ― President Donald Trump’s offer to Democrats over the weekend seeking to trade temporary protections for some immigrants in exchange for funding for a wall on the U.S.-Mexico border received positive coverage from some outlets, including being called a “compromise” and a move by Trump “toward the center.”",huffpost,0,37.82,-10.75
"We can't afford to be politically correct anymore,"" the statement continued.",huffpost,0,37.82,-10.75
Clinton is not the only government official to use a private email for work.,huffpost,0,37.82,-10.75
"White House press secretary Josh Earnest last week downplayed the significance of Obama getting such a strong rebuke from Congress, including from Democratic leaders.",huffpost,0,37.82,-10.75
WASHINGTON ― House Minority Leader Nancy Pelosi (D-Calif.) was re-elected to her leadership post Wednesday morning.,huffpost,0,37.82,-10.75
"""I haven't seen the Come-To-Jesus moment from Republicans yet.""",huffpost,0,37.82,-10.75
"The only announced candidate for the general election is Markey, who has received a flood of endorsements from Democrats -- including Kerry -- and has a $3.1 million war chest.",huffpost,0,37.82,-10.75
"In a strong statement issued Friday night, Sen. Dianne Feinstein joined a chorus of her Democratic colleagues in threatening serious action, including impeachment, against Trump if the allegations proved true.",huffpost,0,37.82,-10.75
"As such, independent fact-checkers and news analysts alike have disputed the Romney campaign's characterization.",huffpost,0,37.82,-10.75
"He beat GOP establishment candidate Sen. Luther Strange (R-Ala.), who was chosen to fill the seat left vacant when Jeff Sessions became Trump’s attorney general.",huffpost,0,37.82,-10.75
"Colorado voters approved Amendment 64, legalizing recreational marijuana in the state, in 2012.",huffpost,0,37.82,-10.75
"It’s too early to determine whether the attack was politically motivated, authorities said.",huffpost,0,37.82,-10.75
"Chief Justice John Roberts administered the 38-word oath at 12:00 p.m., capping Trump’s unlikely journey from New York City real estate developer and reality TV star to the nation’s highest office.",huffpost,0,37.82,-10.75
"Trump then pivoted to Clinton, apparently referring to the FBI’s investigation into her use of a private email server.",huffpost,0,37.82,-10.75
It is a decision that produces only one winner ― those who seek to harm our country and weaken our democracy.”,huffpost,0,37.82,-10.75
And so there are real consequences to that decision.,huffpost,0,37.82,-10.75
"KANSAS CITY, Mo. — Leaders of the country's largest civil rights organization accused tea party activists on Tuesday of tolerating bigotry and approved a resolution condemning racism within the political movement.",huffpost,0,37.82,-10.75
"A lengthy investigation and multiple rounds of Congressional testimony failed to produce a shred of evidence that Special Agent Strzok’s personal views ever affected his work,” Goelman said.",huffpost,0,37.82,-10.75
"Separate from Wednesday's document release, the CIA recently conducted an internal review of how and why the talking points were changed -- a move that also came in response to the continuing questions from Congress.",huffpost,0,37.82,-10.75
"Huckabee, 59, quit his job hosting his own Fox News show, ""Huckabee,"" in January.",huffpost,0,37.82,-10.75
"Cantor was expected to defeat Brat by a wide margin, outraising the college professor $5.4 million to $200,000.",huffpost,0,37.82,-10.75
"They say it’s not her fault when Democrats lose at the polls, either.",huffpost,0,37.82,-10.75
The speech was widely considered a public relations disaster.,huffpost,0,37.82,-10.75
"The new policy, which was first shared by Lew in a conference call that included LGBT advocates, holds a bit of political significance.",huffpost,0,37.82,-10.75
"""I think that if I was giving a speech to 45,000 people and someone stood up and heckled in the back, I wouldn't spend three days talking to him.",huffpost,0,37.82,-10.75
Politico also reports that former Senator Norm Coleman could enter the race if Steele decides not to run.,huffpost,0,37.82,-10.75
"And I keep on saying this, the single most important thing they can do to avert that is to stabilize housing prices.""",huffpost,0,37.82,-10.75
"The Federal Election Commission, and Departments of Health and Human Services and Homeland Security, also extended federal benefits to gay couples in states that don’t recognize their marriages.",huffpost,0,37.82,-10.75
"More recently, Grimm was in the news in January after he physically threatened a reporter in the Capitol.",huffpost,0,37.82,-10.75
"I trust in God, but God wants to see us help ourselves by putting people back to work.""",huffpost,0,37.82,-10.75
The move is almost certain to be challenged in court.,huffpost,0,37.82,-10.75
"The report marks the culmination of a controversial process that began in December, when NRA CEO Wayne LaPierre held a press conference the week after the shooting in Newtown, Conn.",huffpost,0,37.82,-10.75
"Now that they have opened the door to reform, it is time for lawmakers to walk through it.""",huffpost,0,37.82,-10.75
At least one GOP insider who had direct contact with Steele told the Washington Post that the chairman would indeed be seeking another term atop the RNC.,huffpost,0,37.82,-10.75
"Cruz vehemently denied the rumors, which rippled through the Washington media establishment on Friday.",huffpost,0,37.82,-10.75
"WASHINGTON — Two days after suddenly halting his own administration’s decision to begin allowing hunters to import elephants killed in two African countries, President Donald Trump called such trophy hunting a “horror show” and said he’s unlikely to change his mind and allow such imports.",huffpost,0,37.82,-10.75
"The clause states that in general, federal law takes precedence over state law.",huffpost,0,37.82,-10.75
"Braley's remarks were released Tuesday by America Rising, a conservative political action committee which conducts opposition research on Democrats.",huffpost,0,37.82,-10.75
"Previously, she had spoken out against the military's former ""don't ask, don't tell"" policy.",huffpost,0,37.82,-10.75
"""Then in the next breath, you say, well, now these supervisors have too much discretion.",huffpost,0,37.82,-10.75
"He wants to makes sure, first and foremost, that the middle class does not have their taxes go up on January 1st.”",huffpost,0,37.82,-10.75
"If the Republicans are being sincere, they would help us pass this long overdue bill to help the first responders whose health and livelihoods have been devastated because of their bravery on 911, rather than continuing to block this much-needed legislation.""",huffpost,0,37.82,-10.75
"""No president would be a tougher negotiator on behalf of American workers, either with our trading partners or Republicans on Capitol Hill, than I would be,"" she said.",huffpost,0,37.82,-10.75
The remarks from the potential presidential candidate prompted Vieira to ask Trump if he had people on the ground in Hawaii searching for proof of the president's citizenship.,huffpost,0,37.82,-10.75
"Boehner’s chief of staff, Mike Sommers, and his policy director, Brett Loper, were also in attendance.",huffpost,0,37.82,-10.75
"From his seat on the Senate Foreign Relations Committee, Rubio has already played a key role in U.S. foreign policy debates, often staking out positions that directly counter President Barack Obama's administration.",huffpost,0,37.82,-10.75
"The White House has fought against the bill for months, to no avail.",huffpost,0,37.82,-10.75
"The court's other two female justices, Elena Kagan and Sonia Sotomayor, and Justice Stephen Breyer also appeared inclined to allow the lawsuit to proceed.",huffpost,0,37.82,-10.75
"“The news from Africa could not have been better for hunters or for anyone who loves or defends hunting culture,” the group wrote.",huffpost,0,37.82,-10.75
"The bill, known as the Justice Against Sponsors of Terrorism Act, prevents Saudi Arabia and other countries with alleged ties to terrorist groups from invoking their legal immunity in U.S. courts.",huffpost,0,37.82,-10.75
"""""We have learned something important since the days that I served in Vietnam,"" Mr. Blumenthal said to the group gathered in Norwalk in March 2008.",huffpost,0,37.82,-10.75
"Elizabeth Lauten, the communications director for Rep. Stephen Fincher (R-Tenn.), wrote that the two teenagers should ""try showing a little class,"" ""dress like you deserve respect, not a spot at a bar,"" and, most of all, ""don't make faces"" at Very Serious public events.",huffpost,1,37.82,-10.75
"The criteria directed the IRS to conduct a more intensive review of applications for tax-exempt status from groups with the name ""tea party"" or ""patriot.""",huffpost,0,37.82,-10.75
Sayoc is a registered Republican and a self-described promoter and booking agent.,huffpost,0,37.82,-10.75
"“I imagined it would be something fun to watch, you know, because evidently it’s partisan politics are put aside, let’s have a softball game, let’s have some fun,” he said.",huffpost,0,37.82,-10.75
"Last week, Trump asserted in a New York Times interview that he had the “absolute right to do what I want to do with the Justice Department.”",huffpost,0,37.82,-10.75
Here's an excerpt from the Times report:,huffpost,0,37.82,-10.75
"President Barack Obama urged lawmakers to move on the transportation funding portion of his jobs bill Wednesday, while simultaneously mocking them for spending time on supposedly less-important undertakings, such as a recent measure to reaffirm ""In God We Trust"" as the national motto.",huffpost,1,37.82,-10.75
"The FWS concluded that Zimbabwe has made strides to improve elephant management and anti-poaching efforts, according to a notice published Friday in the Federal Register.",huffpost,0,37.82,-10.75
Fox tweeted his own recollection in response:,huffpost,0,37.82,-10.75
"What it accomplished among undecided voters, if anything, is hard to tell and will take days to sort out.",huffpost,0,37.82,-10.75
"And I could care less about any of that stuff,"" Christie said.",huffpost,0,37.82,-10.75
One minute this guy is interviewing a member of Congress on camera and the next a video is released with his face blurred out?,huffpost,0,37.82,-10.75
"Yet AARP reassured labor groups that it had not changed its position on Social Security, labor officials told HuffPost.",huffpost,0,37.82,-10.75
"Known for his blunt speaking style, Christie has acknowledged that he can come off brash and confrontational.",huffpost,0,37.82,-10.75
"I'll file cloture on all three of these at the same time.""",huffpost,0,37.82,-10.75
"The tea party group has pulled other legislators to the right on a host of issues, including many related to government spending and debt.",huffpost,0,37.82,-10.75
"RNC Chairman Michael Steele is expected by some to announce that he will not seek a second term as the head of the Republican National Committee, according to multiple reports.",huffpost,0,37.82,-10.75
"The president on Wednesday will nominate Byron Todd Jones, the acting director of the Bureau of Alcohol, Tobacco, Firearms and Explosives, to take over the post permanently.",huffpost,0,37.82,-10.75
But the Weekly Standard editor was not alone.,huffpost,0,37.82,-10.75
Mattis’ resignation letter addressed to Trump indicates his final day in office will be Feb. 28.,huffpost,0,37.82,-10.75
"Boehner also dismissed top Obama campaign strategist David Axelrod's comment on Sunday that House Republicans are under a ""reign of terror"" brought about by the far right of their party.",huffpost,1,37.82,-10.75
A national NBC/WSJ poll released yesterday shows Trump tied for 2nd with Mike Huckabee in the 2012 GOP primary field at 17 percent (Mitt Romney leads the pack at 21 percent).,huffpost,0,37.82,-10.75
"In a Wednesday press conference announcing his opposition to the initial version of the bill, Hutchinson said his son had asked him to veto the legislation.",huffpost,0,37.82,-10.75
"“Truth be told, the richest thing about Donald Trump is his hypocrisy,” Bloomberg said.",huffpost,0,37.82,-10.75
"“Any crisis on our border is of President Trump’s own making: family separations, child detention, turning our backs on asylum seekers, and more.",huffpost,0,37.82,-10.75
"The line was an unscripted addition to a speech in which Bloomberg criticized Democrats, but argued that Trump was a “dangerous demagogue” and a bad businessman who would be a disastrous president.",huffpost,0,37.82,-10.75
"Boehner, meanwhile, told lawmakers earlier Thursday not to make plans for Christmas, signaling that there may not realistically be a final deal until the very end of the month.",huffpost,0,37.82,-10.75
"President Obama has again mistaken America's tolerance for different lifestyles with an endorsement of those lifestyles.""",huffpost,0,37.82,-10.75
"But, you’ve been given a target.",huffpost,0,37.82,-10.75
"In recent months, Obama has privately suggested that Sanders drop out of the race to help Democrats unite around Clinton and prepare for the general election.",huffpost,0,37.82,-10.75
"Now lets just hope she stays out of jail,” a representative for Shields told HuffPost.",huffpost,0,37.82,-10.75
Senate Republicans refused to hold public hearings for Garland and declined to meet with him in private.,huffpost,0,37.82,-10.75
"Several lawmakers have spoken out against the speech, saying it could cause additional strain on international talks over Iran's nuclear plans.",huffpost,0,37.82,-10.75
"During his announcement, Huckabee said that he would ""conquer Jihadism"" and protect Social Security.",huffpost,0,37.82,-10.75
"WASHINGTON -- With presumptive Democratic presidential nominee Hillary Clinton officially reaching the number of delegates required for the nomination, President Barack Obama congratulated her on Tuesday evening, and signaled that the campaign of rival Sen. Bernie Sanders (I-Vt.) might be coming to an end.",huffpost,0,37.82,-10.75
"If this guy pretends that closing the borders to anywhere either for trade [or] for people is going to provide prosperity to the United States, he is completely crazy.""",huffpost,0,37.82,-10.75
"In addition, Democrats are still irritated at Roberts for promising to call only “balls and strikes” in his 2005 confirmation hearing.",huffpost,0,37.82,-10.75
"""It's about some phony ideal, some phony theology. Oh, not a theology based on the Bible. A different theology.""",huffpost,1,37.82,-10.75
"Santorum had said that because of this trend, health insurance providers should not be forced to make the procedures available free of charge.",huffpost,0,37.82,-10.75
I have nothing to do with the National Enquirer and unlike Lyin' Ted Cruz I do not surround myself with political hacks and henchman (sic) and then pretend total innocence.,huffpost,1,37.82,-10.75
"Christie's favorability rating among voters skyrocketed after he made himself visible through interviews, press conferences and tours of storm damage during the disaster.",huffpost,0,37.82,-10.75
Administration officials warn that it would put Americans overseas at legal risk and leave the United States vulnerable to bogus lawsuits ― and hefty bills ― in court systems around the world.,huffpost,0,37.82,-10.75
The amended legislation mirrors the federal RFRA.,huffpost,0,37.82,-10.75
"The FBI said it was processing a cell phone, a computer and a camera recovered from Hodgkinson’s van, which was in the parking lot of a YMCA adjacent to the park.",huffpost,0,37.82,-10.75
"According to the Times, Mary Cheney, who is openly gay and married her partner, Heather Poe, in Washington, DC last year, took to Facebook to rebuke her sister's remarks.",huffpost,0,37.82,-10.75
"""Today, his fellow Missourians urged him to step aside, and I think he should accept their counsel and exit the Senate race.""",huffpost,0,37.82,-10.75
These are two standout changes on a long list of new rules Republicans will institute in the House when they assume the majority on Jan. 5.,huffpost,0,37.82,-10.75
The scholars corrected Mr. Ryan on his use of the Catholic concept of “subsidiarity” as “a rationale gutting government programs.”,huffpost,0,37.82,-10.75
"His endorsement of Perry comes after the candidate was criticized for his immigration platform, which rests on the idea that deportation of all 11 million undocumented immigrants in the country is impractical and unlikely.",huffpost,0,37.82,-10.75
"Cesar Sayoc, 56, of South Florida was taken into custody on Friday, FBI Director Chris Wray confirmed at a press conference.",huffpost,0,37.82,-10.75
"""We in Washington stand for equality,"" he said.",huffpost,0,37.82,-10.75
"According to BuzzFeed, “Cohen then acknowledged those instructions during his interviews with that office.”",huffpost,0,37.82,-10.75
"But senior administration officials on Wednesday said that Michael J. Morell, then the deputy director of the CIA, also wanted that line removed, separately from Nuland.",huffpost,0,37.82,-10.75
Just let’s be sure that our Supreme Court doesn’t get to be one of those agencies that’s captured on any subject.”,huffpost,0,37.82,-10.75
That proposal went nowhere.,huffpost,0,37.82,-10.75
"In the final month of the race, he was helped by the near daily release of internal Democratic Party emails stolen by Russian hackers as well as by FBI Director James Comey’s decision to reopen, briefly, the probe into Clinton’s use of a private email server.",huffpost,0,37.82,-10.75
"""We can confirm that the Christie for Governor re-election campaign and the New Jersey Republican State Committee received subpoenas for documents from the U.S. Attorney's office, in addition to the subpoena the campaign previously received from the state legislative committee,"" said Sheridan.",huffpost,0,37.82,-10.75
"""But they are walking backwards now.""",huffpost,0,37.82,-10.75
"The campaign and the state party intend to cooperate with the U.S. Attorney's office and the state legislative committee and will respond to the subpoenas accordingly.""",huffpost,0,37.82,-10.75
"“I have no idea whether or not the cover story about Ted Cruz in this week's issue of the National Enquirer is true or not, but I had absolutely nothing to do with it, did not know about it, and have not, as yet, read it.",huffpost,0,37.82,-10.75
"The report was prepared by a 12-person task force, called the School Shield Program, led by Hutchinson.",huffpost,0,37.82,-10.75
"But I am talking about his worldview, the way he addresses problems in this country, and they're different than most people view it in America.""",huffpost,0,37.82,-10.75
Please know that these judgmental feelings truly have no place in my heart.,huffpost,0,37.82,-10.75
"Trump noted in his statement that the gunman, Omar Mateen, was ""the son of an immigrant from Afghanistan who openly published his support for the Afghanistani Taliban and even tried to run for President of Afghanistan.""",huffpost,0,37.82,-10.75
Trump promised hundreds of times during his campaign that the wall would cost taxpayers nothing because he would get Mexico to pay for it.,huffpost,1,37.82,-10.75
"We know that on January 1 people's taxes will go up, we know that at the end of this month 2 million people will lose their unemployment insurance.",huffpost,0,37.82,-10.75
It's not the first time Newsweek has faced conservative backlash for a cover.,huffpost,0,37.82,-10.75
"But since taking office, Trump has never asked Mexico for payment.",huffpost,0,37.82,-10.75
"Despite numerous requests over several weeks, the White House has not provided any economic analysis to back up Trump’s claims.",huffpost,0,37.82,-10.75
"Democrats have been pounding LePage, saying that he needs to step down and questioning his mental abilities.",huffpost,0,37.82,-10.75
"After DOMA was overturned, it was reported that the IRS owed Windsor $363,053.",huffpost,0,37.82,-10.75
Trump’s camp wasn’t champing at the bit.,huffpost,1,37.82,-10.75
"“I am afraid that Chairman Ryan’s budget reflects the values of his favorite philosopher Ayn Rand rather than the gospel of Jesus Christ,” said Father Reese.",huffpost,0,37.82,-10.75
"Biden, aware of this, told voters they should be suspicious somebody “who would actually put in motion a plan that … added $6,400 a year more to the cost of Medicare?”",huffpost,0,37.82,-10.75
"Trump also attracted the usual share of public ridicule for his decision to moderate, as well as his pledge to endorse whichever candidate he liked best at the debate.",huffpost,0,37.82,-10.75
Christie has also faced criticism for reversinghis position recently on Common Core education standards.,huffpost,0,37.82,-10.75
"Rep. Bob Etheridge (D-N.C.) appeared unreceptive to the question of an anonymous reporter this weekend, when he grabbed the self-identified “student” after he asked the congressman if he “fully supported the Obama agenda.”",huffpost,0,37.82,-10.75
"“Throughout my many years of service to the people of North Carolina, I have always tried to treat people from all viewpoints with respect.",huffpost,0,37.82,-10.75
"A white lawmaker said he also heard the epithets, but conservative activists said the lawmakers were lying.",huffpost,0,37.82,-10.75
"The vote broke down on party lines, with Republicans in hardened opposition.",huffpost,1,37.82,-10.75
The Senate committee responded with two additional subpoenas on Tuesday targeting Flynn’s businesses.,huffpost,0,37.82,-10.75
WASHINGTON ― The White House relayed President Donald Trump’s response late Thursday to bombshell allegations that Alabama GOP Senate nominee Roy Moore sexually molested a 14-year-old girl in 1979.,huffpost,1,37.82,-10.75
"""He entered office believing America was too hard on our adversaries, too engaged in too many places, and that if we just took a step back and did some more 'nation building at home' -- ceding leadership to other countries -- America would be better liked and the world better off.""",huffpost,0,37.82,-10.75
The Justice Department’s Community Relations Service had arranged for the gatherings.,huffpost,0,37.82,-10.75
Pelosi did not agree with Ryan’s assessment in a Monday interview with The Huffington Post.,huffpost,0,37.82,-10.75
"Zachary Barth, a staffer for Rep. Roger Williams (R-Texas), was shot in the leg.",huffpost,0,37.82,-10.75
"But from the start, the evidence on the scene in Benghazi was more complex.",huffpost,0,37.82,-10.75
"“For the country, it could be four years.",huffpost,0,37.82,-10.75
"""I'm not ashamed to admit I'm a Christian,"" says Perry.",huffpost,0,37.82,-10.75
"Rep. Ed Royce (R-Calif.), chairman of the House Foreign Affairs Committee, was among the many people who called on Trump to abandon his trophy hunting decision.",huffpost,0,37.82,-10.75
"""We're talking about getting a foot in the door,"" Ginsburg said, a standard she called not hard to meet.",huffpost,0,37.82,-10.75
"McConnell is perhaps the nation’s biggest opponent of campaign finance reforms, and the Republican Party has enacted measures across the country in the last decade to restrict voter access.",huffpost,0,37.82,-10.75
Leaked emails published by The New York Times show Trump Jr. arranged the meeting at Trump Tower in New York.,huffpost,0,37.82,-10.75
"""There's a reason these programs are classified.""",huffpost,0,37.82,-10.75
"""And he gave me permission to make that reference, and it shows that families -- and there's a generational difference of opinion on these issues.""",huffpost,0,37.82,-10.75
Rep. David Cicilline (D-R.I.) tweeted to Trump: “Don’t hand another dictator a propaganda victory.”,huffpost,0,37.82,-10.75
"Arkansas Gov. Asa Hutchinson (R) signed a revised version of the state's Religious Freedom Reformation Act on Thursday, one day after refusing to sign an earlier version of the bill over concerns about discrimination against lesbian, gay, bisexual and transgender individuals.",huffpost,0,37.82,-10.75
"Ryan smiled, and continued to work through a data-filled argument, mentioning the $831 billion stimulus, an 8 percent unemployment rate for 43 months, the 1.3 percent growth rate of the economy, the $90 billion for green energy programs in the stimulus, and the 12 million jobs he and Romney say their economic program would create.",huffpost,0,37.82,-10.75
Indiana’s new law contains no reference to sexual orientation.,huffpost,0,37.82,-10.75
"We do not support this legislation.""",huffpost,0,37.82,-10.75
"The 10-year-old lawsuit, argued in lively exchanges at the court Tuesday, claims that Wal-Mart Stores Inc., the world's largest employer, favors men over women in pay and promotions.",huffpost,0,37.82,-10.75
"WASHINGTON – Five hundred and eighty-four days after descending his Trump Tower escalator to announce his candidacy, Donald J. Trump took the oath of office Friday to become the 45th president of the United States.",huffpost,0,37.82,-10.75
"He said there would be ""no daylight"" between him and Kerry on policy.",huffpost,0,37.82,-10.75
"God bless you, God bless Texas, God bless America.”",huffpost,0,37.82,-10.75
Farenthold’s resignation took effect Friday at 5 p.m. Eastern time.,huffpost,0,37.82,-10.75
"""I reacted to an article and quickly judged the two young ladies in a way that I would never have wanted to be judged myself as a teenager,"" she said.",huffpost,0,37.82,-10.75
But little is known about these “students.”,huffpost,1,37.82,-10.75
"In a statement released Tuesday, he decried the Obama administration’s decision to use foreign aid to promote rights for gays and lesbians abroad.",huffpost,0,37.82,-10.75
"The House voted later on Wednesday to override the veto, causing the bill to become law.",huffpost,0,37.82,-10.75
Mattis joins a growing list of high-profile departures from the administration.,huffpost,0,37.82,-10.75
Weiner was a Twitter follower of the female college student who received the photo.,huffpost,0,37.82,-10.75
Perry has recently stepped up his attacks on Obama for cultural issues.,huffpost,0,37.82,-10.75
"WASHINGTON ― In recent years, the opposing party approached Supreme Court nomination hearings by honing in on the nominee’s character and temperament or on one particular case that could possibly derail the nominee.",huffpost,0,37.82,-10.75
“This decision should be deeply troubling to all Americans.,huffpost,0,37.82,-10.75
"Sayoc has been charged with five federal crimes ― interstate transportation of an explosive, illegal mailing of explosives, making threats against former presidents and certain other persons, threatening interstate communications, and assaulting current and former federal officers ― the Department of Justice said.",huffpost,0,37.82,-10.75
"""Investing tax dollars promoting a lifestyle many Americas of faith find so deeply objectionable is wrong.",huffpost,0,37.82,-10.75
"The announcement prompted a flurry of responses, from Democrats praising his statements to Republicans decrying them.",huffpost,0,37.82,-10.75
"It would also stem the use of military-style weapons -- the White House says its proposal would improve on the 1994 Assault Weapons Ban, which was riddled with loopholes -- and give schools and communities resources to address violence when it occurs.",huffpost,0,37.82,-10.75
"The president's full-throated defense of the programs, albeit with the qualification that he welcomes debate, is unlikely to quell the outrage over the revelations.",huffpost,0,37.82,-10.75
"""He just let us speak, basically.",huffpost,0,37.82,-10.75
"A day after Trump’s suspension, the Safari Club sent out a “call to arms,” encouraging hunters to contact Trump and Zinke and “tell them how much you appreciate the efforts of the Fish & Wildlife Service to remove barriers to sustainable use conservation for African wildlife.”",huffpost,0,37.82,-10.75
"According to the Washington Post, Seddique Mateen expressed gratitude toward the Afghan Taliban in videos posted online.",huffpost,0,37.82,-10.75
"The states of Nebraska and Oklahoma filed a federal lawsuit in the U.S. Supreme Court Thursday, claiming that Colorado's legalization of recreational marijuana is unconstitutional under federal law.",huffpost,0,37.82,-10.75
"WASHINGTON—Joining a chorus of Catholic bishops , theologians, priests, and social justice leaders, nearly 90 Georgetown University faculty and administrators have called Representative Paul Ryan (R-Wisc.) to task for his misuse of Catholic social teaching in defending his budget, which hurts the poor.",huffpost,1,37.82,-10.75
"They have criticized Nuland for requesting to remove a line from the final draft noting that there had been ""at least five other attacks against foreign interests in Benghazi by unidentified assailants.""",huffpost,0,37.82,-10.75
"Last year, the Clintons paid an effective federal tax rate of 35.7 percent and donated over 10 percent of their income to charity.",huffpost,0,37.82,-10.75
"Senate Majority Leader Mitch McConnell (R-Ky.) announced Thursday on the Senate floor that Trump planned to sign the bill and declare a national emergency at the same time, adding that he supported the decision.",huffpost,0,37.82,-10.75
"""I attribute [the win] to God... God acted through the people on my behalf.""",huffpost,0,37.82,-10.75
"Trump appeared to respond to Tlaib over Twitter Friday morning, writing: “They only want to impeach me because they know they can’t win in 2020, too much success!”",huffpost,0,37.82,-10.75
"""I'm saying that local communities and parents should be the ones in control over public education, certainly not the federal government, and I think the state governments have not done a particularly good job in public education, either,"" Santorum said.",huffpost,0,37.82,-10.75
"“I don’t think there’s a big wave right now,” Hunter said, referring to a wave of Democratic gains.",huffpost,0,37.82,-10.75
"UPDATE - May 30, 5:20 p.m.: Hours after Kathy Griffin’s photo shoot with a fake bloody Donald Trump head made the internet rounds, the official Twitter account for the U.S. Secret Service has issued a statement.",huffpost,0,37.82,-10.75
"No one I have ever talked to.""",huffpost,0,37.82,-10.75
“I think you will probably be rewarded mightily by our press.”,huffpost,0,37.82,-10.75
"He would make it harder for small businesses to compete, do great damage to our economy, threaten the retirement savings of millions of Americans, lead to greater debt and more unemployment, erode our influence around the world and make our communities less safe.”",huffpost,0,37.82,-10.75
"When asked about the looming sequester, he said the ""best-case scenario"" was a ""balanced approach"" of spending cuts and tax increases.",huffpost,0,37.82,-10.75
"During multiple committee hearings and floor debate, GOP representatives castigated the bill as a federal power grab designed to help Democrats win elections by allowing increased voting access and nonpartisan gerrymandering.",huffpost,0,37.82,-10.75
"""Colorado has undermined the United States Constitution, and I hope the U.S. Supreme Court will uphold our constitutional principles.""",huffpost,0,37.82,-10.75
