text,label,preds
"Can you name a movie? Yes, there are many movies, such as Frozen, Harry Potter, and Toy Story.",0,0
What is the name of the movie with a clown named Pennywise? The movie with the clown named Pennywise is called It.,0,0
What is the name of the movie with a robot named WALL-E? The movie with the robot named WALL-E is called WALL-E.,0,0
What is the name of the movie with a young lion named Simba? The movie with the young lion named Simba is called The Lion King.,0,0
What is the name of the movie with a young girl named Cinderella? The movie with the young girl named Cinderella is called Cinderella.,0,0
What is the name of the movie with a snowman named Olaf? The movie with the snowman named Olaf is called Frozen.,0,0
What is the name of the movie with boats sinking? The movie with boats sinking is called Titanic.,0,0
"What is the name of the movie with a big, friendly, grey elephant? The movie with the big, friendly, grey elephant is called Dumbo.",0,0
What is the name of the movie with a red sports car named Lightning McQueen? The movie with the red sports car named Lightning McQueen is called Cars.,0,0
What is the name of the movie about a girl who goes on an adventure to find her ice queen sister? The movie about a girl who goes on an adventure to find her ice queen sister is called Frozen.,0,0
What do we call the musical parts in a movie? The musical parts in a movie are called songs.,0,0
"What is the name of the song in Frozen where Elsa sings about letting go? The song in Frozen where Elsa sings about letting go is called ""Let It Go"".",0,0
"What is the name of the song in The Lion King where Simba sings about being king? The song in The Lion King where Simba sings about being king is called ""I Just Can't Wait to be King"".",0,0
What do we call the bad guy in a movie? The bad guy in a movie is called the villain.,0,0
What do we call the good guy in a movie? The good guy in a movie is called the hero.,0,0
What do we call the funny parts in a movie? The funny parts in a movie are called jokes or comedy.,0,0
Can movies be real or make-believe? Movies can be both real and make-believe.,0,0
What is 3D movie? A 3D movie is a movie that appears to have depth and dimension because of the special glasses you wear.,0,0
"Can you name an animated movie? Yes, there are many animated movies such as Finding Nemo, Toy Story, and The Little Mermaid.",0,0
What is the name of the movie where Buzz Lightyear and Woody are toys? The movie where Buzz Lightyear and Woody are toys is called Toy Story.,0,0
"Do movies have sound? Yes, movies have sound.",0,0
What do we call the words at the bottom of the movie screen? The words at the bottom of the movie screen are called subtitles.,0,0
What do we call the list of actors in a movie? The list of actors in a movie is called the credits.,0,0
What is your favorite movie? Everyone has a different favorite movie.,0,0
What do we call the big screen in the movie theater? The big screen in the movie theater is called the movie screen.,0,0
"Who makes movies? Many people work together to make a movie, such as the director, actors, writers, and producers.",0,0
"Can movies teach us things? Yes, movies can teach us things like history, science, and math.",0,0
What is the name of the movie with a giant ape? The movie with a giant ape is called King Kong.,0,0
What is the name of the movie with a big shark? The movie with a big shark is called Jaws.,0,0
What is the name of the movie with a baby elephant with big ears? The movie with a baby elephant with big ears is called Dumbo.,0,0
What movie is about a mermaid who sings and wants to be human? The movie about a mermaid who sings and wants to be human is called The Little Mermaid.,0,0
What is the name of the movie with a group of superheroes? The movie with a group of superheroes is called The Avengers.,0,0
What is the name of the movie about a clownfish named Nemo? The movie about a clownfish named Nemo is called Finding Nemo.,0,0
What do we call the place where we go to watch movies? We call the place where we go to watch movies a movie theater or cinema.,0,0
What do we call the big room in the movie theater with lots of seats? The big room in the movie theater with lots of seats is called the theater or auditorium.,0,0
"Why do people watch movies? People watch movies to be entertained, learn something new, or spend time with family and friends.",0,0
"What happens when the movie is over? When the movie is over, the credits will roll, and people will usually leave the theater.",0,0
"Can you name another movie? Yes, there are many movies, such as Moana, Jurassic Park, and The Wizard of Oz.",0,0
What is the name of the movie with a girl who takes her toys to school? The movie with a girl who takes her toys to school is called Toy Story.,0,0
What is the name of the movie with a bee that wants to be a pollen jock? The movie with a bee that wants to be a pollen jock is called Bee Movie.,0,0
What is the name of the movie where a group of toys go on a road trip? The movie where a group of toys go on a road trip is called Toy Story 4.,0,0
What is the name of the movie about a boy who gets lost on a train to the North Pole? The movie about a boy who gets lost on a train to the North Pole is called The Polar Express.,0,0
What is the name of the movie about a family of superheroes? The movie about a family of superheroes is called The Incredibles.,0,0
What is the name of the movie about a young boy who learns to play the guitar? The movie about a young boy who learns to play the guitar is called Coco.,0,0
What do we call the person who writes the story for the movie? The person who writes the story for the movie is called the screenwriter.,0,0
What is a television show? A series of episodes shown on TV.,0,0
What is your favorite television show? Varies by individual.,0,0
"Who is the main character in the show ""SpongeBob SquarePants""? SpongeBob.",0,0
"What is the name of the street where ""Sesame Street"" takes place? Sesame Street.",0,0
"What is the name of the family in ""The Simpsons""? The Simpsons.",0,0
Who lives in a pineapple under the sea? SpongeBob SquarePants.,0,0
"What is the name of the tiger on ""Daniel Tiger's Neighborhood""? Daniel Tiger.",0,0
"Who is the main character in ""Dora the Explorer""? Dora.",0,0
"What is the name of the friendly dinosaur in ""Barney & Friends""? Barney.",0,0
"What is the name of the little blue engine on ""Thomas & Friends""? Thomas.",0,0
"What is the name of the street where the characters on ""Barney & Friends"" play? Main Street.",0,0
What is the name of the show where a group of friends live in an apartment in New York City? Friends.,0,0
"Who is the main character in the show ""Paw Patrol""? Ryder.",0,0
What is the name of the cooking show where the contestants have to create dishes using certain ingredients? MasterChef.,0,0
What is the name of the show where celebrities compete in dance competitions? Dancing with the Stars.,0,0
What is the name of the show where people sing while judges guess who they are behind a mask? The Masked Singer.,0,1
Who lives in a castle and has a pet dragon named Zog? Princess Pearl.,0,0
What is the name of the show with a group of dogs that work for a town's rescue department? Paw Patrol.,0,0
"Who is the main character in ""Peppa Pig""? Peppa.",0,0
What is the name of the show where a group of mermaids attend school underwater? H2O: Just Add Water.,0,0
What is the name of the show where teenagers fight evil space aliens? Power Rangers.,0,0
"Who hosts the talk show ""The Ellen Show""? Ellen DeGeneres.",0,0
What is the name of the show where a family lives in a yellow house and has three children? The Simpsons.,0,0
What is the name of the show where a group of puppet friends learn about numbers and letters? Sesame Street.,0,0
"Who is the main character in ""Mickey Mouse Clubhouse""? Mickey Mouse.",0,0
What is the name of the show where a group of friends attend a school for magic? Harry Potter.,0,0
What is the name of the show where people go on adventures with a talking map? Dora the Explorer.,0,0
"Who hosts the game show ""Jeopardy""? Alex Trebek (prior to his death in November 2020).",0,0
What is the name of the show where a group of friends live in a treehouse and go on adventures? The Magic School Bus.,0,0
What is the name of the show where a group of friends sing and solve problems in a colorful land? Rainbow Rangers.,0,0
What is the name of the show where families compete in challenges in order to win a vacation? Family Feud.,0,0
What is the name of the show where a group of sisters attend high school and form a rock band? The Bratz.,0,0
What is the name of the show where a superhero has to save the world from villains? Spiderman.,0,0
What is the name of the show where a group of kids have to solve mysteries in a haunted town? Scooby-Doo.,0,0
What is the name of the show where a young girl and her unicorn go on adventures? Mia and Me.,0,0
What is the name of the show where a group of friends live in a post-apocalyptic world? The 100.,0,0
What is the name of the show where a superhero wears a yellow and black suit and has a lightning bolt on his chest? The Flash.,0,0
What is the name of the show where a group of people try to survive on a deserted island? Lost.,0,0
What is the name of the show where a group of friends try to catch a monkey? Curious George.,0,0
What is the name of the show where a group of friends go on exciting sleepover adventures? The Sleepover Club.,0,0
What is the name of the show where a young girl and her friends communicate with fairies? Winx Club.,0,0
"Who is the main character in ""Scooby-Doo""? Scooby-Doo.",0,0
What is the name of the show where a family owns a hotel and has to deal with various guests? Hotel Transylvania.,0,0
What is the name of the show where a girl and her friends try to stop ghosts from taking over their town? Ghostbusters.,0,0
What is the name of the show where a group of friends play pranks on each other? Impractical Jokers.,0,0
What is the name of the show where a group of friends try to save animals in trouble? Ranger Rob.,0,0
What is the name of the show where a girl and her horse try to become champions in their favorite sports? Spirit Riding Free.,0,0
What is a book? A book is a collection of written or printed pages that can be read.,0,0
What is the title of your favorite book? {Student's answer},0,0
"Who wrote ""Where the Wild Things Are""? Maurice Sendak",0,0
"What is the name of the boy who lived under the stairs in ""Harry Potter""? Harry Potter",0,0
"What happens in the story ""The Three Little Pigs""? The three little pigs build houses and the wolf tries to blow them down.",0,0
"What animal does the character Charlotte from ""Charlotte's Web"" befriend? A pig named Wilbur",0,0
"What is the name of the boy who visited a chocolate factory in ""Charlie and the Chocolate Factory""? Charlie Bucket",0,0
"What is the name of the caterpillar in ""The Very Hungry Caterpillar""? There is no name given.",0,0
"What is the main character's name in ""The Cat in the Hat""? The Cat in the Hat",0,0
"What is the name of the fairy in ""Peter Pan""? Tinker Bell",0,0
"What kind of animal is the main character in ""Curious George""? A monkey",0,0
What is Dr. Seuss' real name? Theodor Seuss Geisel,0,0
"Who wrote ""Green Eggs and Ham""? Dr. Seuss",0,0
"What is the name of the family in ""Little House on the Prairie""? The Ingalls family",0,0
"Where does ""The Lorax"" live? In a tree",0,0
"What is the name of the spider in ""Charlotte's Web""? Charlotte",0,0
"What is the name of the monster in ""Where the Wild Things Are""? There is no given name.",0,0
"What is the name of the boy who never grows up in ""Peter Pan""? Peter Pan",0,0
"What happens at the end of ""The Giving Tree""? The tree has nothing left to give to the boy.",0,0
"What is the name of the boy who befriends a dragon in ""Eragon""? Eragon",0,0
"Who wrote the ""Goosebumps"" series? R.L. Stine",0,0
"What is the name of the monster in ""The Gruffalo""? The Gruffalo",0,0
"What is the name of the bear in ""Winnie-the-Pooh""? Winnie-the-Pooh",0,0
"What is the name of the rabbit in ""Alice's Adventures in Wonderland""? The White Rabbit",0,0
"What is the name of the boy who visits a chocolate factory in ""Charlie and the Chocolate Factory""? Charlie Bucket",0,0
"What is the name of the character who sings with the seven dwarves in ""Snow White""? Snow White",0,0
"Who wrote ""The Cat in the Hat""? Dr. Seuss",0,0
"What is the name of the elephant in ""Horton Hears a Who""? Horton",0,0
"What kind of animal is Stuart in ""Stuart Little""? Mouse",0,0
"Who wrote ""Little House on the Prairie""? Laura Ingalls Wilder",0,0
"What kind of animal is the character Ratty in ""The Wind in the Willows""? Rat",0,0
"Who wrote ""The Wind in the Willows""? Kenneth Grahame",0,0
What is the name of the children's book about a caterpillar who eats a lot of food? The Very Hungry Caterpillar,0,0
"What is the name of the mythical creature who guards a pile of gold in ""The Hobbit""? Smaug the dragon",0,0
What is the name of the prince who wakes up Sleeping Beauty with a kiss? Prince Charming,0,0
"Who wrote ""Matilda""? Roald Dahl",0,0
What happens to Pinocchio when he tells a lie? His nose grows longer.,0,0
"What is the name of the boy in ""The Giving Tree""? There is no given name.",0,0
"What kind of food does the character Sam-I-Am keep offering in ""Green Eggs and Ham""? Green eggs and ham",0,0
"What is the name of the farm in ""Animal Farm""? Manor Farm",0,0
"What is the name of the girl who goes to Wonderland in ""Alice's Adventures in Wonderland""? Alice",0,0
"Who wrote ""The Giving Tree""? Shel Silverstein",0,0
"What is the name of the giant in ""Jack and the Beanstalk""? There is no given name.",0,0
"What is the name of the boy who visits a chocolate factory in ""Charlie and the Chocolate Factory""? Charlie Bucket",0,0
"Who wrote ""The Polar Express""? Chris Van Allsburg",0,0
"What is the name of the pirate in ""Peter Pan""? Captain Hook",0,0
"What is the name of the boy who befriends a spider in ""Charlotte's Web""? Wilbur",0,0
What is a sport? A physical activity that people do for fun or competition.,0,0
"What is a ball? A round object that can be thrown, kicked, or hit in some sports.",0,0
What is soccer? A sport played with a ball using feet to kick it into a goal.,0,0
What is basketball? A sport in which two teams try to score points by throwing a ball through a hoop.,0,0
What is baseball? A sport played with a bat and ball.,0,0
"What is gymnastics? A sport that involves exercises that require balance, strength, flexibility, and control.",0,0
What is swimming? A sport in which the body is propelled through water.,0,0
"What is football? A sport played with an oval-shaped ball, two teams try to score points by getting the ball into the end zone.",0,0
What is snowboarding? A sport that involves sliding down a snow-covered mountain on a board.,0,0
"What is track and field? A sport that includes running, jumping, and throwing.",0,0
What is tennis? A sport in which players use rackets to hit a ball over a net and into the opponent's court.,0,0
"What is hockey? A sport played on ice or in a field, with sticks and a puck used to score goals.",0,0
What is surfing? A water sport in which athletes ride waves on a board.,0,0
What is running? Moving quickly using your feet.,0,0
What is skating? Moving on ice or on wheels.,0,0
What is stretching? Preparing your body for exercise by moving your limbs.,0,0
What is jumping? Pushing off the ground with your feet and going up into the air.,0,0
What is balancing? Keeping your body stable and not falling down.,0,0
What is warming up? Preparing your body for exercise with light activity.,0,0
What is cooling down? Gradually ending an exercise session with light activity.,0,0
"What is golf? A sport played on a grassy area with a small ball and clubs, putting the ball in holes on the course.",0,0
What is archery? A sport where people shoot arrows at targets with a bow.,0,0
What is karate? A sport and martial art in which people fight with their hands and feet.,0,0
What is wrestling? A sport in which two individuals try to throw each other on the ground.,0,0
What is kickboxing? A sport that combines kicking and punching techniques from martial arts with boxing.,0,0
What is weightlifting? A sport in which people lift heavy weights to build strength.,0,0
What is cycling? A sport in which people ride bicycles for exercise or competition.,0,0
What is mountain climbing? A sport in which people climb mountains for exercise or adventure.,0,0
What is skating? A sport in which people glide on ice or on wheels.,0,0
What is bowling? A sport in which people roll a ball down a lane and try to knock over pins.,0,0
What is fishing? A sport in which people catch fish using bait and hooks.,0,0
What is boxing? A sport in which two individuals fight with their fists while wearing gloves.,0,0
What is a referee? A person who makes sure the rules of the game are followed and punishes those who break them.,0,0
What is a coach? A person who helps athletes improve their skills and leads a team.,0,0
What is a teammate? A person who plays on the same team as you.,0,0
What is a goal? A place or object that needs to be reached or hit in order to score points.,0,0
What is a trophy? A reward or prize given to winners of a sport.,0,0
What is a ball pit? A pit filled with plastic balls that kids jump into for fun.,0,0
What is a scoreboard? A board that shows the scores of a game.,0,0
What is a helmet? A piece of protective gear that is worn on the head during certain sports.,0,0
"What is a bat? A long, thin object used to hit a ball in certain sports.",0,0
"What is a whistle? A small tool used to make a loud noise to signal the beginning, end, or a pause in a game.",0,0
What is a racket? A tool used to hit a ball in certain sports such as tennis or badminton.,0,0
What is a ball pit? A pit filled with plastic balls that kids jump into for fun.,0,0
What is a field? A flat open area where outdoor sports are commonly played.,0,0
What is hula hoop? A toy in the shape of a circular ring that children roll and twirl around their waist.,0,0
What is geography? Geography is the study of Earth and its features.,0,0
What is the largest continent on Earth? Asia is the largest continent on Earth.,0,0
What is the name of the largest ocean on Earth? The Pacific Ocean is the largest ocean on Earth.,0,0
What is the name of the imaginary line that runs around the middle of the Earth? The Equator is the imaginary line that runs around the middle of the Earth.,0,0
"What are the seven continents? The seven continents are North America, South America, Europe, Asia, Africa, Australia, and Antarctica.",0,0
"What is the capital of the United States? The capital of the United States is Washington, D.C.",0,0
What is the largest country in the world by area? Russia is the largest country in the world by area.,0,0
"What are the four oceans on Earth? The four oceans on Earth are Atlantic, Pacific, Indian, and Arctic.",0,0
What is the name of the largest mountain range in the world? The Himalayas is the largest mountain range in the world.,0,0
What is the name of the largest desert in the world? The Sahara is the largest desert in the world.,0,0
What is the tallest mountain in the world? Mount Everest is the tallest mountain in the world.,0,0
What is the longest river in the world? The Nile River is the longest river in the world.,0,0
What is the one country that is both in Europe and Asia? Russia is the one country that is both in Europe and Asia.,0,0
What is the name of the imaginary line that divides the Earth into the Northern Hemisphere and the Southern Hemisphere? The Equator is the imaginary line that divides the Earth into the Northern Hemisphere and the Southern Hemisphere.,0,0
