text,source_party,source_name,label,sentence_id,source,reliability,bias
The Post (1/21/22) even ran an article that misleadingly suggested the US had ceased to be a major factor in the war: The United States once strongly backed the Saudi-led coalition.,Lean Left,fair,1,f348d159-9ec6-4450-bdc3-4c0858264353,fair,32.6,-19.36
"The ultimate value of everything here to everyone involved, in terms of their mental health, is of course never in doubt.",Lean Left,the-guardian,1,d5ff9437-022c-417c-bd48-0dd80bf616f0,the-guardian,40.67,-7.97
"Exploring the crumbling palace, as Neil hollered for Tim to join him on the roof - the highest in the medina, offering mountain-bound views of the Red City - Tim stumbled upon something astonishing.",Lean Left,the-independent,0,5673a4fc-0603-473a-8a93-aa430cce34f9,the-independent,38.37,-6.99
"Client also represents, warrants and covenants that the Client Trademarks (defined in Section 23) and all website links (including privacy policies and terms of use) that Client requests that the Union-Tribune include on a website or a distribution platform or in other Services or Content developed under this Agreement, including, but not limited to, existing URL, name, contact email address, street address and telephone number furnished by Client, are accurate and complete, and comply with all applicable laws, rules, and regulations.",Lean Left,san-diego-uniontribune,0,1d9dc2e9-f237-4d97-9f5a-fa0260340818,san-diego-uniontribune,45.68,-1.76
Victim blaming is an easy route and requires zero levels of critical thinking.,Lean Left,the-root,1,4af8f853-1c64-40b8-a24b-5a63dc2faeaf,the-root,26.43,-18.51
"Traditional on the outside and eclectic on the inside, this good looker from the team behind The Lucky Onion is a (really big) home away from home.",Lean Left,the-independent,0,d14d3db7-8254-4e9b-a99c-f9a71a759a85,the-independent,38.37,-6.99
"The damage, however, did not stop with the customers who had their accounts accessed.",Lean Left,the-verge,0,4b9fb520-7c9e-4521-8844-855c1cbd01cc,the-verge,39.43,-4.75
"However, if you’re simply looking for a budget-friendly instant camera, it’s not worth purchasing over Fujifilm’s Instax Mini 12.",Lean Left,the-verge,0,349b3bfb-8d32-41f6-bf23-566a1b188a80,the-verge,39.43,-4.75
"For someone with such a reputation for attention to detail, it can only be concluded that he has not read the judgment in full.",Lean Left,the-independent,1,b1a6299d-8d96-4005-be6e-b824b78cc0ca,the-independent,38.37,-6.99
"He was talking about Josh’s showstopper, but he could well have been summarising this year’s finale.",Lean Left,the-independent,0,38f5bf1b-a168-4e1a-b74d-c5f219ea1a5e,the-independent,38.37,-6.99
"Kevin McCarthy Hit With Brutal, Since-Removed Community Note On X After Resigning: ‘He Just Quit’",Lean Left,mediaite,1,bbd9a83b-1e0e-49a8-85c4-bffd3254a6b2,mediaite,37.25,-8.64
"The orchard walls are high and hard to climb, and the place death, considering who thou art, if any of my kinsmen find thee here.",Lean Left,vanity-fair,0,8ffd0b99-d69d-4430-9153-1235d54794ca,vanity-fair,33.19,-13.87
"These rival regional cultures settled mutually exclusive strips of much of the continent, laying down cultural norms and attitudes toward authority, honor, diversity, liberty, identity, and belonging.",Lean Left,washington-monthly,0,3cac87f5-51d1-4705-bb98-dd52c988ce71,washington-monthly,35.78,-12.08
"The Hoosiers once again went on a hot shooting streak and made 6-of-8 field goals, the last of which was a slashing layup by Kaleb Banks right past Williams to put IU up 28-21, its largest lead of the first half.",Lean Left,detroit-free-press,0,e40bcac0-3973-4c58-9b7e-32c5f5374ec7,detroit-free-press,43.46,-5.43
It is not always comfortable to be the object of so much attention.,Lean Left,abc-news,0,686defdc-a8c0-45c0-beaa-d7142be15f19,abc-news,45.25,-2.91
Kylie Jenner arrived at January’s Schiaparelli couture in a lion’s head.,Lean Left,the-guardian,0,4fe0610f-0f12-4d01-9e10-738484cc5918,the-guardian,40.67,-7.97
"Apple didn’t make any external design changes, but the 24-inch iMac remains as stunning as it was when it debuted over two years ago.",Lean Left,the-verge,0,4a100776-86a1-4c98-b06e-b16cb42919f6,the-verge,39.43,-4.75
"The smallest, found exclusively in plants, are tiny rings of RNA called viroids, just a few hundred genetic letters long.",Lean Left,the-economist,0,df913aca-3f35-460b-83e3-038ba7535ca4,the-economist,42.4,-1.43
"We are then able to flag it to a browser vendor way ahead of time, tell them that issue has occurred, show them the reproducible steps, and help them patch the issue.",Lean Left,the-verge,0,3461572a-26c1-4819-9459-6749c38328a4,the-verge,39.43,-4.75
Please try again later {{ /verifyErrors }} Some of British sport’s biggest stars are in contention to be named BBC Sports Personality of the Year 2023.,Lean Left,the-independent,0,7544c673-1632-4a37-9d86-86c901eb0be2,the-independent,38.37,-6.99
"It’s not knock-your-socks-off faster, but if your job depends on your compiling and exporting being super hella fast, it’s not like there’s no difference.",Lean Left,the-verge,1,bd233e21-1c80-4333-9375-d159e745cdb5,the-verge,39.43,-4.75
"In Nigeria the efforts of Nnamdi Kanu, a separatist, to resuscitate the dream of an independent Biafra rely on charisma, populism, disregard for the truth and violence.",Lean Left,the-economist,1,3fe3e330-6a8e-4ae2-843d-82cf38a28d43,the-economist,42.4,-1.43
"Kenwright was all or nothing, and this, even at the cost of his health - chubby-faced, sallow-complexioned, he often looked exhausted - was the secret of his impish charm, and his considerable success.",Lean Left,the-guardian,0,64ea3fe4-eab1-4def-8179-863e94b9d320,the-guardian,40.67,-7.97
"President Joe Biden believes in massive doses of industrial policy, rules to boost goods made in America and support for organised labour.",Lean Left,the-economist,1,680e1126-ed92-4f60-8658-ba5635119c70,the-economist,42.4,-1.43
"Called Senate Bill 43, the new law, set to take effect Jan. 1, will be the subject of a county hearing Tuesday at which supervisors will debate delaying its implementation for one year.",Lean Left,san-diego-uniontribune,0,8009c45c-d861-4b4b-8ee1-1ed7f3064da4,san-diego-uniontribune,45.68,-1.76
"His defeat in the school board election, where he campaigned against the inclusion of LGBTQ+ content in educational settings, reflects the ongoing cultural and political tensions in the region.",Lean Left,the-advocate,1,3153d8d6-ce04-4658-b466-af1166dbec51,the-advocate,45.85,-4.0
"In the more explicitly repressive context of Mr Xi’s rule, Hong Kong came to be seen ever less as an engine of growth and ever more as a site of subversion.",Lean Left,the-economist,1,e779719b-3505-4e28-b2d0-5deaf44a1c33,the-economist,42.4,-1.43
ITV Studios Execs on the Rise of Streamers: ‘This Is a Time of Chaos and Opportunity’,Lean Left,variety,0,e3140028-35d9-4fa3-be0f-34691c3499eb,variety,41.29,-3.85
"Mr Zaluzhny is, say some reports, currently named only as a witness to the probe; but that may change into something more serious.",Lean Left,the-economist,1,8e09f4f5-cc56-4f33-bf2b-c70cbcf6dbf3,the-economist,42.4,-1.43
"Faster, more powerful computing requires more transistors because each transistor holds information in only two states: zero or one.",Lean Left,cbs-news,0,764c6181-c75d-4b7f-8d1b-279cec0dbcab,cbs-news,41.76,-2.84
Shirley Mooney remembered a grubby mattress on the floor where a man who repaired dentures for a living was rumored to have slept.,Lean Left,chicago-suntimes,0,19539832-328d-4b76-a22b-11df413cee23,chicago-suntimes,45.44,-4.35
"The broadcaster and environmental campaigner has applied for a judicial review of the government’s decision to ditch the timetable for phasing out petrol and diesel powered cars and vans, gas boilers, off-grid fossil fuel domestic heating and minimum energy ratings for homes.",Lean Left,the-guardian,0,f7802017-32d8-405e-8a5c-4b3c31f3fa70,the-guardian,40.67,-7.97
"In 2003, two linguists at the University of Helsinki, Terttu Nevalainen and Helena Raumolin-Brunberg, published a study of 6,000 letters written between 1417 and 1681.",Lean Left,the-guardian,0,b42fced1-1c9e-4a97-8e43-ae480076c08f,the-guardian,40.67,-7.97
An obvious explanation is that their admiration for the Israeli state makes a little hypocrisy necessary.,Lean Left,the-conversation,1,a0e64d4b-2128-45c5-a391-f5992048d266,the-conversation,40.75,-4.86
The idea that Hamas can be eradicated by military force is also misguided.,Lean Left,the-economist,1,17661071-17bb-4cd5-813f-384f7daa0939,the-economist,42.4,-1.43
"When lawsuits started piling up, the Sacklers drained about $11bn in profits out of the company, with around half going to the tax collector.",Lean Left,the-economist,1,04eae3d6-da64-474f-876e-5c12d79586f5,the-economist,42.4,-1.43
"Add the milk to the hot butter; the mixture should be warm to the touch (if it’s hot, let cool until warm to the touch).",Lean Left,san-diego-uniontribune,0,1df01feb-0b26-4a4f-961a-ebbfcc1040fc,san-diego-uniontribune,45.68,-1.76
Both have a sharp way of exceeding audience expectations without subverting or copping out on the jokes the titles imply.,Lean Left,npr,0,818456ab-679c-427a-ab9d-176df0812afa,npr,42.99,-4.27
"It has been a good time to be an amateur creator, but an even better time to be a superstar.",Lean Left,the-economist,1,7eb47ed4-dbf0-4319-ad94-bde419b755dd,the-economist,42.4,-1.43
"School’s out, the sun makes an appearance or two and we get to spend quality time together.",Lean Left,the-guardian,0,b442b01a-e62c-4ec6-a171-12c11743577c,the-guardian,40.67,-7.97
"After overseeing the worst security failure in 56 years, he hopes to salvage his reputation and his job by conducting a successful war - and preferably a long one.",Lean Left,the-guardian,1,ab19a566-ddd7-4dae-ace0-8c0811b7150b,the-guardian,40.67,-7.97
"In the 1990s many countries aspired to a self-reinforcing cycle of freedom, market economics and rules-based globalisation.",Lean Left,the-economist,0,2e18a2eb-3fa4-449d-8256-256ddf078d2c,the-economist,42.4,-1.43
"The film had already taken four prizes at the craft division of the Bifas last month, for editing, cinematography, music supervision and screenplay; it added three more at the ceremony at Old Billingsgate in London on Sunday.",Lean Left,the-guardian,0,300a4eca-0e67-4659-b757-89cb0d1658cc,the-guardian,40.67,-7.97
"We’re not sure how well these schools would perform on a university ranking, but it looks like a fun, nostalgic management title.",Lean Left,the-independent,1,faa370eb-8450-4931-a904-d7622448a6bb,the-independent,38.37,-6.99
"Add in Ben Stiller’s disorienting direction and at least two episodes with heart-in-the-mouth climaxes, and it’s easily one of the most impressively distinctive shows to emerge this year.",Lean Left,the-guardian,0,c1feddee-716d-4c72-881e-071bbde8a172,the-guardian,40.67,-7.97
Such language used by Israeli officials appeared to make the use of starvation as a weapon of war acceptable.,Lean Left,al-jazeera,1,8d7ed507-6518-4715-825e-ac4add8ee9ba,al-jazeera,41.34,-7.05
"Now, the department is investigating whether that cop did too damn much.",Lean Left,the-root,1,c86ba269-6080-41f6-a5e2-29f6a52c7fef,the-root,26.43,-18.51
"Several months later, upon arrival in London, Nan is greeted by a despondent and heavily pregnant Conchita suffering under the judgment of the unbearably cold and cruel Marables.",Lean Left,variety,1,3cd52c40-6c9d-42de-9928-f9c3423b917b,variety,41.29,-3.85
"After picking up an early booking, Ramos spent the rest of the match apparently chasing another, though it took until the 84th minute for Alejandro Hernández to finally reach to his pocket and and show the second yellow, when Ramos needlessly slid through the back of Luis Suárez.",Lean Left,the-guardian,1,6d92f10b-d12e-44a0-ae91-b315134f49ac,the-guardian,40.67,-7.97
"Amendment 2 singled out homosexual and bisexual persons, imposing on them a broad disability by denying them the right to seek and receive specific legal protection from discrimination.",Lean Left,washington-blade,1,07b9af1b-1739-49a0-9e4f-75f9606625d2,washington-blade,42.71,-7.49
Security for Israel and a better future for Gazans will not happen under Hamas’s rule.,Lean Left,the-economist,1,d730ca2a-fa36-47c6-8ae4-08802a2d4332,the-economist,42.4,-1.43
"In addition to the truck stops, Omaha, Nebraska-based Berkshire owns an eclectic assortment of other businesses including Geico insurance, BNSF railroad and several major utilities along with a number of smaller manufacturing and retail businesses.",Lean Left,abc-news,0,f7224d5d-4c8f-4ba4-9bc1-816780bd656e,abc-news,45.25,-2.91
"A total siege imposed by Israel on its border crossings to Gaza, and the anaemic flow of aid across Gaza’s border with Egypt, have left Gazans desperately short of food and water.",Lean Left,the-economist,0,2b20311d-2a4a-4d44-931a-b0557c715980,the-economist,42.4,-1.43
"That’s the bottom line from Consumer Reports’ eagerly anticipated annual reliability survey, which sounds like an ‘80s tribute act: the top tier, brands credited with excellent or very good reliability, is dominated by Japanese automakers, with a smattering of Europeans and a South Korean.",Lean Left,detroit-free-press,1,8abff5c3-f740-4747-a3f3-730e8c9f539c,detroit-free-press,43.46,-5.43
"But once his father-in-law is elected president, Kushner finds himself--or maneuvers his way into--the middle of everything, whether it’s building the wall, devising a solution to the Israel-Palestine imbroglio, or negotiating a trade deal with China.",Lean Left,nowthis-news,1,54fdf845-2e1e-4806-b1b1-0506c9d2b2e6,nowthis-news,41.47,-7.95
"Shutting Trump up would help GOP win:Trump battles gag order, but Republicans should pray he shuts up if they want to win 2024 Haley might be surging, but there's still the matter of this guy named Trump While the DeSantis campaign’s death rattle is satisfying to those of us who have found him, his often-cruel policies and his bullying demeanor repulsive, there is an orange-hued elephant in the room that minimizes Haley’s admirable progress.",Lean Left,usa-today,1,f05e8e44-bc02-42e1-a72b-036eb6c1bff7,usa-today,40.78,-4.12
Crimes on live TV Both-sidesing Lula’s FBI-backed political persecution and Bolsonaro’s guilty verdict as examples of judicial overreach is an act of bad faith.,Lean Left,fair,1,ff437197-4b91-49bc-a149-32d438c71790,fair,32.6,-19.36
"But the exact overperformances don't do a good job of approximating the eventual House popular vote - just look at 2017-18, when the Virginia House missed by 7 percentage points.",Lean Left,abc-news,1,6b9719d6-ead5-4059-ab96-272382a6c2a1,abc-news,45.25,-2.91
"The past two years of Supreme Court cases have also had a stunning amount of influence from dark money puppetmaster Leonard Leo, a new analysis finds.",Lean Left,truthout,1,9a037171-cb90-4a0d-9b25-02b77541293d,truthout,34.51,-16.87
"It seems like they are changing every day, if not multiple times per day.",Lean Left,insider,0,886a7cc4-8932-4b65-88ab-ebfc2df08276,insider,40.58,-4.19
"No, we’re not talking about the Freevee show where James Marsden appeared as a fictionalized, narcissistic version of himself.",Lean Left,usa-today,1,5b5c0b84-e0a2-4db0-ae40-1fbf43ad5209,usa-today,40.78,-4.12
"And Jimmy looked at me, he's like, This sounds like something we would like to make.",Lean Left,vanity-fair,0,d779c10c-6008-49e1-ae91-f6773aaaca1f,vanity-fair,33.19,-13.87
"It is here that Palestinian villages are more isolated and often exist in close proximity to the encroaching illegal Zionist settlements, making them particularly vulnerable.",Lean Left,truthout,1,57bc8be3-1ccd-42cb-b68e-57e15d0b764a,truthout,34.51,-16.87
Hall was seeking an order preventing them from selling their part in Whole Oats Enterprises to Primary Wave Music.,Lean Left,abc-news,0,6fdb04d3-b11f-4f6a-a8ad-59da71e892dc,abc-news,45.25,-2.91
No shortage of other ways to shortcut the book selection process There are several other ways that people are changing the decision-making process for what books should be in libraries.,Lean Left,npr,0,c9e8813e-2657-4fe5-9d0d-dd238a4e3aea,npr,42.99,-4.27
"In the fourth and final Test he also demonstrated a willingness to go out on a limb, effectively conceding the match by refusing to send out his last five batsmen in the second innings as a protest at what he saw as intimidatory bowling.",Lean Left,the-guardian,0,7f39ea4b-c622-443f-819b-2894aebf835a,the-guardian,40.67,-7.97
The answer to all those questions - and indeed quite a few others - remains tantalisingly unclear.,Lean Left,the-guardian,0,9e26e228-20e5-41cf-8e6f-6d9479b84f6e,the-guardian,40.67,-7.97
"Mr Jeffries made an initial demand to the company to cover his legal fees but the request was rejected and a second plea was ignored, according to the court filings.",Lean Left,the-independent,0,adce286d-ce7c-4a1f-96be-87ed1facfdc7,the-independent,38.37,-6.99
"Meet the Fockers is the sequel to the cringe-comedy Meet the Parents, in which Stiller’s girlfriend’s insufferably attractive and charismatic ex-boyfriend (Wilson) turns up, again briefly, playing a New Age interfaith priest.",Lean Left,the-guardian,1,e276b25e-c47a-4335-860a-ea133a5fb08c,the-guardian,40.67,-7.97
One out of every 200 children in Gaza has been killed by Israeli attacks in the past six weeks.,Lean Left,al-jazeera,0,6e61411c-97a9-4136-a911-3db5b8729bf6,al-jazeera,41.34,-7.05
"Walmart is the latest company to join the growing flock of major advertisers to pull spending from X, Elon Musk’s beleaguered social media company, amid concerns about hate speech - as well as reaching a sizeable audience on the platform.",Lean Left,abc-news,1,82535a13-778d-4ad1-9e3e-6c711d83eb37,abc-news,45.25,-2.91
"The term is often used in disputes over much smaller assets and does not recognise that the life savings of hundreds of families are on the line, complained Gu Lin.",Lean Left,the-economist,1,4ad17ef0-3b09-4f70-86f4-3a3b13c0506b,the-economist,42.4,-1.43
Only a human author can bring their intentions to meet our own.,Lean Left,the-guardian,1,fa7f26c6-8c1c-47d4-8660-d7cc70ab8f49,the-guardian,40.67,-7.97
"Yes, she does have a tightly packed schedule with the Dune movies and the (absolutely unearned) third season of Euphoria in the pipeline, but luckily the whole point of the Zelda games is that Zelda gets kidnapped at the start - so she would only really need to be on set for little bit.",Lean Left,the-guardian,1,e11c0aa6-4a8a-46f4-ba01-163af50ac38a,the-guardian,40.67,-7.97
Nsengiyumva said that organisers were doing everything they could to ensure that the families who took part would be protected.,Lean Left,the-guardian,0,cdcdbc0b-d87a-4b65-bb21-2f855a3bacb7,the-guardian,40.67,-7.97
"Meanwhile, free trade policies and lax antitrust enforcement embraced by both Republican and Democratic administrations eroded much of the country’s industrial production and led to dangerous dependencies on foreign-made computer chips, pharmaceuticals, and key minerals.",Lean Left,washington-monthly,1,034c2c32-6029-4768-b996-c424a464b711,washington-monthly,35.78,-12.08
The HelloFresh-owned brand offers meals priced at just $4.99 per serving.,Lean Left,usa-today,0,d3ac268e-b844-4d78-9094-9fb4e259f0d3,usa-today,40.78,-4.12
"There were no flowers there, so my older son gave me a branch from a bush.",Lean Left,cbs-news,0,ccd1e350-c4f6-4654-9a2c-4176d268a896,cbs-news,41.76,-2.84
"The upper house of Nigeria’s parliament refused to approve an intervention, urging President Tinubu to consider other alternatives.",Lean Left,al-jazeera,0,30740ab8-9440-499f-a15c-ed497054234a,al-jazeera,41.34,-7.05
"The Inflation Reduction Act, signed by President Joe Biden in August, includes America’s most significant investments in clean energy to date and will have a substantial impact, in the best case reducing America’s emissions by 2030 to about 40% below the levels of 2005.",Lean Left,the-economist,0,6d4a086d-6db0-4525-b0cf-3d3e9f87ed31,the-economist,42.4,-1.43
That would give the world a 50 percent chance of limiting global warming to 1.5 degrees.,Lean Left,politico,0,44ea23c9-5f85-4dc8-b023-277e97e2bf35,politico,42.32,-5.58
Their website (discoverbaja.com; 800-727-BAJA) provides members with up-to-date information regarding road conditions and best routing to return to the U.S. border.,Lean Left,san-diego-uniontribune,0,c544178e-2d0d-48ff-a4db-efc5eb7105eb,san-diego-uniontribune,45.68,-1.76
"How Korean women are rejecting marriage while reimagining what family means in an increasingly lonely, ageing society.",Lean Left,al-jazeera,0,0f8790b7-e14e-4783-8a6e-00b792503e31,al-jazeera,41.34,-7.05
"Read more: The battle against bugs: it's time to end chemical warfare If you must, the least harmful spray for humans and other natural enemies of the cabbage white is Dipel.",Lean Left,the-conversation,1,fa6d7e51-d538-4dac-adcd-c62dadb0aeff,the-conversation,40.75,-4.86
Mr Musk has faced criticism in recent days over a tweet that led to accusations of antisemitism.,Lean Left,the-independent,0,a011c569-c12a-4dd0-b3d8-0e21b402bf8d,the-independent,38.37,-6.99
"Fitbit integration and health tracking Last year, the Google-Fitbit integration and product lineup was a mess.",Lean Left,the-verge,1,9be34310-b2ef-4168-88ad-92bc387bff6b,the-verge,39.43,-4.75
"He played a strong right field with the Red Sox in 2023, flashing elite arm strength.",Lean Left,nj,0,893865ce-6206-43ca-a1d6-3d216910f76a,nj,43.92,-2.88
"As the Conservatives clutch at political straws, the Labour party is readying itself for government.",Lean Left,the-guardian,1,0ad88395-8102-46a7-ab7a-e5a5e21cce73,the-guardian,40.67,-7.97
"Still, folks at Bellevue say, they are stretched thin and feeling the pressure.",Lean Left,npr,0,e98156bf-f955-4798-aa68-a599385a241c,npr,42.99,-4.27
"They will both be aware that the highs are too often matched by the lows in a sport that has a problem, with the minds of far too many of its fighters being used and abused over the years.",Lean Left,the-independent,1,5d12f94d-f511-49df-af7f-0cc3264052ea,the-independent,38.37,-6.99
The light-flooded formal room with tables centred round the gazebo - complete with grand piano - is breathtaking.,Lean Left,the-independent,1,afc16510-b886-4a73-b5be-1229d0c29431,the-independent,38.37,-6.99
"We believe that social movements are built upon individual leadership, strong institutions, and innovative, often high-risk ideas.",Lean Left,the-conversation,1,13bc3ff6-c379-43d4-b9b7-633751e5ffbf,the-conversation,40.75,-4.86
Sacajewea’s fictive journals describe the brutality she endured and her mental rebellions.,Lean Left,montana-free-press,1,831633f0-6b13-4090-8c02-8ecf32a804bc,montana-free-press,46.33,-3.8
No major EU job has ever gone to anyone from outside the political centre.,Lean Left,the-economist,1,4328775a-a2ab-4d04-925b-123a116e155a,the-economist,42.4,-1.43
"And the cost is steep indeed-not only the husband and children Hannibal Lecter taunts her for having forfeited, but possibly life and limb (although you’ll have to see the movie to understand the true ghoulishness of the limb question).",Lean Left,vanity-fair,1,1d644b96-1155-47bd-8d74-3a724c476253,vanity-fair,33.19,-13.87
"But a decade earlier, writing a novel that followed the conventions of the traditional form was an act of underhanded rebellion.",Lean Left,the-guardian,1,510eab51-ae45-4a26-a4ec-2e330ce5f917,the-guardian,40.67,-7.97
"Israel soon vowed to eradicate Hamas, the terrorist organization that runs Gaza and is believed to operate with the backing of Iran.",Lean Left,abc-news,1,f22582f8-dace-4b08-9172-b32ea2c37f66,abc-news,45.25,-2.91
Some of these fans have paid hundreds of dollars for meet-and-greet tickets after the show.,Lean Left,washington-blade,0,8199b156-b680-4a38-bb7c-00f58d7936b6,washington-blade,42.71,-7.49
China and Russia want to go further and subvert this system.,Lean Left,the-economist,1,3add69ea-7d5f-4cef-b21f-0d0b80856c48,the-economist,42.4,-1.43
"After all, anyone who spends 40 years parodying love songs is bound to come up with some twisted counterpoints.",Lean Left,npr,1,7befb6f2-5a94-4fc7-8dba-d3f47a49b247,npr,42.99,-4.27
But it is often energised by a greater concern for individual organisms than for the need to protect the wider environment.,Lean Left,the-conversation,1,7903f519-4a7e-4749-bedf-135b55c20340,the-conversation,40.75,-4.86
"One, how high ranking he was, and also the length of time he was spying.",Lean Left,politico,1,c4ed0bfd-b4f5-4639-b0cb-68491f69aa1b,politico,42.32,-5.58
"One is the cynicism of Hamas, which having taken part in the murder, rape or abduction of 1,400 Israelis has engaged in trading infants.",Lean Left,the-economist,1,15423655-6fe5-4d24-94b6-54103045031f,the-economist,42.4,-1.43
Nikki Battiste: What was the moment like when you were able to see each other again after that?,Lean Left,cbs-news,0,a5d9151a-5655-4edc-800e-50b206f855c2,cbs-news,41.76,-2.84
"Best Overall HelloFresh The wallet-friendly HelloFresh has become one of the most recognizable names in meal kit delivery services, and it’s easy to see why.",Lean Left,usa-today,1,eca0eaf0-dcd5-42ab-91c3-28ba18b93e76,usa-today,40.78,-4.12
"Unlike in the recent FTC v. Microsoft debacle, there’s no evidence of failed redactions that reveal bombshell details about a company, although the parties have argued over exhibits Google deems irrelevant.",Lean Left,the-verge,0,d814cf27-e522-42db-8ce7-9940e7c7ef67,the-verge,39.43,-4.75
"Elito excitedly announces an upcoming track featuring a duo with Newham backgrounds, Ajax’s Chuba Akpom and Fulham’s Alex Iwobi.",Lean Left,the-guardian,0,b50ae215-275a-4146-a952-794ea9d7cc7f,the-guardian,40.67,-7.97
"After puzzling through all the actually difficult parts of infiltrating the world, her demise is her own once she's in.",Lean Left,npr,0,06afdecf-bacc-41f8-b191-e6b84f20bd67,npr,42.99,-4.27
"Prosecuting it was more popular, and enabling it was considered more villainous.",Lean Left,propublica,1,f6d3644d-395b-4a77-a4fc-2b668b991d60,propublica,47.17,-6.77
"Many reasons explain why public sentiment in the US and globally has been shifting away from a traditional, heavily pro-Israel stance to a more even-handed position that seeks to end Israel’s occupation and military savagery against Palestinians and demand accountability and redress for the past century of Zionist settler-colonial excesses in all of historic Palestine, from the Jordan River to the Mediterranean Sea.",Lean Left,al-jazeera,1,c8a399ca-49f8-4244-ac1d-0bc482256651,al-jazeera,41.34,-7.05
"They are increasingly pushing the government to accept a broader range of companionships as family, such as unmarried couples or friends living together, and demanding rights and services available to conventional family units.",Lean Left,al-jazeera,1,a915329a-2d5d-4dbe-90a7-f6d08907d680,al-jazeera,41.34,-7.05
A rare dual-color and dual-sex lobster has become a curiosity and a sensation since being captured this month off the coast of Maine.,Lean Left,washington-post,0,c16dd486-ce4d-4170-983e-9142f630d9ca,washington-post,38.8,-6.85
