text,source_party,source_name,label,sentence_id,source,reliability,bias
"The Big Easy is a mind-boggling mix of European, Caribbean and African influences and it has the wholly unique cuisine to prove it.",Lean Left,the-independent,1,64d81e75-6bf1-4495-8dc2-fddb50c97767,the-independent,38.37,-6.99
"He scored twice more in his second game, against Portugal at Wembley, and this earned him a place in the squad for the World Cup in Sweden that summer.",Lean Left,the-guardian,0,4d07de5e-59bd-4512-b66c-5f28d9463d48,the-guardian,40.67,-7.97
But Brideshead Revisited was written by an author capable of rendering (longingly as well as satirically) the precise contours of grandeur precisely because he wasn’t born to it.,Lean Left,the-guardian,1,bddc6095-3c32-498a-9393-b4cbc7114819,the-guardian,40.67,-7.97
"But even putting legality aside, Project Nessie is a sterling example of the way that Big Tech has supercharged capitalistic tendencies and manipulated markets in unnatural and opaque ways.",Lean Left,the-verge,1,834b17ef-ebfe-474d-a4a1-272ddc1f6b87,the-verge,39.43,-4.75
"Whatever the reason, it can be a challenge for everyone involved.",Lean Left,npr,0,874ba97f-155a-4c2f-887a-9549dd68efcc,npr,42.99,-4.27
"And that, in a nutshell, is what AimHire works to prevent.",Lean Left,washington-post,1,5af94d3e-b09b-4546-98d8-a9f7d03ef869,washington-post,38.8,-6.85
"Someone who did not condemn Hamas for the brutal massacre of 1,200 Israelis, for the kidnapping of babies and the...  Israel had already said last week it would not renew Hastings’ visa.",Lean Left,the-guardian,1,e4b680e1-8f6e-4236-aa1e-b4f37e0709a7,the-guardian,40.67,-7.97
"G ermany mAY pride itself on its fiscal prudence, but over the past fortnight it has been in the grip of a bizarre fiscal panic.",Lean Left,the-economist,1,4c0d11fd-c95e-418a-84f1-dd71c06b6727,the-economist,42.4,-1.43
"Despite his candour, historians rushed to point out errors, exaggerations and elisions.",Lean Left,the-conversation,0,8c81cab9-0da7-4b16-954b-8e9eb2fca113,the-conversation,40.75,-4.86
The witch casts a spell to magic the hanky out of the little girl's pocket - and gets a piece of string and a toffee instead.,Lean Left,npr,1,4b06422e-1f3a-42b5-b5c9-670e71e78054,npr,42.99,-4.27
"Hawaiian Airlines Airbus A321neo prepares for takeoff at Los Angeles International Airport during the Thanksgiving Day holiday on Nov. 24, 2022 in Los Angeles.",Lean Left,abc-news,0,1c8ecc75-c8d9-45a6-9086-929a54fd9fc6,abc-news,45.25,-2.91
"Online as elsewhere, identity politics have obstructed robust debate and promoted soft censorship.",Lean Left,the-economist,1,3a56381e-4734-4831-96aa-7966e10062b7,the-economist,42.4,-1.43
"When you have a chronic illness, people say puzzling, vaguely inappropriate things all the time.",Lean Left,the-guardian,0,63ba36da-d292-43fc-ab3f-b07b3f731f0c,the-guardian,40.67,-7.97
"Mr Gates is an outspoken advocate of handling and avoiding serious climate change, even releasing a book called ‘How to Avoid Climate Disaster’ Paris made modern history in fighting climate change, holding Cop21 there in 2016, where the Paris Agreement, a legally binding international treaty on climate change, was adopted by 196 Parties.",Lean Left,the-independent,1,2d40a21b-e2df-4d17-8801-3ddea6e5b235,the-independent,38.37,-6.99
"And we protest for change in a country that so desperately needs it.""",Lean Left,cbs-news,1,a4debbb7-1fbe-4f22-9e94-548ab9b0882f,cbs-news,41.76,-2.84
"Google seems to see coding in particular as a killer app for Gemini; it uses a new code-generating system called AlphaCode 2 that it says performs better than 85 percent of coding competition participants, up from 50 percent for the original AlphaCode.",Lean Left,the-verge,0,439da415-45aa-468e-825a-b9531ff7329b,the-verge,39.43,-4.75
House of worship: Salzburg Cathedral is an iconic symbol of this Austrian city.,Lean Left,cnn,0,3c36a977-3d64-4b7c-8e3b-56b2cc3c9f3a,cnn,42.06,-6.28
Add to all that the newest Mideast war that began with Hamas’ attack on Israel on Oct. 7.,Lean Left,politico,1,57ca6813-b3de-4da4-b196-545a2d5e451d,politico,42.32,-5.58
But what's the violence of not having access to adequate health care?,Lean Left,npr,1,9c09c902-4202-470b-9152-ec844f52a716,npr,42.99,-4.27
"Apple didn’t make any external design changes, but the 24-inch iMac remains as stunning as it was when it debuted over two years ago.",Lean Left,the-verge,0,4a100776-86a1-4c98-b06e-b16cb42919f6,the-verge,39.43,-4.75
"School officials expelled the children, and other kids threw rocks at them.",Lean Left,washington-monthly,1,5fa07e00-a3f0-4c44-94d5-f49609aead8f,washington-monthly,35.78,-12.08
"And if they are deemed to be bad, some people are bound to think that they are somehow not fully human.",Lean Left,cnn,1,bc8d1779-3ec6-4b70-8b88-6bda978da0f1,cnn,42.06,-6.28
"For example, former multi-weight world champion Mayweather retired unbeaten in 2017 with a professional record of 50-0, and he has since fought in five exhibitions.",Lean Left,the-independent,0,20c99602-3b70-4fbe-86b8-bba636465977,the-independent,38.37,-6.99
"Enjoy a game truck, bounce house, arts and crafts, rock climbing and live music.",Lean Left,san-diego-uniontribune,0,493d276e-8890-44fe-857d-beff3aad774c,san-diego-uniontribune,45.68,-1.76
People resent paying taxes to fund benefits that they perceive as going to outsiders.,Lean Left,the-economist,1,106e906a-7b3e-49c3-9ea1-8ffcf247da4f,the-economist,42.4,-1.43
That's why there are concerns about the high rates of suicide or suicide attempts among people who are transgender.,Lean Left,npr,1,5950ec48-b9be-4723-8956-48c562fbb177,npr,42.99,-4.27
Many of them are apathetic when confronted with the façade of democracy.,Lean Left,the-economist,1,773caea4-1ef2-4089-9fa2-408307146fbf,the-economist,42.4,-1.43
"F1 has changed the format of the sprint weekends three times since their introduction in 2021 and is known to want to settle on a fixed format for 2024 that it will then maintain for several years to properly assess its impact and reception amongst fans, promoters and broadcasters.",Lean Left,the-guardian,0,7741fb45-22bf-427b-b23c-fb21ac1357ef,the-guardian,40.67,-7.97
"Right here and now, the biotech industry in Britain is squealing under the significant erosion of this crucial organisation’s capacity to engage with innovators, and in providing essential advice and feedback.",Lean Left,the-economist,1,dca49fdc-a5fd-43b2-832e-0395afd30a4c,the-economist,42.4,-1.43
"In team meetings, conflicts and resentments play out in the language of politeness.",Lean Left,the-economist,1,86e40e71-3807-4001-ab32-c80c17f06e1d,the-economist,42.4,-1.43
"Backup Tate Rodemaker suffered a concussion late in the Seminoles' regular-season finale victory at Florida, leading to true freshman Brock Glenn, the third-stringer, starting in the ACC title game -- a victory against Louisville.",Lean Left,abc-news,0,fbae400a-5a8c-4659-a623-7a6f18b72d77,abc-news,45.25,-2.91
The sordid Santos saga may have tarred the GOP brand in the district.,Lean Left,cnn,1,2a145e81-418a-49cf-83b1-bea8a5954878,cnn,42.06,-6.28
"Malta boasts numerous luxury seafront hotels with first-class spa and wellness facilities, where you can enjoy transformative treatments, from invigorating massages and rejuvenating scrubs to soothing facials.",Lean Left,the-independent,0,c8ccf673-1331-4f30-81c4-da15b428651c,the-independent,38.37,-6.99
"One Last Call Despite the excruciating wait, now more than 50 minutes from the time the shooter had fired the initial volley of shots, the children continued to follow their training.",Lean Left,pbs-newshour,0,ac9fe2b4-d44a-43db-998e-91ace0e5b0b1,pbs-newshour,43.07,-9.07
"Lear’s stint with CVS started in 2009 when the chain bought the independent pharmacy where she worked in Lexington, Kentucky.",Lean Left,usa-today,0,896f9a83-b370-4856-97e9-3dbc978dc0cd,usa-today,40.78,-4.12
"Little islands, large friends The small states have proved canny as they navigate the geopolitical contest between America and its friends and China.",Lean Left,the-economist,1,e546eacf-6829-4dd6-90e9-1ce4666f6386,the-economist,42.4,-1.43
It's his people who beheaded the Washington Post columnist Jamal Khashoggi.,Lean Left,npr,1,34054e19-a8e9-497a-acc7-2548f9a4ce3a,npr,42.99,-4.27
"By 2002, Kissinger's past dealings in Latin America while in office seemed determined to haunt him, if not to ruin his reputation.",Lean Left,abc-news,1,3a501295-395e-464c-8bfc-8964e0a2d4a1,abc-news,45.25,-2.91
Victim blaming is an easy route and requires zero levels of critical thinking.,Lean Left,the-root,1,4af8f853-1c64-40b8-a24b-5a63dc2faeaf,the-root,26.43,-18.51
"Choose between the classic or the DermaWand Pro, which delivers the same results as the original but with 50% more power.",Lean Left,abc-news,0,7021d5c1-caba-4802-858b-281c3d3b658b,abc-news,45.25,-2.91
"The suicide rate in Montevideo was 18 per 100,000 inhabitants last year.",Lean Left,the-economist,0,53b2ad4b-3380-418b-93f0-e1ea46283662,the-economist,42.4,-1.43
"The extraordinary story of how Williams carved an unprecedented role for herself inside a male-dominated world, while managing secretly to have two children by a married Daily Mail journalist and conceal the pregnancies from her colleagues, is one begging to be told by another woman, and McDougall brings nuance to it.",Lean Left,the-guardian,1,02cd5cd6-f336-43d8-9655-b0d079b03909,the-guardian,40.67,-7.97
"Earlier this year, Aoki and Kimora Lee Simmons took to social media to accuse Russell Simmons of abusive behavior.",Lean Left,usa-today,0,eb2909e7-52c9-40ae-ad93-af1e64b7149d,usa-today,40.78,-4.12
"Ramy’s family paid, thinking the money delivered to Latifa would cover everything.",Lean Left,al-jazeera,0,6f172f73-e72b-4b6c-9410-36560863f1ba,al-jazeera,41.34,-7.05
The attack looks like its purpose is to antagonize a victim rather than building ties among the antagonists.,Lean Left,the-conversation,1,9ab9e73d-78ac-423c-8e4f-efbdd1176443,the-conversation,40.75,-4.86
BLUNT: We just had a joy bomb of a time on that movie.,Lean Left,variety,0,8f798794-f1c3-43c2-a2b9-3043ec590503,variety,41.29,-3.85
"Jennifer Lopez - Hustlers (2019) For much of her career, Jennifer Lopez was haunted by the spectre of duds like Gigli and Jersey Girl.",Lean Left,the-independent,1,64e3c4ab-47c2-4c36-b3dc-08fec54ffcea,the-independent,38.37,-6.99
"It could be seen not just in their vices, but also their virtues-particularly a rather selective toleration.",Lean Left,the-economist,1,e9034a34-bc84-42b3-ac4a-4857d097370e,the-economist,42.4,-1.43
"Twenty years on, and Lethem’s return to his home turf sees the language stripped down and determinedly prosaic.",Lean Left,the-guardian,1,99f0ceaf-60b6-448b-ad44-5cb90b585521,the-guardian,40.67,-7.97
"Miss Manners: Yes, my children do have the same father, but by the way ... it’s none of your business!",Lean Left,nj,0,f6d6bd62-3a0c-4904-8efe-30e0a5b8df81,nj,43.92,-2.88
"Like Haitian police, Kenyan police may find themselves outgunned by gangs who control (and trade in) vast troves of weapons.",Lean Left,the-conversation,1,89c43ba9-ed22-4d16-bcbf-2499c40093ab,the-conversation,40.75,-4.86
"Transforming the bureaucracy into something more like a large startup business, hungry to expand, yielded dramatic results.",Lean Left,the-economist,1,4b3401a6-9970-48d5-ac9b-a6c992d7d9a6,the-economist,42.4,-1.43
"To collect outstanding debts, some states even sued formerly incarcerated people for the cost of their room and board; other states did not.",Lean Left,the-conversation,0,42c1390d-6a6c-4912-8859-b8984a29262d,the-conversation,40.75,-4.86
"It is an unnatural place to leave thousands of objects frozen in time and place, vulnerable to theft and decay.",Lean Left,the-guardian,0,badf5540-6f72-4848-879a-7ae446ff44ed,the-guardian,40.67,-7.97
"President Joe Biden, to his credit, appears to recognise the need for reinvigorated American leadership.",Lean Left,the-economist,1,c57110d3-9839-4847-8c2b-f33e7c906e34,the-economist,42.4,-1.43
The Cold War and the American Revolution are good examples: The Soviet Union and the British ran out of will and resources.,Lean Left,usa-today,0,53b02542-a5c9-4c1a-8871-2d4d560aeac4,usa-today,40.78,-4.12
Budgets are already falling as more companies embrace austerity programs to get through hard times.,Lean Left,variety,1,2d69b99c-04cb-4d07-bda0-a974ddd81f5a,variety,41.29,-3.85
Fudd was overwhelmed by the generousness and professionalism with which she and the fellow invitees were treated.,Lean Left,insider,0,169f50e9-41a0-4e06-ad4b-db6086d78586,insider,40.58,-4.19
"Skin conditions Dermatica treat include... Acne Molly’s skin after 8 months use of her personalised perscription, Dermatica.co.uk (Dermatica) Whether you suffer from cystic acne or hormonal breakouts, Dermatica will come up with the ultimate blend for you to help fight inflammation, spots and blemishes and balance oily skin.",Lean Left,the-independent,0,c8b95223-461a-4840-9e11-f35afe38e1f5,the-independent,38.37,-6.99
Compare that with the coverage of three other Black men killed by police in January 2023-selected out of more than a dozen others because these particular police killings got more coverage than most other such deaths.,Lean Left,fair,1,ac5f6eb0-7910-4edb-a9e9-36c28f68875e,fair,32.6,-19.36
"By reinforcing people’s biases, they cut off the competition ideas need if they are to improve.",Lean Left,the-economist,1,7b3c321e-1b30-4acc-80e8-2bddea6b6b00,the-economist,42.4,-1.43
She swore she wouldn’t run against Mar-a-Lago Mussolini-until she announced she would.,Lean Left,washington-monthly,1,b964d209-f0b5-412a-972e-43127f42e2d8,washington-monthly,35.78,-12.08
"Advertisement The first Krampus parades in America popped up in the early 2010s, says Cory Hutcheson, who teaches folklore studies at Middle Tennessee State University.",Lean Left,washington-post,0,369c9165-e33f-442d-afd8-aa8337e52729,washington-post,38.8,-6.85
"The visual has primacy over the vocal when it comes to trustworthiness, and DeSantis’ stiff smile undermines his authenticity.",Lean Left,politico,1,0f7f58f5-04f6-4582-85f8-393652a9d17c,politico,42.32,-5.58
"For almost every moment in which a thesp mortifyingly screws up, there’s also one in which someone comes up with a quick fix that makes it possible at least to get to the next scene, if not actually turn disaster into success.",Lean Left,variety,0,78879319-f5a9-48a8-a698-1f28bda94d9f,variety,41.29,-3.85
Baugh had been recruited to crochet a quilt that would be mounted on the back of the main piece to make it double-sided.,Lean Left,atlanta-journalconstitution,0,9f47f2c7-0c6a-4bc3-9bbc-b55ea9d2268f,atlanta-journalconstitution,44.83,-3.84
"Within the first two minutes of the new Dodger adventure, our top-hatted hero has been challenged to a duel by the president of the United States of America, which is a problem because Dodger (Billy Jenkins) is brandishing a gun that is actually a stick.",Lean Left,the-guardian,1,51837369-ee9b-498f-9f83-652a32aa56fd,the-guardian,40.67,-7.97
Behance (which was purchased by Adobe back in 2012) is essentially a LinkedIn for creative folks.,Lean Left,the-verge,0,c8c47406-d0c9-42ad-9628-4efe7ceab749,the-verge,39.43,-4.75
Secretary Mayorkas continues to be laser-focused on the safety and security of our nation.,Lean Left,abc-news,1,42b49b6e-e50f-4f6c-b54b-3ffa8290881a,abc-news,45.25,-2.91
Members of the far-right coalition have been calling for Israel to re-occupy Gaza and rebuild the settlements that Israel dismantled there in 2005.,Lean Left,the-economist,0,f654fd6f-7704-4c18-a66b-7864a73d5ac4,the-economist,42.4,-1.43
The night mode is noticeably quicker than older models and the images are slightly sharper too.,Lean Left,the-guardian,0,06759c89-62ec-4ab1-b2bc-1889a6687f98,the-guardian,40.67,-7.97
"Atlantic coast It’s quite a stretch - over 500km - including cycle-friendly, beach-ringed islands like Ile-de-Ré (and smaller Noirmoutier and more rugged Ile d’Oléron), the wild surfing beaches of Biscarosse, chi-chi Arcachon Bay and then down to the Basque towns of St Jean De Luz and Biarritz.",Lean Left,the-independent,0,563213c3-b5a3-4f4c-99d9-32df6d9e58d0,the-independent,38.37,-6.99
"Despite their claims of deep concern for the people of Afghanistan as the US withdrew troops last year, for example, these same TV networks have barely covered the predictable and preventable humanitarian catastrophe facing the country (FAIR.org, 12/21/21).",Lean Left,fair,1,6ee31cac-3ae9-4b59-b559-055f0d38981e,fair,32.6,-19.36
"Camp David accords Signed by Israel and Egypt in 1978, after the Yom Kippur war.",Lean Left,the-economist,1,969246ac-628f-448c-82fa-ee4c4423fd0b,the-economist,42.4,-1.43
"Brazil’s justice minister, Flávio Dino, posted on X that emergency rules would be implemented requiring leisure venues to allow fans access to water.",Lean Left,the-verge,0,daa49bd3-a262-4ba2-b989-9fd49bfe12f2,the-verge,39.43,-4.75
Then put them on the grill directly over the heat so they really crisp up.,Lean Left,the-guardian,0,e6cf55d7-5862-499e-8abc-62178742d7a7,the-guardian,40.67,-7.97
"The suburban Boston woman, who works in retail and customer service, said she believed there was more to her dad’s brazen robbery beyond his love for a movie.",Lean Left,cnn,0,f62dd858-ec88-4952-99e9-4fd4914bea3d,cnn,42.06,-6.28
Are the mists rolling in over Steve Cooper’s reign at the City Ground?,Lean Left,the-guardian,0,daff00a4-f904-46f3-b7cc-198ab39d38fc,the-guardian,40.67,-7.97
"He became, like, the biggest proponent of all the conspiracy theories.",Lean Left,vanity-fair,1,7d472584-f467-47ce-ae26-51c51a01cbbc,vanity-fair,33.19,-13.87
Thus a vicious circle forms - the bias toward investment in snowmaking equipment captures resources which could be used to start the ball rolling toward eventual transition.,Lean Left,the-conversation,1,8f4e3752-026e-46d8-86c1-55d8491194e6,the-conversation,40.75,-4.86
"Max was a bit too aggressive and forcing Lewis out too strongly, even though he had the right to the corner there because he was massively ahead.",Lean Left,the-independent,1,3d92729a-2f70-424c-8916-823337cbb307,the-independent,38.37,-6.99
But even partisan media is only as honest as the sources it puts on air.,Lean Left,nbc-news,1,fc7ec9b4-402e-4164-a59b-53304dff0931,nbc-news,43.21,-5.79
"Well, you are an actor and advocate and you are the most amazing for animal rescue.",Lean Left,vanity-fair,1,2d8d1ef1-300f-47c4-8d9e-d8501b1bef72,vanity-fair,33.19,-13.87
The set-up is immaculate: we have the oh-so-innocent college student Jeffrey Beaumont hiding in a closet after a bizarre sexual encounter with the considerably older and more powerful vamp Dorothy Vallens.,Lean Left,the-guardian,0,122be3b2-7a96-42dc-a81e-7d78882f3697,the-guardian,40.67,-7.97
"And what is the very first step to opening a productive, two-way conversation?",Lean Left,sfgate,1,a18d854e-ccea-473c-896b-a41d311a9469,sfgate,43.52,-1.26
"During the truce, the number of trucks entering the Rafah border increased from fewer than 100 to about 200 per day, but many of these are still stuck at the Israeli inspection.",Lean Left,al-jazeera,0,f0f9bd30-d736-4b6a-a5f8-97f7e01d7cb6,al-jazeera,41.34,-7.05
He was shuttled around different care placements but the gang always came and took him back.,Lean Left,the-guardian,0,f711e06f-ee82-4e9f-b20b-bcd6258d0c2e,the-guardian,40.67,-7.97
"And so with all these forces that were at play during the Cold War, it was great for me to have held this position of kind of a righteous indignation with what all these liberal geniuses were up to.",Lean Left,vanity-fair,1,7b471b0d-89a5-431a-a40f-bfff03f3027c,vanity-fair,33.19,-13.87
"Israeli forces are killing thousands upon thousands of Palestinians, including many women and children.",Lean Left,the-economist,1,e460ceea-a5a4-4d03-97d1-1dc4ef47173b,the-economist,42.4,-1.43
We know that Gareth Train began following the 58-year-old man on the online platform YouTube around May 2020.,Lean Left,the-guardian,0,a6b298aa-626d-47b2-a4bf-ddde09f856cd,the-guardian,40.67,-7.97
Nothing brings the party mood down more quickly than fuss about how you wish you could stay longer.,Lean Left,the-guardian,1,6557b178-5dcf-4cf3-9054-c1cc5004aacb,the-guardian,40.67,-7.97
"The birds of prey are a national obsession and status symbol, costing as much as £225,000 and commanding the sort of VIP treatment normally reserved for A-list movie stars.",Lean Left,the-independent,1,606f54dd-ed38-4a5a-bfba-d5b74786cdc5,the-independent,38.37,-6.99
"Again, the youngsters, like Jessica Reyes, 11, and Eric Lopez, 14, showed intense interest in the stories and the art of their forebears.",Lean Left,san-diego-uniontribune,0,42302cbb-344e-4398-920b-ab70dadd2b87,san-diego-uniontribune,45.68,-1.76
"Who isn’t fascinated by the dark, twisty, sometimes, mordantly witty, movies of Alfred Hitchcock, or by Grace Kelly, Tippi Hedren, Ingrid Bergman and the other actresses in his films?",Lean Left,washington-blade,1,41ee5207-6633-4094-a6d0-fdda82e67db4,washington-blade,42.71,-7.49
"But they are damaged; they are shabbier, smaller, more timid than they used to be.",Lean Left,the-guardian,1,9b370354-7570-4e8d-88e2-4574929c2787,the-guardian,40.67,-7.97
"And Jacob just came in and did this, which was just, he was just this kind of like normal guy.",Lean Left,vanity-fair,1,10032351-fd66-431d-83e5-80124071e8b6,vanity-fair,33.19,-13.87
"When this happens, the company ceases to trade and a liquidator is appointed.",Lean Left,the-conversation,0,a58fee07-ee6e-45a2-b6b0-f69cb75e7954,the-conversation,40.75,-4.86
That was the main thing that the Cubans wanted to know: are we going to be invaded?,Lean Left,politico,0,2c83f86b-8602-4a2b-a3ae-adcfcb844b25,politico,42.32,-5.58
"And contrary to many of the processions in this one-sided season, the entertainment capital of the world did deliver on Saturday night.",Lean Left,the-independent,1,b5861bfb-5ae4-4138-bb26-0493d08ef615,the-independent,38.37,-6.99
But many countries are already weighed down by debt and austerity.,Lean Left,the-economist,0,9055da15-726c-4c78-ad95-5ccbbc0fd5b2,the-economist,42.4,-1.43
"Pat Bell / Global News In fact, The New Reality heard from Iranian Canadians, legal experts, and security and intelligence sources who say Canada has an especially big problem with hundreds, maybe thousands, of potentially dangerous regime-connected officials here on Canadian soil.",Lean Left,global-news,0,22c85589-3211-4877-b6a6-5dd5dc8e76c9,global-news,44.54,-4.26
"Among Asian Americans and Pacific Islanders, Biden's approval rating started in the high 70s but steadily declined through his first year in office and into 2022.",Lean Left,abc-news,1,23741d94-29d7-446f-b3ed-853e68599dbe,abc-news,45.25,-2.91
His usual answer on the trail is that the Israelis are able to ask and like to handle these battles themselves.,Lean Left,nbc-news,0,ae92003a-be14-4028-8a03-3f8940d6f5d6,nbc-news,43.21,-5.79
The book was published in the U.S. and the U.K. by Harper Collins.,Lean Left,abc-news,0,b11de6f3-0227-4152-a3b8-58d026b36a53,abc-news,45.25,-2.91
"José Cruz A construction worker from Yonkers, New York What action do you want Biden to take on climate change?",Lean Left,the-verge,0,e0ec512b-4028-4e9e-8e18-c5acb79d1e7b,the-verge,39.43,-4.75
This music deserves to be heard - as does the story of the young women of the Ospedaletto.,Lean Left,the-conversation,1,3fe2abe9-6b78-4174-9061-a8d79c99232d,the-conversation,40.75,-4.86
"The person most important in his life, Kuntzler said, was his domestic partner Stephen Brent Miller of 42 years who died in July 2004.",Lean Left,washington-blade,0,d88eca0a-8576-4560-bc07-cdcb9c728b24,washington-blade,42.71,-7.49
"However, the situation in the West Bank demonstrates that Israel’s genocidal policies toward Gaza are only a component of its overall settler colonial project, which now appears set on the full annexation of historic Palestine and the expulsion and oppression of Palestinians.",Lean Left,truthout,1,93f970ee-f5a0-4d3f-8eb2-8cab88d37676,truthout,34.51,-16.87
"Advertisement People of all ages show bias against older adults , though the way they express it changes with age.",Lean Left,insider,1,0546c8fa-4102-4325-b6cf-ce2c7711d605,insider,40.58,-4.19
"Free family event with entertainment, performers and vendors from different cultures.",Lean Left,san-diego-uniontribune,0,fa6cda19-548c-400c-b1bd-8a065cc4cb19,san-diego-uniontribune,45.68,-1.76
"But they get them, from parents, or from older gang members, or from street peddlers.",Lean Left,usa-today,1,fd494ceb-5699-4733-ba78-1150fe80fcda,usa-today,40.78,-4.12
"Putting employees first feels somewhat possible in a matrix system of corporate management, but what about startups and smaller employers?",Lean Left,time-magazine,0,b8dcd42d-c097-48c2-b1e8-3184eb996040,time-magazine,41.12,-7.42
"Every one of these projects will require publicity, providing Ridley Scott ample opportunities to bark bluntly about whatever he likes to dozens of outlets.",Lean Left,the-guardian,1,d2c21494-e03c-4662-b2e9-1b13e0bbe410,the-guardian,40.67,-7.97
"As the three prepare to stage Ruth’s incendiary play about Northern Ireland, which features decapitated priests and the ghost of hunger striker Bobby Sands, they find they’re not even in the same bookshop, let alone on the same page.",Lean Left,the-guardian,1,3e01003b-6697-4d0f-9dab-9e8a597a3e53,the-guardian,40.67,-7.97
"In the 21st century, algorithmic outlets-such as Facebook, Twitter, and YouTube-that tailor content to users create near impervious echo chambers that distort the user’s view of reality, especially the acceptance of those beliefs.",Lean Left,washington-monthly,1,00be043f-5cd0-41e7-b569-5b4395d6e82d,washington-monthly,35.78,-12.08
"Amy Parodi: She was artistic, she was creative, she was smart.",Lean Left,cbs-news,0,a89c0fd7-49ac-4873-b26b-980d08d6bbd7,cbs-news,41.76,-2.84
"Havel, Mick Jagger and the Plastic People were among the audience for the Royal Court premiere of Rock ’n’ Roll, along with Pink Floyd’s David Gilmour, though sadly not Barrett, its wayward Pan figure, who died days after the play opened.",Lean Left,the-guardian,1,639243d4-19fa-48b8-8ead-d214e8240e67,the-guardian,40.67,-7.97
Could this threat of a phoney war against Guyana be his Waterloo?,Lean Left,the-economist,1,b965327e-b1c5-4677-9c80-39617c20558d,the-economist,42.4,-1.43
"Demanding an end to this inexcusable violence is a question of basic humanity, and we call on everyone who can to do so.",Lean Left,the-guardian,1,9aa89a66-9cd0-4ffb-aca8-aa21b32c0c99,the-guardian,40.67,-7.97
Sources in Washington think it will still be several more weeks before Mr Biden pivots to talk of a truce-but do not doubt that he will make such a shift.,Lean Left,the-economist,1,ec0b7a4d-5273-40da-9956-fdcb195e886f,the-economist,42.4,-1.43
"There is much for Scots to enjoy, too, in the writing and delivery; in conversation with a statue, Moira says she sounds awful posh.",Lean Left,the-guardian,0,6ef71589-fe5f-4436-965c-c9b725e42a10,the-guardian,40.67,-7.97
"Now that EU-member Poland has built a wall, Belarus has turned to other tactics.",Lean Left,npr,1,c1c75bd7-03ae-4f89-910d-16db5c63e4fd,npr,42.99,-4.27
Maybe you want to start your dive into King’s world with his latest release.,Lean Left,usa-today,1,83e5234a-d4d0-45e9-8fc6-2f83a73130c3,usa-today,40.78,-4.12
Colts (15): How to best explain QB Gardner Minshew II's first four-game winning streak in the NFL?,Lean Left,usa-today,0,6684be8c-9013-4742-a665-094a524de8fd,usa-today,40.78,-4.12
"Marvel at the amazing rock formations that line the route, and explore a variety of trails as you make your way through the breathtaking countryside.",Lean Left,usa-today,0,130e0323-787b-4142-8efd-3b62cf0e87e2,usa-today,40.78,-4.12
"On those summers that her kids were at home, Newman made it a priority to stock up on arts and crafts supplies and board games so the children had opportunities to find things to do other than just staring at the television, she said.",Lean Left,cnn,0,8bbf0621-6ded-4d6e-aedc-20ae10716a24,cnn,42.06,-6.28
