text,source,label,reliability,bias
Seattle police investigate new shooting near autonomous zone,reuters,0,45.18,-1.17
"Considering the negative, often false propaganda uttered by politicians hostile to Social Security and the financial services industry, and misleading media coverage, that is not surprising, that many young people have been conditioned to think they should not count on Social Security to be there when their time to retire rolls around.",reuters,1,45.18,-1.17
"In the United States, the outbreak of the new coronavirus and efforts to prepare for its possible spread have become political in a presidential election year.",reuters,0,45.18,-1.17
"John Lewis, a pioneer of the civil rights movement and long-time member of the U.S. House of Representatives, died on Friday, a passing that prompted tributes from leaders across the political spectrum.",reuters,0,45.18,-1.17
"Navalny was poisoned with a military-grade nerve agent, according to German, French and Swedish laboratories.",reuters,0,45.18,-1.17
"Once powerful Hollywood producer Harvey Weinstein was charged in Los Angeles on Monday on sex crime charges just hours after he appeared in a New York court for the start of his rape trial, which has become a focal point for the #MeToo movement.",reuters,0,45.18,-1.17
Protests erupted in Louisville and several other U.S. cities following the announcement on Wednesday that the grand jury would not bring murder charges against three police officers involved in the March 13 shooting of Taylor in her home during the execution of a search warrant.,reuters,0,45.18,-1.17
"President Donald Trump on Sunday said he was never briefed about Russian efforts to pay bounties to Taliban-linked militants to kill U.S. troops in Afghanistan, blasting a New York Times report that he was told about Moscow’s cash rewards but did not respond.",reuters,0,45.18,-1.17
Gun control activists on Monday criticized guidance issued by President Donald Trump’s administration recommending that states find that gun stores are critical businesses that can stay open during the coronavirus crisis.,reuters,0,45.18,-1.17
New York City police officer arrested after apparent chokehold arrest,reuters,0,45.18,-1.17
"Biden, who served eight years as vice president under Barack Obama, the first black U.S. president, cast himself as the candidate who best understands the longstanding pain and grief in the country’s black communities.",reuters,0,45.18,-1.17
"Trump has been eager to paint the entire Democratic field as socialists, seeking to make any eventual nominee unsavory for voters by arguing Democrats want to raise taxes, open the U.S. borders and take away private healthcare.",reuters,0,45.18,-1.17
"Leaders of the 20 biggest economies vowed on Sunday to spare no effort to supply COVID-19 drugs, tests and vaccines affordably and fairly to “all people”, reflecting worries that the pandemic could deepen divisions between the world’s rich and poor.",reuters,0,45.18,-1.17
Multiple failed attempts by Congress to repeal or replace Obamacare and a lack of assurance from the U.S. government that it will continue to provide the cost-sharing subsidies mandated under the ACA have made it difficult for insurers to make coverage plans and set premium rates for individual plans for 2018.,reuters,0,45.18,-1.17
"Tuesday’s nominating contests in New York, Kentucky and four other states featured progressives challenging older, establishment Democrats at a time of a national reckoning with racial injustice following the May 25 death of George Floyd, an unarmed Black man, while in Minneapolis police custody.",reuters,0,45.18,-1.17
"Biden said on Wednesday that a range of information had not been made available to his campaign, including the distribution plan for COVID-19 vaccines.",reuters,0,45.18,-1.17
"Putin, who has aligned himself with the Russian Orthodox Church and sought to distance Russia from liberal Western values, has proposed a shake-up of Russia’s political system that critics say may be designed to extend his grip on power after 2024, when he is due to leave the Kremlin.",reuters,0,45.18,-1.17
"Mourners filed into the historic Ebenezer Baptist Church on Monday for a public viewing for Rayshard Brooks, a Black man who lay in a gold-colored casket after being killed by an Atlanta police officer outside a restaurant ten days ago.",reuters,0,45.18,-1.17
"Protesters in New Zealand’s Auckland city sat on the road after their peaceful march as they raised clenched fists in a sign of unity, solidarity and Black Power.",reuters,0,45.18,-1.17
"In addition to temporarily sending in state police troopers and officers from neighboring jurisdictions, the FBI and federal prosecutors will add resources to prosecute criminal offenses stemming from protests, Brown said.",reuters,0,45.18,-1.17
Gun-control activists have reported a growing number of online death threats as lawmakers have passed gun control legislation ahead of the rally.,reuters,0,45.18,-1.17
U.S. President Donald Trump’s campaign believes he can turn Republicans’ biggest liability from last year’s congressional elections - the debate about the future of healthcare in America - into a winning issue for his reelection.,reuters,0,45.18,-1.17
"Protests, including in Portland, have at times erupted into arson and violence, and federal officers sent into the Northwestern city have repeatedly clashed with crowds targeting the federal courthouse there.",reuters,0,45.18,-1.17
"U.S. health insurer Anthem Inc said on Wednesday it will not offer individual Obamacare plans in Maine in 2018, citing uncertainty over government operations, including whether it will provide subsidies to reduce costs under the Affordable Care Act.",reuters,0,45.18,-1.17
"Hungarian Prime Minister Viktor Orban, a staunch anti-immigrant populist, said on Wednesday a new wave of migrants trying to cross the border from Turkey into the European Union must be stopped as far south as possible and his government was ready to help frontline Greece.",reuters,1,45.18,-1.17
"Even so, the results offer fresh evidence that concerns about women’s emotional health after an abortion shouldn’t factor into policies about legal access to these procedures, said Julia Steinberg, a researcher at the University of Maryland, College Park, who wasn’t involved in the study.",reuters,0,45.18,-1.17
"Retailers, pharmacies, liquor stores and other merchants across the United States are gobbling up insurance that protects buildings from damage caused by societal unrest, worried about possible street violence after the U.S. presidential election, insurers and brokers told Reuters.",reuters,1,45.18,-1.17
"Authorities are investigating seven fires set in violent protests in Washington over the weekend, and one person has been arrested and charged, said Regina Lombardo, acting director of the U.S. Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",reuters,0,45.18,-1.17
"Floyd died after a white police officer, Derek Chauvin, knelt on his neck for nearly nine minutes while detaining him on May 25.",reuters,0,45.18,-1.17
"A victory by Biden and his vice presidential running mate Kamala Harris, who favor increased gun regulation, could further stoke demand for firearms - and shares of firearms makers - particularly if Democrats wrest control of the Senate from Republicans, giving them majorities in both houses of Congress and making it easier to approve legislation.",reuters,0,45.18,-1.17
"Democratic Rep. Gwen Moore of Wisconsin, a member of the Congressional Black Caucus, says the GOP is risking Americans’ health and safety for “the economic outcomes Trump desires.”",msnbc,0,34.51,-14.03
"In June, an explosive early morning fire rocked the Philadelphia Energy Solutions refinery, terrifying nearby residents.",msnbc,0,34.51,-14.03
"While Pence and the president have tried to paint a rosier picture of the virus and project a return to normalcy, some members of the task force are eager to resume appearances from White House grounds",msnbc,1,34.51,-14.03
"But decades of study have shown no link at all, and scientists are becoming increasingly impatient with the refusal to accept their findings.",msnbc,0,34.51,-14.03
"As coronavirus outbreak continues, Trump fails to inspire confidence",msnbc,1,34.51,-14.03
"While a number of transgender advocates and LGBTQ health experts applauded P&G’s decision to redesign the Always packaging by removing the female signs, the company’s announcement sparked criticism online, including a bounty of transphobic commentary.",msnbc,1,34.51,-14.03
"A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees, finding the policy likely “unlawful.”",msnbc,0,34.51,-14.03
"In a series of early morning tweets on July 26, 2017, that reportedly took the Department of Defense by surprise, President Donald Trump announced that he was reinstating the repealed ban on transgender military service.",msnbc,0,34.51,-14.03
"In fact, the scenario of killing babies after they're born that Trump depicted was ridiculously false.",msnbc,1,34.51,-14.03
The ideas promoted by anti-vaccination groups — which rely on pseudoscience and conspiracy theories about the government and pharmaceutical companies — are false.,msnbc,0,34.51,-14.03
"While low unemployment and steadily — if slowly — rising wages have improved the fortunes of lower-income Americans, these gains pale in comparison to the investment gains realized by the wealthy few.",msnbc,0,34.51,-14.03
A Guatemalan mom who says she sustained severe chemical burns and was sexually assaulted in front of her young daughter during a kidnapping in Mexico is asking the U.S. government to let her into the country while her asylum case plays out.,msnbc,0,34.51,-14.03
"Before they decide whether to let this stand, congressional Republicans should probably have an uncomfortable conversation.",msnbc,1,34.51,-14.03
"Senators voted to shelve the bill for the year and ask the state crime commission to study the issue, an outcome that drew cheers from a committee room packed with gun advocates.",msnbc,0,34.51,-14.03
"This unholy, unscientific alliance of right-wingers, COVID-19 truthers and anti-vaxxers became very clear recently following the viral spread of an anti-COVID-19 propaganda movie called “Plandemic,” featuring disgraced scientist-turned-anti-vaxxer ...",msnbc,1,34.51,-14.03
"In an echo of her iconic 1995 speech in Beijing as First Lady, where she declared that ""human rights are women's rights and women's rights are human rights,"" Secretary of State Hillary Rodham Clinton delivered a speech on Dec. 6, 2011, to the United Nations declaring, ""Gay rights are human rights, and human rights are gay rights.""",msnbc,0,34.51,-14.03
"Yes, there may still be time for the union's membership to change its thinking if the players reject the proposal, but at least one marketing expert said a ""no"" vote now could mean short- and long-term disaster.",msnbc,0,34.51,-14.03
"In an era in which domestic terrorism is an increasingly deadly societal scourge, it’s dangerous when a sitting American president lies to rabid followers with tales of infants being executed in medical facilities.",msnbc,1,34.51,-14.03
"In a September executive order, President Donald Trump gave states and local governments the right to reject refugees, but instead of saying no, most state and local officials have blindsided the administration by opting in, according to two former officials familiar with the matter.",msnbc,1,34.51,-14.03
Pompeo appeared hopelessly lost when WSMV’s Nancy Amon was far better prepared for an interview than he was.,msnbc,1,34.51,-14.03
Other protests in 2019 included swimmers from Australia and Britain refusing to join world championship gold medalist Sun Yang on the podium because the Chinese star has been implicated in doping violations.,msnbc,0,34.51,-14.03
"Track and field athletes don’t typically earn the lucrative salaries seen in the NBA, NFL, tennis or international soccer.",msnbc,0,34.51,-14.03
"Trump has threatened to deploy active-duty forces to combat protesters in U.S. cities, drawing rebukes from political leaders in both parties.",msnbc,0,34.51,-14.03
"The nation's chief diplomat didn't seem to agree, however. He complained about the line of inquiry and complained about the Obama administration for a while.",msnbc,1,34.51,-14.03
The Trump administration has continued to deny climate change findings and make scientific reports inaccessible to the public.,msnbc,0,34.51,-14.03
"With more than 80,000 reported cases of the disease, the viral outbreak continues to create uncertainty about future competitions, from track and field and Formula 1 to the ultimate global event, the 2020 Tokyo Olympics.",msnbc,0,34.51,-14.03
"The result was a mess: car manufacturers, which had already begun taking steps to comply with the Obama-era tough fuel-efficiency standards for the auto industry, faced the prospect of having to make different vehicles to sell in different parts of the country.",msnbc,0,34.51,-14.03
LGBTQ health experts said Always's decision to remove the female signs from its products is an ostensibly small change that may have significant consequences for trans and nonbinary people.,msnbc,0,34.51,-14.03
A bill proposed by a group of Republican lawmakers on Wednesday that would have amended the Iowa Civil Rights Act by removing protections against discrimination for transgender people is dead,msnbc,0,34.51,-14.03
"There was a point a few years ago at which some GOP officials, fearing a backlash in response to the “war on women,” pretended to be pro-choice and used highly deceptive rhetoric about contraception as a way to improve their electoral prospects.",msnbc,1,34.51,-14.03
"Nelson and her attorneys, two of whom are from the Alliance Defending Freedom — a conservative Christian legal group that has fought against LGBTQ rights for decades — are asking the court to block enforcement of the Louisville law, known as a fairness ordinance, so Nelson would not have to photograph same-sex weddings.",msnbc,0,34.51,-14.03
"Trump again drew a misleading comparison between the coronavirus and the seasonal flu, telling his supporters that ""35,000 on average each year die from the flu, that's a lot of people.""",msnbc,1,34.51,-14.03
The increasingly bitter dispute between American women’s national soccer team and the U.S. Soccer Federation spilled onto the field Wednesday night when players wore their warm-up jerseys inside outin a protest before their 3-1 victory over Japan.,msnbc,0,34.51,-14.03
"Currently, women make up only about a quarter of workers in STEM careers, and they earn considerably less than men.",msnbc,0,34.51,-14.03
"Before the shooting death of women's rights activist and artist Isabel Cabanillas de la Torre in Ciudad Juarez, Mexico, human rights attorneys and others already had noted several years of rising femicides in the border city.",msnbc,0,34.51,-14.03
"President Donald Trump said Monday that he is looking at a possible payroll tax cut, along with other measures, to help American workers and boost the economy, which has been hit hard by the coronavirus outbreak.",msnbc,0,34.51,-14.03
"The New York Times recently published a fairly detailed fact-check of these Trump World arguments that democrats don’t mind executing babies after birth, and not surprisingly, the rhetoric is irresponsibly wrong.",msnbc,1,34.51,-14.03
"...immigrants as criminals and eugenics, all of which were once considered fringe and extreme. White nationalists embrace white supremacist and white separatist views.",msnbc,1,34.51,-14.03
The votes come as a new conservative majority on the nation’s highest court has made abortion rights supporters nervous. ,msnbc,0,34.51,-14.03
"The No. 1 vaccine refusal hotspot is in New York, a new report from the Blue Cross Blue Shield Association finds.",msnbc,0,34.51,-14.03
"In practical terms, Trump wants to make the transition from dramatically curtailing refugee admissions to effectively ending refugee admissions.",msnbc,1,34.51,-14.03
"The SPLC last year released hundreds of emails of Stephen Miller,the architect of Trump’s immigration policies such as the child-parent separations at the border and the Muslim ban, in which he cited and promoted ""explicitly white nationalist websites.""",msnbc,0,34.51,-14.03
"Gun control groups hit back, saying the closures are strictly a public health matter — even as a number of sympathetic Democratic governors acknowledge bowing to pressure from lawsuits and the Trump administration.",msnbc,1,34.51,-14.03
"This group is small but vocal, and represents a predictable if threatening merging of forces.",msnbc,1,34.51,-14.03
Coronavirus: E.U. blasts Trump's travel ban as it unleashes chaos and confusion.,msnbc,1,34.51,-14.03
"Indeed, just this week, Donald Trump, who once said the climate crisis was a hoax concocted by the Chinese, marveled at cold temperatures throughout the Midwest, convinced that the frigid weather is evidence of … something.",msnbc,1,34.51,-14.03
"If she doesn't want to thank him for his honorable service, that's her business, but these ugly attempts at smearing him are unbecoming of those in positions of authority.",msnbc,1,34.51,-14.03
"But the new restrictions on H-2A visas could leave West Coast farmers in the lurch just as they are preparing to harvest lettuce, cabbage, broccoli, celery and strawberries, said Dave Puglia, president and CEO of the Western Growers Association.",msnbc,0,34.51,-14.03
"Democrats really don’t want to spend billions of taxpayer dollars on a giant, ineffective border wall, so if Trump were try to come up with an offer designed to entice them, he’d have to propose something that would be (a) enormous; and (b) wildly unpopular among Republicans.",msnbc,1,34.51,-14.03
"Despite achieving a historic position of leadership in the highest level of national football, Sowers said she experienced LGBTQ discrimination in sports while in college, when was rejected from a volunteer coaching job because of her “lifestyle.”",msnbc,0,34.51,-14.03
"In practice, that means it's hard to trust Bezos' pledge when Amazon, the source of his wealth, has been aggressively courting oil and gas companies with its cloud computing services and threatened workers who campaigned for stronger climate action with dismissal. ",msnbc,1,34.51,-14.03
"But one glaring absentee was Trump, who not only declined an invitation but failed to send any American representative at all.",msnbc,1,34.51,-14.03
"House Democrats introduced a sweeping policing reform measure on Thursday named for George Floyd, in an effort to take action after his death and the resulting worldwide protests over racism and police brutality.",msnbc,0,34.51,-14.03
"Protecting pregnant women, new mothers and children is about more than scoring political points with anti-choice legislation.",msnbc,0,34.51,-14.03
"Republicans argued that children need a parent's permission to go on a school field trip and can't go to an R-rated movie without a parent or guardian, so it makes no sense to make a life-altering decision about abortion on their own.",msnbc,0,34.51,-14.03
"Donald Trump announced at the time that the Environmental Protection Agency would be led, at least temporarily, by Andrew Wheeler – a former lobbyist for, among others, Murray Energy, one of the nation’s largest coal companies and former chief counsel for Sen. James Inhofe (R-Okla.), one of the nation’s preeminent climate deniers.",msnbc,0,34.51,-14.03
The justices threw out a challenge from gun rights groups.,msnbc,0,34.51,-14.03
"But even if there was a president in the Oval Office who took the issue seriously, there’s still a do-nothing Senate to contend with.",msnbc,1,34.51,-14.03
Republicans and gun-rights groups have pledged stiff resistance.,msnbc,0,34.51,-14.03
"Trump was widely criticized after National Guard troops and other federal forces drove peaceful protesters from the area around the White House on Monday before he and other administration officials walked to a nearby church, which had been damaged the night before, to pose holding a BIble. ",usa-today,1,40.78,-4.12
"Marshae Jones, 27, was arrested and indicted on the count of manslaughter for failing to remove herself from harm's way in a shooting last year that caused the death of her unborn child.",usa-today,0,40.78,-4.12
An hourlong oral argument Wednesday inside the Supreme Court could go a long way toward reversing abortion rights in the USA. ,usa-today,0,40.78,-4.12
Trump has presided over a solid economy since taking office in 2017 but mischaracterized the state of the economy under President Obama and overstated his accomplishments. ,usa-today,0,40.78,-4.12
It’s a new decade and women now hold more jobs than men but they also still hold onto the majority of household duties.,usa-today,0,40.78,-4.12
One of soccer's most infamous match-fixing cases was settled Thursday when a referee notorious for corrupt calls was banned for life.,usa-today,0,40.78,-4.12
"Democrats and Republicans stood and applauded after Illinois Rep. Rodney Davis, the top Republican on the House Administration Committee, saluted Haaland for making history as the first Native American woman to preside over the chamber.",usa-today,0,40.78,-4.12
Elizabeth Banks pointed out that knowing what other women and men are making in Hollywood is essential to making pay equitable across gender lines. ,usa-today,0,40.78,-4.12
"Oxford chose ""climate emergency"" as the word of the year from a short list of words that were all related to the environment, such as climate crisis, eco-anxiety, ecocide, global heating and climate action.",usa-today,0,40.78,-4.12
"Parent borrowing is a sacrifice many black parents make to pay for their children’s college education, and it is especially prevalent among families whose children attend historically black colleges and universities.",usa-today,1,40.78,-4.12
President-elect Joe Biden campaigned to have a government as diverse as America.,usa-today,0,40.78,-4.12
"In the runup to the 2018 midterm elections, President Donald Trump often railed against the caravans of migrants from Central America making their way to the U.S. to request asylum.",usa-today,1,40.78,-4.12
James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system. ,usa-today,0,40.78,-4.12
"The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.",usa-today,0,40.78,-4.12
"Measles is so contagious that 90 percent of unvaccinated people who come in contact with an infected person will get the virus, according to the Centers for Disease Control and Prevention.",usa-today,0,40.78,-4.12
"History is on review as the 21st century's latest civil rights movement catches fire, smoldering embers fanned by the death in police hands of George Floyd on Memorial Day.",usa-today,0,40.78,-4.12
NBA players once again will be sharing personal stories this weekend during All-Star festivities — and using basketball shoes as a platform to get their message out.,usa-today,0,40.78,-4.12
"Just because our attention is on the coronavirus, that doesn't mean the elephant in the room — climate change — is going anywhere.",usa-today,0,40.78,-4.12
"Though his mother, Di-Anne, already had $40,000 in student loans from her own graduate school education, she has taken out $42,000 in Parent PLUS Loans for Aaron – and she had kept him in the dark about the cost.",usa-today,0,40.78,-4.12
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.",usa-today,0,40.78,-4.12
"The current travel ban, which the administration re-worked during a series of court challenges, indefinitely suspends the issuance of immigrant and non-immigrant visas to applicants from Libya, Iran, Somalia, Syria, Yemen, North Korea and Venezuela.",usa-today,0,40.78,-4.12
"Microsoft has announced an ambitious effort to make voting secure, verifiable and subject to reliable audits by registering ballots in encrypted form so they can be accurately and independently tracked long after they are cast.",usa-today,0,40.78,-4.12
"President Donald Trump said Wednesday he plans to add yet-to-be-named countries to his divisive travel ban, an intensely contested policy that roiled his early days in the White House.",usa-today,0,40.78,-4.12
"Peace was one of many transgender service members who spoke out against Trump after he announced on Twitter in July 2017 that the military would no longer allow transgender individuals ""to serve in any capacity."" ",usa-today,0,40.78,-4.12
The 2016 election of Donald Trump as president so outraged large groups of women that they protested against him in record numbers the day after his inauguration.,usa-today,0,40.78,-4.12
"The president has called for a tough response to the protests in order to ""dominate the streets"" and has threatened to call in active-duty troops to quell unrest in cities where local authorities were unable to do so. ",usa-today,0,40.78,-4.12
"Like many Americans also crippled by student loans, Brewster’s been making sacrifices since she graduated: She put off her wedding for two years and once she and her husband, Ryan, finally got married in November 2018, they decided they couldn’t afford a honeymoon.",usa-today,1,40.78,-4.12
Trump seemed perturbed by the three reporters' willingness to cooperate by allowing their colleagues to finish their question even as the president tried to move on. ,usa-today,0,40.78,-4.12
Rep. Alexandria Ocasio-Cortez claimed her seat in the House of Representatives after challenging a long-time incumbent with a message of shaking up the status quo.,usa-today,0,40.78,-4.12
"Democratic presidential hopeful Cory Booker on Monday unveiled a sweeping plan to reduce gun violence that includes establishing a national gun licensing program, limiting individual purchases of firearms to one per month, and placing a ban on assault weapons and high-capacity magazines.",usa-today,0,40.78,-4.12
"Amid the pandemic, the Trump campaign said religion is essential for providing critical fellowship among communities.",usa-today,0,40.78,-4.12
"After threatening Iran in a series of tweets hours earlier, Trump seemed eager to lower tensions.",usa-today,0,40.78,-4.12
"After health officials near Portland, Oregon, declared a public health emergency over a measles outbreak that affects mostly young children, the viral infection continues to spread.",usa-today,0,40.78,-4.12
An avowed white supremacist pleaded guilty on Monday for planning bomb and shooting attacks at a synagogue and LGBTQ bar in Las Vegas. ,usa-today,0,40.78,-4.12
"An Iranian student traveling to East Lansing, Michigan, to start his first week at Michigan State University was forced by federal agents to return to his home country.",usa-today,0,40.78,-4.12
Democrats have seethed as they helplessly watched the Trump administration undo or block a slew of Obama-era environmental proposals during the past two years.,usa-today,1,40.78,-4.12
Senate Majority Leader Mitch McConnell shredded a House Democratic anti-corruption proposal on Wednesday over a provision that would make going to the polls a national holiday.,usa-today,1,40.78,-4.12
Federal prosecutors charged a 26-year-old U.S. Army veteran who they say expressed support for the Islamic State with plotting to bomb a local white nationalists rally.,usa-today,0,40.78,-4.12
"People who choose not to vaccinate has emerged into a global health threat in 2019, said the World Health Organization.",usa-today,0,40.78,-4.12
Sen. Elizabeth Warren wants to raise Social Security benefits by $200 per month for roughly 64 million recipients by raising taxes on the top 2% of earners in the country.,usa-today,0,40.78,-4.12
The Trump administration shelved a document created by the nation's top disease investigators with step-by-step advice to local authorities on how and when to reopen restaurants and other public places during the still-raging coronavirus outbreak,usa-today,0,40.78,-4.12
"And if history is any guide, shootings often spur interest in gun laws, including red flag bills.",usa-today,0,40.78,-4.12
"Retailers are ramping up hiring for positions ranging from the warehouse to the checkout counter, as delivery and service workers increasingly become indispensable to Americans largely confined to their homes because of concerns about the coronavirus.",usa-today,0,40.78,-4.12
But there may be a more innocuous place for white supremacist propaganda to spread: Amazon currently sells multiple books that espouse racist and white supremacist ideologies on its platform.,usa-today,1,40.78,-4.12
"Sen. Elizabeth Warren, the Democratic presidential contender, called for eliminating the Electoral College in a Monday town hall in Mississippi.",usa-today,0,40.78,-4.12
"Velasquez, 27, is among the nearly 700,000 undocumented young people who were brought to the USA as children and rely on the Deferred Action for Childhood Arrivals program, or DACA, that President Donald Trump wants to terminate.",usa-today,0,40.78,-4.12
"But even after contracting a life-threatening infection that might have been prevented by a vaccine, his family stood firm on their anti-vax stance. ",usa-today,0,40.78,-4.12
Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. ,usa-today,0,40.78,-4.12
"Just days after Missouri Gov. Mike Parson signed a bill that bans abortions at or beyond the eighth week of pregnancy, Planned Parenthood said the state threatened to not renew its license for the state's lone abortion clinic.",usa-today,0,40.78,-4.12
"A Minnesota Catholic leader on Wednesday rejected remarks made by a priest who called Islam the ""greatest threat in the world"" to the United States and Christianity.",usa-today,0,40.78,-4.12
Most of the Democratic presidential candidates have prioritized tackling the nation’s staggering student debt crisis and many have called for some form of debt forgiveness.,usa-today,0,40.78,-4.12
But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to mislead people in a way that goes beyond simply taking clips of speech out of context.,usa-today,0,40.78,-4.12
"As the COVID-19 virus spreads in the USA and around the world, officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion.",usa-today,0,40.78,-4.12
A push by Virginia Democrats to loosen restrictions on late-term abortions is erupting into a fierce partisan clash as video of a legislative hearing goes viral.,usa-today,1,40.78,-4.12
"The Pro Football Hall of Fame's Centennial class of 2020 is set, and among the 15 honorees selected was former NFL commissioner Paul Tagliabue, who helped lead the league to new heights during his tenure from 1989-2006.",usa-today,0,40.78,-4.12
"A Gallup poll reports that women are still more likely to do laundry, clean the house, do grocery shopping, prepare meals, wash dishes and make decisions about furniture and decorations – even among younger generations who are reportedly more egalitarian as ever.",usa-today,0,40.78,-4.12
"President Donald Trump said Friday he has drawn historic lessons from an unusual source, none other than Richard Nixon – but then he quickly argued he hasn't followed all the examples of the only U.S. president to be forced to resign his office.",usa-today,0,40.78,-4.12
Harris criticized Trump for not condemning white supremacy at various points during his presidency.,usa-today,0,40.78,-4.12
