text,label,source,reliability,bias,source_bias,date
"These were some of the unlikely stories that ""Bishop Johnson"" posted on the web site of his Heart of Fire Church, in a rural county south of Louisville.",0.5454545454545454,nbc-news,43.21,-5.79,left-center,2017-12-15
Those tales were largely debunked in a Kentucky Center for Investigative Reporting expose that revealed that Johnson was accused by a then 17-year-old Maranda Richmond of drunkenly sexually assaulting her on New Year's Eve 2012.,0.45454545454545453,nbc-news,43.21,-5.79,left-center,2017-12-15
"Johnson, a 57-year-old Republican who represented mostly rural Bullitt County, denied the allegation Tuesday during a news conference at his church.",0.2727272727272727,nbc-news,43.21,-5.79,left-center,2017-12-15
He also defied bipartisan calls for him to resign.,0.2727272727272727,nbc-news,43.21,-5.79,left-center,2017-12-15
"""This allegation concerning this lady, this young girl, absolutely has no merit, these are unfounded accusations, totally,"" he said.",0.2727272727272727,nbc-news,43.21,-5.79,left-center,2017-12-15
"But a little after 7 p.m. Wednesday, Johnson killed himself with a gunshot to the head, police said, about two hours after posting another strident denial on a since-deleted Facebook post in which he also wrote that post-traumatic stress disorder fro",0.5454545454545454,nbc-news,43.21,-5.79,left-center,2017-12-15
"""I cannot handle it any longer .",0.45454545454545453,nbc-news,43.21,-5.79,left-center,2017-12-15
"BUT HEAVEN IS MY HOME,"" he wrote.",0.45454545454545453,nbc-news,43.21,-5.79,left-center,2017-12-15
"Not long after his death was ruled a suicide, Johnson's wife, Rebecca, who is the ""pastor"" of their church, announced Thursday that she will run for his seat and called her husband's death a ""high-tech lynching based on lies and half-truths.""",0.8181818181818182,nbc-news,43.21,-5.79,left-center,2017-12-15
KCIP found that Johnson's claim that he had brought a dead woman back to life while serving as a missionary in South America was based on a letter written by another preacher who admitted he hadn't seen the supposed miracle and only heard about it.,0.36363636363636365,nbc-news,43.21,-5.79,left-center,2017-12-15
"And while the Kentucky reporters found records that placed Johnson in New York City on or around 9/11, it's unlikely he watched a plane crash into one of the Twin Towers from ""The New Yorker Hotel,"" as he claimed on the web site.",0.2727272727272727,nbc-news,43.21,-5.79,left-center,2017-12-15
"The Wyndham New Yorker Hotel is not a mile away, as Johnson wrote.",0.2727272727272727,nbc-news,43.21,-5.79,left-center,2017-12-15
"It's about three miles north of Ground Zero, in Midtown Manhattan.",0.5454545454545454,nbc-news,43.21,-5.79,left-center,2017-12-15
"Before his suicide, Johnson made national news during his campaign for posting racist remarks online about former President Barack Obama and Michelle Obama.",0.7272727272727273,nbc-news,43.21,-5.79,left-center,2017-12-15
That didn't stop him from getting elected last year in an overwhelmingly white and conservative corner of Kentucky.,0.5454545454545454,nbc-news,43.21,-5.79,left-center,2017-12-15
"Johnson claimed to have a ""doctorate of divinity"" from a Des Moines, Iowa, bible school.",0.36363636363636365,nbc-news,43.21,-5.79,left-center,2017-12-15
The Kentucky Center for Investigative Reporting found no evidence to support that.,0.45454545454545453,nbc-news,43.21,-5.79,left-center,2017-12-15
"Matt Bevin, Rand Paul Respond to Dan Johnson's Death",0.6363636363636364,time-magazine,41.12,-7.42,left-center,2017-12-15
"After Kentucky State Rep. Dan Johnson died Wednesday in an apparent suicide amid allegations that he sexually assaulted a teenager, politicians in the state called for kindness and an end to ""nasty, vulgar comments"" about Johnson's death.",0.7272727272727273,time-magazine,41.12,-7.42,left-center,2017-12-15
The allegations against Johnson surfaced in an investigation published by the Kentucky Center for Investigative Reporting.,0.45454545454545453,time-magazine,41.12,-7.42,left-center,2017-12-15
"Maranda Richmond, who did not respond to TIME's request for comment on Thursday, told the news organization that Johnson molested her on New Year's Eve in 2012 when he was a pastor at the Heart of Fire Church.",0.36363636363636365,time-magazine,41.12,-7.42,left-center,2017-12-15
"The Kentucky Center for Investigative Reporting said it corroborated her account with her family members, Facebook messages she sent to Johnson and notes from her therapist.",0.5454545454545454,time-magazine,41.12,-7.42,left-center,2017-12-15
Richmond said that she reported the incident to the Louisville police in 2013.,0.36363636363636365,time-magazine,41.12,-7.42,left-center,2017-12-15
"Police investigated the matter, but never pressed charges.",0.6363636363636364,time-magazine,41.12,-7.42,left-center,2017-12-15
Louisville police did not immediately respond to TIME's request for comment.,0.36363636363636365,time-magazine,41.12,-7.42,left-center,2017-12-15
"After the allegations broke, Kentucky lawmakers on both sides of the aisle called for Johnson to resign.",0.5454545454545454,time-magazine,41.12,-7.42,left-center,2017-12-15
"At a press conference on Tuesday, Johnson denied the allegations and vowed to stay in the Kentucky House of Representatives.",0.5454545454545454,time-magazine,41.12,-7.42,left-center,2017-12-15
He was found dead on Wednesday night.,0.7272727272727273,time-magazine,41.12,-7.42,left-center,2017-12-15
"Paul Ham, the chairman of the Bullit County GOP, criticized the Kentucky Center for Investigative Reporting in a Thursday interview with the Washington Post.",0.36363636363636365,time-magazine,41.12,-7.42,left-center,2017-12-15
"""The story was based on hearsay: no arrest, no conviction, no jail time,"" he said.",0.45454545454545453,time-magazine,41.12,-7.42,left-center,2017-12-15
"""Back when the Constitution meant something, a man could stand before a jury of his peers.",0.45454545454545453,time-magazine,41.12,-7.42,left-center,2017-12-15
"But now, it's just, 'Let's just make some accusations and run with it.'",0.5454545454545454,time-magazine,41.12,-7.42,left-center,2017-12-15
"We're in a very bad place.""",0.36363636363636365,time-magazine,41.12,-7.42,left-center,2017-12-15
"Others, like Republican Reps. Wesley Morgan and Jeff Hoover, seemed to echo Ham's sentiment.",0.5454545454545454,time-magazine,41.12,-7.42,left-center,2017-12-15
"Hoover resigned as the House's Speaker last month (but kept his seat in the chamber) following allegations of sexual harassment, which he denied.",0.8181818181818182,time-magazine,41.12,-7.42,left-center,2017-12-15
"Michael Skoler, the president of Louisville Public Media, which owns the Kentucky Center for Investigative Reporting, said that it was ""deeply sad"" over Johnson's death, but noted that Johnson had declined their numerous requests to speak about Rich",0.8181818181818182,time-magazine,41.12,-7.42,left-center,2017-12-15
Other state lawmakers called for kindness in the wake of Johnson's death.,0.7272727272727273,time-magazine,41.12,-7.42,left-center,2017-12-15
"On Thursday afternoon, Johnson's widow said she wanted to take his seat in the Kentucky House.",0.2727272727272727,time-magazine,41.12,-7.42,left-center,2017-12-15
Widow of Kentucky State Rep. Dan Johnson says she'll pursue his seat,0.6363636363636364,fox-news,35.44,11.06,right,2017-12-15
"The wife of Kentucky State Rep. Dan Johnson, who killed himself on Wednesday amid a bombshell report's accusations of sexual assault, announced Thursday that she would pursue her husband's seat, saying ""his fight will go on.""",0.7272727272727273,fox-news,35.44,11.06,right,2017-12-15
"Dan Johnson, a preacher and a Republican, committed suicide Wednesday on a bridge in Mt.",0.6363636363636364,fox-news,35.44,11.06,right,2017-12-15
"Washington, according to Bullitt County Sheriff Donnie Tinnell.",0.2727272727272727,fox-news,35.44,11.06,right,2017-12-15
"The coroner confirmed that Johnson died of a single gunshot wound to the head, and the weapon was found near the 57-year-old's body.",0.7272727272727273,fox-news,35.44,11.06,right,2017-12-15
"The statement from Johnson's widow, Rebecca, said she was running for the position because ""these high-tech lynchings based on lies and half-truths can't be allowed to win the day.""",0.5454545454545454,fox-news,35.44,11.06,right,2017-12-15
"""Dan is gone but the story of his life is far from over,"" she said.",0.6363636363636364,fox-news,35.44,11.06,right,2017-12-15
His death occurred just days after the Kentucky Center for Investigative Reporting published a detailed set of allegations from a woman who claimed that Johnson sexually assaulted her when she was 17.,0.5454545454545454,fox-news,35.44,11.06,right,2017-12-15
"The lawmaker denied the accusations on Tuesday, calling them ""totally false.""",0.6363636363636364,fox-news,35.44,11.06,right,2017-12-15
"He said they were part of a nationwide strategy for defeating conservative Republicans, referencing claims also made against Republican Alabama Senate candidate Roy Moore.",0.36363636363636365,fox-news,35.44,11.06,right,2017-12-15
"But the next day, Johnson posted an ominous message on his Facebook page, part of which prompted his family to report him missing, the sheriff said Thursday.",0.5454545454545454,fox-news,35.44,11.06,right,2017-12-15
"In the post, he asked for people to take care of his wife and wrote that post-traumatic stress disorder ""is a sickness that will take my life, I cannot handle it any longer.",0.5454545454545454,fox-news,35.44,11.06,right,2017-12-15
"It has won this life, BUT HEAVEN IS MY HOME.""",0.45454545454545453,fox-news,35.44,11.06,right,2017-12-15
The post appears to have been removed.,0.6363636363636364,fox-news,35.44,11.06,right,2017-12-15
"The woman who made the accusations against Dan Johnson, Maranda Richmond, said she attended a New Year's Eve party at his house in 2012.",0.6363636363636364,fox-news,35.44,11.06,right,2017-12-15
"She reportedly fell asleep on the couch, and in the early hours of Jan. 1, 2013, claimed she woke up to him kneeling over her and alleged he assaulted her.",0.5454545454545454,fox-news,35.44,11.06,right,2017-12-15
Richmond said that she reported the episode but Louisville police closed the case without charges.,0.6363636363636364,fox-news,35.44,11.06,right,2017-12-15
The case has since been reopened.,0.36363636363636365,fox-news,35.44,11.06,right,2017-12-15
"Johnson was elected to the State Legislature in 2016, part of a wave of Republican victories that gave the GOP control of the Kentucky House of Representatives for the first time in nearly 100 years.",0.45454545454545453,fox-news,35.44,11.06,right,2017-12-15
"The pastor of Heart of Fire church in Louisville, Johnson sponsored a number of bills involving religious liberty and teaching the Bible in public schools.",0.2727272727272727,fox-news,35.44,11.06,right,2017-12-15
But he was mostly out of the spotlight until the investigative story broke.,0.2727272727272727,fox-news,35.44,11.06,right,2017-12-15
Widow of Kentucky state rep Dan Johnson plans to run for his seat,0.14545454545454542,rare,,,right-center,2017-12-15
"""Dan is gone,"" says Rebecca Johnson, wife of deceased Kentucky state rep Dan Johnson, ""but the story of his life is far from over.""",0.29090909090909095,rare,,,right-center,2017-12-15
Rep. Dan Johnson took his life on a bridge in Mt.,0.509090909090909,rare,,,right-center,2017-12-15
"Washington, Kentucky on Wednesday.",0.07272727272727271,rare,,,right-center,2017-12-15
"Now, according to WRAL, his widow plans to run for the office he vacated with a handgun.",0.6545454545454544,rare,,,right-center,2017-12-15
RELATED: An investigation into a state lawmaker accused of child molestation has ended with a single gunshot,0.5818181818181819,rare,,,right-center,2017-12-15
Johnson stood accused of molestation of a 17-year-old girl in an apartment underneath the Heart of Fire City Church's Fellowship Hall on New Year's Eve 2012.,0.43636363636363645,rare,,,right-center,2017-12-15
An investigation by the Kentucky Center for Investigative Reporting found that a case to the allegations was closed.,0.29090909090909095,rare,,,right-center,2017-12-15
"Following their report and an on-the-record interview with alleged victim Maranda Richmond, who is now 21, police reopened the case.",0.14545454545454542,rare,,,right-center,2017-12-15
No charges were filed before Johnson took his life.,0.29090909090909095,rare,,,right-center,2017-12-15
"""These high-tech lynchings based on lies and half-truths can't be allowed to win the day,"" said Rebecca Johnson, who stood by her husband's side as he dismissed the molestation allegations in a press conference on Tuesday.",0.43636363636363645,rare,,,right-center,2017-12-15
"That press conference saw Rep. Johnson say he was ""mad as can be"" about the charges, which he said were made into ""political stones and political rocks.""",0.5818181818181819,rare,,,right-center,2017-12-15
"He said the allegations against him were ""something that's totally false.""",0.43636363636363645,rare,,,right-center,2017-12-15
"Rebecca Johnson says she has stood by her husband's side for 30 years and plans to continue his ""fight.""",0.509090909090909,rare,,,right-center,2017-12-15
"In expressing their condolences, Louisville Public Media, which oversees the Kentucky Center for Investigative Reporting, says they contacted Johnson several times in the course of writing their story, which called Johnson's life a ""long con"" and a ",0.509090909090909,rare,,,right-center,2017-12-15
"They say they did not receive a response, but added:",0.43636363636363645,rare,,,right-center,2017-12-15
"All of us at Louisville Public Media are deeply sad to hear that State Representative Dan Johnson has died, apparently of suicide.",0.29090909090909095,rare,,,right-center,2017-12-15
"We grieve for his family, friends, church community and constituents.",0.07272727272727271,rare,,,right-center,2017-12-15
Our Kentucky Center for Investigative Reporting released a report on Johnson this week.,0.14545454545454542,rare,,,right-center,2017-12-15
"Our aim, as always, is to provide the public with fact-based, un3 reporting and hold public officials accountable for their actions.",0.14545454545454542,rare,,,right-center,2017-12-15
"As part of our process, we reached out to Representative Johnson numerous times over the course of a seven-month investigation.",0.14545454545454542,rare,,,right-center,2017-12-15
Wife to run for seat of Kentucky lawmaker who killed self,0.36363636363636365,daily-mail,31.81,4.17,right,2017-12-15
The widow of the Kentucky lawmaker who killed himself after a sexual assault allegation surfaced this week said she will run for his seat because he was pushed to suicide by 'high-tech lynching mobs'.,0.8,daily-mail,31.81,4.17,right,2017-12-15
"In a statement on Thursday, the day after Dan Johnson's suicide, Rebecca Johnson said she has been fighting behind her husband for 30 years and 'his fight will go on.'",0.36363636363636365,daily-mail,31.81,4.17,right,2017-12-15
"'Dan is gone but the story of his life is far from over,' she said.",0.29090909090909095,daily-mail,31.81,4.17,right,2017-12-15
'These high-tech lynchings based on lies and half-truths can't be allowed to win the day.',0.6545454545454544,daily-mail,31.81,4.17,right,2017-12-15
"Johnson, who is best known for a racist comment likening Barack and Michelle Obama to monkeys, shot himself Wednesday night near a road in a secluded area.",0.36363636363636365,daily-mail,31.81,4.17,right,2017-12-15
"Two days earlier, the Kentucky Center for Investigative Reporting published a story detailing allegations that he sexually assaulted a 17-year-old girl in his basement in 2013.",0.43636363636363645,daily-mail,31.81,4.17,right,2017-12-15
"On Monday the paper published a graphic account quoting Maranda Richmond as saying that Johnson had sexually assaulted her in his basement on January 1, 2013.",0.36363636363636365,daily-mail,31.81,4.17,right,2017-12-15
"According to court documents, Richmond was living at Heart of Fire City Church accommodations.",0.43636363636363645,daily-mail,31.81,4.17,right,2017-12-15
"Richmond said the married lawmaker groped her and stuck his tongue in her mouth, then put his hand down her pants and slipped it inside her vagina.",0.5818181818181819,daily-mail,31.81,4.17,right,2017-12-15
"She said she begged him to stop, but Johnson kept telling her she would like it.",0.509090909090909,daily-mail,31.81,4.17,right,2017-12-15
"Eventually, he left and she slipped away early that morning before he woke up.",0.509090909090909,daily-mail,31.81,4.17,right,2017-12-15
Richmond went to the police.,0.43636363636363645,daily-mail,31.81,4.17,right,2017-12-15
"Records show investigators with the Louisville Metro Police Department recorded a phone call between Johnson and Richmond's father, Clifford, in which Johnson said he 'couldn't imagine doing that to Maranda.'",0.29090909090909095,daily-mail,31.81,4.17,right,2017-12-15
Police documents obtained by the Kentucky Center for Investigative Reporting show a detective closed the case because Richmond would not cooperate.,0.21818181818181823,daily-mail,31.81,4.17,right,2017-12-15
"Richmond denied this, saying she never once wanted to stop the investigation.",0.43636363636363645,daily-mail,31.81,4.17,right,2017-12-15
"Richmond was friends with Johnson's daughter, Sarah, and a member of the church where he was the pastor.",0.36363636363636365,daily-mail,31.81,4.17,right,2017-12-15
"The story prompted state leaders of both major political parties to call for his resignation, and authorities reopened the investigation that had been closed without charges.",0.14545454545454542,daily-mail,31.81,4.17,right,2017-12-15
The accusations came amid a sexual harassment scandal involving other Republican lawmakers at the state Capitol.,0.5818181818181819,daily-mail,31.81,4.17,right,2017-12-15
"Nationwide, a growing number of celebrities, politicians and businessmen have been accused of sexual misconduct in recent months, leading many to lose their jobs or resign.",0.21818181818181823,daily-mail,31.81,4.17,right,2017-12-15
"Johnson, who pastors a church in Louisville and has at times been called 'the pope', held a news conference from his pulpit on Tuesday, defiantly denying the allegations.",0.5818181818181819,daily-mail,31.81,4.17,right,2017-12-15
"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",0.6545454545454544,guns,,,right-center,2017-12-15
"Kentucky state Rep. Dan Johnson, who had built a reputation for himself as a gun-toting, motorcycle-riding preacher, committed suicide on Wednesday following allegations that he molested an underage girl and other crimes.",0.8,guns,,,right-center,2017-12-15
"Details of Johnson's alleged misbehavior were uncovered by the Kentucky Center for Investigative Reporting, a Louisville-based journalism non-profit, in an expos챕 called The Pope's Long Con.",0.43636363636363645,guns,,,right-center,2017-12-15
The report detailed Johnson as embroiled in a web of lies and deceit and described his role in a mysterious fire and the sexual misconduct.,0.5818181818181819,guns,,,right-center,2017-12-15
"According to the report, Johnson allegedly molested a 17-year-old girl staying at a living area of the Heart of Fire City Church where he was a pastor.",0.29090909090909095,guns,,,right-center,2017-12-15
The teen told authorities that he approached her on New Year's Eve in 2012 while she slept.,0.43636363636363645,guns,,,right-center,2017-12-15
"He was drunk, started to kiss her and fondled her under her clothes.",0.6545454545454544,guns,,,right-center,2017-12-15
"Although police did not charge him with a crime after the teen reported it in 2013, they re-opened an investigation into the matter on Tuesday.",0.509090909090909,guns,,,right-center,2017-12-15
"Following the news, the Republican Party of Kentucky and leaders of the House Republican Caucus called for Johnson to resign.",0.29090909090909095,guns,,,right-center,2017-12-15
"Despite the calls, Johnson held a press conference where he refused to step down and then dismissed the report as ""fake news"" in a suicide note posted to Facebook.",0.29090909090909095,guns,,,right-center,2017-12-15
Deputies with the Bullitt County Sheriff's Office found Johnson's body in front of his car on the bridge where he had killed himself.,0.29090909090909095,guns,,,right-center,2017-12-15
The county coroner determined Johnson died of a self-inflicted gunshot wound to the head.,0.36363636363636365,guns,,,right-center,2017-12-15
"The news report raised doubt about Johnson's personal history such as documents claiming he performed miracles on mission trips, set up safe zones during the 1992 LA riots, served as chaplain in the White House under Presidents Bill Clinton and Geor",0.36363636363636365,guns,,,right-center,2017-12-15
"He boasted about these acts during his campaign last year, but no record or person could corroborate his story.",0.509090909090909,guns,,,right-center,2017-12-15
"The report also cast doubt on Johnson's claim that he witnessed the 9/11 attacks in New York, served as a clergy following the chaos and set up morgues in the rubble.",0.6545454545454544,guns,,,right-center,2017-12-15
"To support his story, Johnson shared an image of him posing with then Mayor Rudy Giuliani at ground zero and state records listing him as receiving New York workers' compensation.",0.6545454545454544,guns,,,right-center,2017-12-15
"Yet, city officials and public documents failed to support his narrative.",0.43636363636363645,guns,,,right-center,2017-12-15
Johnson shared the aforementioned details with Guns.com in brief interviews and even appeared in the book We The People.,0.43636363636363645,guns,,,right-center,2017-12-15
"In June 2016, Guns.com published his famous ""gun choir"" in a video in which he sang Amazing Grace with members of his congregation while sporting pistols and rifles.",0.509090909090909,guns,,,right-center,2017-12-15
"Michael Skoler, the president of Louisville Public Media, which owns the Kentucky Center for Investigative Reporting, released a statement saying how sorry they were to hear of Johnson's death.",0.36363636363636365,guns,,,right-center,2017-12-15
"He defended his center's article: ""Our aim, as always, is to provide the public with fact-based, un3 reporting and hold public officials accountable for their actions.""",0.29090909090909095,guns,,,right-center,2017-12-15
Kentucky Lawmaker Kills Self After Sexual Assault Allegations Made Public,0.29090909090909095,townhall,24.95,19.79,right,2017-12-15
"A Kentucky state representative committed suicide Wednesday, two days after allegations he sexually assaulted a teenage girl were made public.",0.36363636363636365,townhall,24.95,19.79,right,2017-12-15
"According to Sheriff Donnie Tinnell of Bullitt County, Republican Rep. Dan Johnson killed himself on a bridge in Mount Washington, Kentucky.",0.21818181818181823,townhall,24.95,19.79,right,2017-12-15
"The coroner said he ""died of a single gunshot wound"" and determined it was ""a probable suicide.""",0.43636363636363645,townhall,24.95,19.79,right,2017-12-15
Police were alerted after Johnson posted a suicide note on Facebook.,0.36363636363636365,townhall,24.95,19.79,right,2017-12-15
Officers pinged his cell phone and found his body next to his car.,0.509090909090909,townhall,24.95,19.79,right,2017-12-15
The lawmaker's death comes after the Kentucky Center for Investigative reporting published an expose Monday detailing an allegation that Johnson had sexually assaulted a 17-year-old parishioner from the church where he was bishop.,0.6545454545454544,townhall,24.95,19.79,right,2017-12-15
The alleged incident occurred after a New Year's Eve party in 2012.,0.14545454545454542,townhall,24.95,19.79,right,2017-12-15
"The parishioner, now 21, said that in the early hours of Jan. 1, 2013, after a New Year's Eve party at the church, she and Mr. Johnson's daughter slept over at an apartment below the fellowship hall.",0.36363636363636365,townhall,24.95,19.79,right,2017-12-15
"After falling asleep on a sofa, she said, she woke up to find Mr. Johnson - who was drunk after going to a bar earlier in the night - kneeling over her.",0.509090909090909,townhall,24.95,19.79,right,2017-12-15
"He proceeded to kiss her, grope her breasts under her shirt, put his hand down her pants and penetrate her with his finger, she said.",0.7272727272727273,townhall,24.95,19.79,right,2017-12-15
"The woman reported the assault to the Louisville Metro Police Department within months of the episode, but no charges were filed.",0.509090909090909,townhall,24.95,19.79,right,2017-12-15
"However, her account was corroborated by family members, by her therapist's notes from the first half of 2013 and by Facebook messages she exchanged with Mr. Johnson, the Kentucky Center for Investigative Reporting wrote.",0.509090909090909,townhall,24.95,19.79,right,2017-12-15
(New York Times),0.07272727272727271,townhall,24.95,19.79,right,2017-12-15
"Johnson denied the allegations earlier this week, saying at a press conference: ""This allegation concerning this lady, this young girl, absolutely has no merit, these are unfounded accusations, totally.""",0.29090909090909095,townhall,24.95,19.79,right,2017-12-15
"He went on to argue the allegation against him was, in part, politically motivated-that the woman was a supporter of Hillary Clinton who opposed his conservative beliefs.",0.21818181818181823,townhall,24.95,19.79,right,2017-12-15
