,text,source,label,reliability,bias
7673,"At one point, her advisers met face-to-face with department officials in Washington.",the-new-york-times,0,40.94,-7.94
7879,"Mr. Hunter cannot take his name off the ballot, according to a spokesman for the California secretary of state, and California does not allow write-in candidates.",the-new-york-times,0,40.94,-7.94
87,So now the money you paid for your guaranteed health care is going to a massive new government program that’s not for you.”,the-new-york-times,0,40.94,-7.94
4731,"But the words of Ms. Tlaib, who stood by her comments on Friday, made evident the pressure already mounting from the left, where public opinion polls suggest a majority of liberals want the president removed from office.",the-new-york-times,0,40.94,-7.94
7955,"“These indictments are further proof of what everyone but the president seems to understand: President Putin is an adversary who interfered in our elections to help President Trump win,” Senator Chuck Schumer of New York, the Democratic leader, said, adding that Mr. Trump should cancel the meeting “until Russia takes demonstrable and transparent steps to prove that they won’t interfere in future elections.”",the-new-york-times,0,40.94,-7.94
2034,"Cruz quickly retorted by saying that the ads did not come not from his campaign, and called Trump a “coward” threatening to go after his wife.",fox-news,0,35.44,11.06
1832,Republicans have expressed concern that a Democratic commander in chief could cite Mr. Trump’s move to declare a national emergency over gun violence or climate change without legislation from Congress.,the-new-york-times,0,40.94,-7.94
4248,"Corker said that if the president wants to raise the debt limit by $2 trillion, Republicans should press for $2 trillion in spending cuts.",fox-news,0,35.44,11.06
6318,"Chief Justice John Roberts also offered his doubts about the merits of lawsuit, suggesting that any discriminatory acts at Wal-Mart are no worse than anywhere else.",fox-news,0,35.44,11.06
7450,"Still, it would be unusual for a state to have two senators who had run against each other, especially in a race that was particularly hard fought.",the-new-york-times,0,40.94,-7.94
257,"Mr. Trump relented as the effects of the shutdown were rippling with ever greater force across the economy, with fallout far beyond paychecks.",the-new-york-times,0,40.94,-7.94
3722,He also took a swipe at President Obama for declining to recognize the Islamic State group as radical Islamic terrorists and vowed to stop them.,fox-news,1,35.44,11.06
5903,It is a decision that produces only one winner ― those who seek to harm our country and weaken our democracy.”,huffpost,0,37.82,-10.75
1782,"“We’re going to confront the national security crisis on our southern border, and we’re going to do it one way or the other,” he said in a televised statement in the Rose Garden barely 13 hours after Congress passed a spending measure without the money he had sought.",the-new-york-times,0,40.94,-7.94
7262,"The plan, though, does call for a range of measures to improve access to mental health services and improve safety at America's schools.",fox-news,0,35.44,11.06
1992,"America is an idea. America is an idea that sets people free.""",huffpost,0,37.82,-10.75
3534,"Mr. Santorum, at another appearance on Saturday, in Columbus, Ohio, called the idea of schools being run by the federal government or by state governments “anachronistic.”",the-new-york-times,0,40.94,-7.94
3411,"The Atlantic Wire ran a story about that cover called, simply, “How Creepy Is Princess Diana’s Ghost on the Cover of Newsweek?”",the-new-york-times,0,40.94,-7.94
5448,The backlash across the country against Chick-fil-A has been ferocious.,fox-news,1,35.44,11.06
1188,"During that trip, he was photographed at a gala sitting next to the Russian president, Vladimir V. Putin.",the-new-york-times,0,40.94,-7.94
7771,"“The campaign and the state party intend to cooperate with the U.S. attorney’s office and the state legislative committee and will respond to the subpoenas accordingly,” Mr. Sheridan said.",the-new-york-times,0,40.94,-7.94
5314,"Some also said the White House should not have put lawmakers on the spot in the first place and could have been better prepared for the president’s statement, lining up religious and community leaders to offer support for the right to build the mosque and undermine Republican attacks.",the-new-york-times,0,40.94,-7.94
543,He told him to “man up” and make a decision so that the case will not be further delayed.,the-new-york-times,0,40.94,-7.94
7495,"According to the returns, the Clintons earned $140,937,785 over the eight year span, primarily from book sales and speaking fees.",huffpost,0,37.82,-10.75
7773,They also specifically seek records relating to three close aides to Mr. Christie who resigned or were fired when their roles in the lane closings were revealed.,the-new-york-times,0,40.94,-7.94
2080,The election is slated for 2014.,fox-news,0,35.44,11.06
1886,Issa has issued a subpoena to compel Lerner to appear at the hearing.,huffpost,0,37.82,-10.75
2111,"But other Republicans believe traditional marriage is a pillar of family values, and in some cases are reluctant to abandon their social conservative base on the issue.",the-new-york-times,0,40.94,-7.94
2580,"“After careful deliberation I have concluded that I cannot support Judge Neil Gorsuch’s nomination to the Supreme Court,” Mr. Schumer said, citing concerns over Judge Gorsuch’s record on workers’ rights and his degree of independence, adding, “My vote will be no, and I urge my colleagues to do the same.”",the-new-york-times,0,40.94,-7.94
1643,"She said the two did not have sexual intercourse, and that she ended up getting dressed and asking Moore to take her home, according to the Post.",fox-news,0,35.44,11.06
3543,"While he said he did not oppose government financing of schools, Mr. Santorum said that “public education should be a dynamic process that’s locally run.”",the-new-york-times,0,40.94,-7.94
6567,"In a CNN interview in January, Mr. Trump voiced skepticism that Mr. Bloomberg was worth as much as Forbes magazine estimated and speculated that Mr. Bloomberg’s company, which provides data terminals to financial firms and wealthy individuals, was vulnerable to competitors.",the-new-york-times,0,40.94,-7.94
381,It looks like President Trump is having a change of heart when it comes to his recent decision to lift the ban on importing elephant trophies from Africa.,fox-news,0,35.44,11.06
56,The money being taken out of the system by the Affordable Care Act is mostly derived from limiting the expected rate of growth in the program.,huffpost,0,37.82,-10.75
69,Those savings were expected to come from eliminating fraud and reforming payment policies.,huffpost,0,37.82,-10.75
4410,"The 14th Amendment states that “all persons born or naturalized in the United States and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.” ",fox-news,0,35.44,11.06
3915,It’s Senator Schumer’s job to keep the caucus together and fight for progressive values.,fox-news,0,35.44,11.06
7540,"""I can definitively say that I did not send this.""",fox-news,0,35.44,11.06
6118,"The Bureau of Alcohol, Tobacco, Firearms and Explosives ran traces on the weapons and found no evidence to suggest Hodgkinson purchased the firearms illegally, according to an FBI statement released Thursday.",huffpost,0,37.82,-10.75
676,"Governor Perry has a superior border security record and plan to make our border and our nation safer.""",huffpost,0,37.82,-10.75
3296,"It's bad enough that he's joined Obama's assault on North Carolina jobs, but his physical assault on a college student goes beyond the pale.""",fox-news,0,35.44,11.06
2132,"A few of his GOP colleagues urged him to resign over the accusations, which Farenthold has repeatedly denied.",huffpost,0,37.82,-10.75
5113,The Justice Department began investigating Grimm two years ago on allegations that he filed erroneous campaign finance reports and accepted improper donations during his first congressional campaign.,huffpost,0,37.82,-10.75
5306,Republicans said Mr. Obama’s defense of the right of the developers to pursue the project showed that he was out of touch with average Americans.,the-new-york-times,0,40.94,-7.94
6219,They repeated their demand in person during a feisty hearing Thursday morning.,fox-news,0,35.44,11.06
445,"On social media, photos were being shared of Mr. Trump’s two elder sons hunting on safari in Zimbabwe, including one photo that showed Donald Trump Jr. with a severed elephant tail in one hand and a knife in the other.",the-new-york-times,0,40.94,-7.94
6557,"Mr. Trump, an avid user of Twitter, made positive comments about Mr. Bloomberg when he was in office.",the-new-york-times,0,40.94,-7.94
5489,"Representative Michele Bachmann, Republican of Minnesota, shared a photo from her visit.",the-new-york-times,0,40.94,-7.94
5678,"The For The People Act, which passed 234-193, was Democrats’ top priority upon winning control of the House in the 2018 elections.",huffpost,0,37.82,-10.75
3787,"Mr. Huckabee opposes same-sex marriage, suggesting as recently as February that homosexuality is a lifestyle choice akin to drinking or swearing.",the-new-york-times,0,40.94,-7.94
773,"Republican presidential nominee Mitt Romney has repeatedly targeted the Obama administration for not taking a firm enough stance against Iran, claiming on many occasions that the president has “thrown Israel under a bus.”",huffpost,1,37.82,-10.75
1858,"Members of Congress are calling her evasive, and question why she didn't reveal the program sooner -- plus her history at the Federal Elections Commission is coming under scrutiny.",fox-news,1,35.44,11.06
4975,States might also respond to the federal ruling with changes of their own.,the-new-york-times,0,40.94,-7.94
5216,"“I put my arms around the mothers and fathers, sisters and brothers, sons and daughters.”",the-new-york-times,0,40.94,-7.94
856,Mr. Bauer went on to say that such horse-trading has been commonplace through history.,the-new-york-times,0,40.94,-7.94
3779,Mr. Huckabee warns that radical Islam is a grave threat to the United States and says President Obama too frequently defends Islam.,the-new-york-times,0,40.94,-7.94
6839,"The Associated Press reported that McGurk said in a resignation letter to Secretary of State Mike Pompeo that ISIS was on the run, but wasn’t yet defeated and that U.S. work in Syria wasn’t yet done. ",fox-news,0,35.44,11.06
19,That's a clear contrast with President Obama's plan.”,fox-news,0,35.44,11.06
2722,"Each candidate made frequent appeals to the middle class, Biden by pledging to protect programs in the federal budget and Ryan by pledging to grow the economy for everybody.",fox-news,0,35.44,11.06
1966,"Moreover, it ""was designed to eat the Constitution.""",huffpost,0,37.82,-10.75
4557,"Reince Priebus, the chairman of the Republican National Committee, tried to deflect questions on behalf of Mr. Romney, saying on Fox News that “this is the platform of the Republican Party, it is not the platform of Mitt Romney.”",the-new-york-times,0,40.94,-7.94
7251,"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",fox-news,0,35.44,11.06
6299,"Notably sitting out the fight was Mr. Nunes, whom Democrats have accused of many of the same abuses that Republicans accused Mr. Schiff of on Thursday and whose resignation they asked for last year.",the-new-york-times,0,40.94,-7.94
1916,"And as the hearing continued, Republicans and Democrats pressed ahead with one point on which they agree these days: that an inept I.R.S. had committed serious misdeeds.",the-new-york-times,0,40.94,-7.94
5478,"As gay rights groups launched boycotts against the company, prominent conservative figures like former Arkansas Gov. Mike Huckabee, Senator Lindsay Graham (R-S.C.) and former Alaska Gov. Sarah Palin began showing their support by visiting the restaurant.",huffpost,0,37.82,-10.75
1746,But he also acknowledged another reason: He didn’t want to wait on Congress to approve the funds.,huffpost,0,37.82,-10.75
5266,"He spoke about it because he feels he has an obligation as the president to address this,"" Burton said.",fox-news,0,35.44,11.06
476,"He called it ""a very good night,"" and said Holder's visit had let people know their voices had been heard.",fox-news,0,35.44,11.06
5603,"""The Blumenthal Bombshell comes at the end of more than 2 months of deep, persistent research by Republican Linda McMahon's Senate campaign.",huffpost,0,37.82,-10.75
5643,"“I remember the taunts, the insults, sometimes even physical abuse.”",the-new-york-times,0,40.94,-7.94
7913,"But as Trump continues to describe the Russia probe as a ""witch hunt,"" the White House downplayed the latest allegations.",fox-news,0,35.44,11.06
468,"""We negotiate the whole thing, and we walk to our movie.",fox-news,0,35.44,11.06
3182,"“Hillary Clinton lied many times to the FBI, nothing happened to her. Flynn lied and they destroyed his life,” Trump said. ",fox-news,0,35.44,11.06
308,"Former Arkansas Rep. Asa Hutchinson, who led the NRA's review, appeared to ease off slightly on the call for armed officers in every school -- he said it's ""important"" for every school to have at least one, but acknowledged these decisions are ""locally made"" based on unique budget circumstances.",fox-news,0,35.44,11.06
7406,"He never left, and became a prominent Boston lawyer.",huffpost,0,37.82,-10.75
7939,Rep. David Cicilline (D-R.I.) tweeted to Trump: “Don’t hand another dictator a propaganda victory.”,huffpost,0,37.82,-10.75
3027,"John Boehner is setting expectations high -- but apparently not too high -- for this year's congressional elections, telling Fox News that the Democrats have a chance of retaking the House.",fox-news,0,35.44,11.06
7108,"Marc Benioff, the chief executive officer of Salesforce.com, said on Thursday that his company would halt all corporate travel to Indiana.",the-new-york-times,0,40.94,-7.94
1328,"But the legislation could lead to the public disclosure of American secrets and even undercut counterterrorism efforts by sowing mistrust among U.S. partners and allies, according to Carter.",fox-news,0,35.44,11.06
5409,"Hours before his departure, Mr. Obama posted on Twitter to thank followers and hint that he would not fade away.",the-new-york-times,0,40.94,-7.94
4441,"“You cannot end birthright citizenship with an executive order,” the House speaker said Tuesday on WVLK Radio, according to Bloomberg News reporter Erik Wasson.",huffpost,0,37.82,-10.75
7590,"The woman told the New York Daily News that she had never met Weiner, and that there had ""never been any inappropriate exchanges"" between her and the congressman.",huffpost,0,37.82,-10.75
6618,"Since the 2010 midterm tea party wave election, the House GOP has contained a bloc of members who have opposed the establishment leadership time and time again.",huffpost,0,37.82,-10.75
2764,"No one represented that Democratic angst more than blogger Andrew Sullivan, a supporter of the president.",huffpost,0,37.82,-10.75
1203,One federal law enforcement source told Fox News on Friday that the operation was “standard” for a home arrest. ,fox-news,0,35.44,11.06
3834,"In the last year, Catholic bishops have emerged as vocal critics of the Obama administration over what they regard as violations of religious freedom, in particular the mandate that even religious employers must provide health insurance that covers birth control.",the-new-york-times,0,40.94,-7.94
80,"Certainly, as the Washington Examiner's Phillip Klein notes, it will contribute to the general reluctance to talk substantively about Medicare reform out of a concern that it merely invites future attacks.",huffpost,0,37.82,-10.75
3477,The Earth is not the objective. Man is the objective.,fox-news,0,35.44,11.06
641,Such single-mindedness belies the serious and stubborn vulnerabilities of his campaign.,the-new-york-times,0,40.94,-7.94
7676,"Those documents were then examined by department lawyers, who found roughly 900 pages pertaining to the Benghazi attacks.",the-new-york-times,0,40.94,-7.94
3524,"""I think if you make comments like that, you make comments that are well over the line,"" he added.",huffpost,0,37.82,-10.75
6670,"“I am running for majority leader because I want to help create a vision of growth and opportunity for everyone and start getting to work for the American people,” he said.",the-new-york-times,0,40.94,-7.94
7578,"Weiner's spokesman said that the congressman's Twitter account had been hacked and dismissed the episode as a prank, but this week the congressman hired a lawyer, prompting additional rumors to swirl.",huffpost,0,37.82,-10.75
7566,"Weiner, 46, is married to Huma Abedin, an aide to Secretary of State Hillary Clinton.",fox-news,0,35.44,11.06
1487,"Ms. Pelosi then laid out the legislative proposals she planned to bring up on Thursday, detailing how the spending measures had all received broad bipartisan support either in committees or on the floor in the Republican-controlled Congress.",the-new-york-times,0,40.94,-7.94
1995,"Progressivism, he told the Conservative Political Action Conference, is a cancer that must be cut out of the system.",the-new-york-times,0,40.94,-7.94
5589,"""""We have learned something important since the days that I served in Vietnam,"" Mr. Blumenthal said to the group gathered in Norwalk in March 2008.",huffpost,0,37.82,-10.75
7825,"“The president’s pathway to citizenship is a stumbling block,” said Representative Andy Harris, a conservative Republican who represents the Maryland district that will host the retreat.",the-new-york-times,0,40.94,-7.94
5001,"Sen. Kay Bailey Hutchison, R-Texas, who on Thursday unveiled her own Social Security reform package, said Friday that the AARP has marked ""a huge shift in the debate on the solvency of Social Security.""",fox-news,0,35.44,11.06
6314,"The lawsuit alleges that the company's corporate culture, described in court Tuesday as the ""Wal-Mart Way,"" fosters the advancement of male workers over their female counterparts.",fox-news,0,35.44,11.06
6344,Billions of dollars are at stake if it is allowed to go forward.,huffpost,0,37.82,-10.75
1025,"If the Supreme Court were to rule in favor of Nebraska and Oklahoma, all state marijuana laws, in any form, could be in jeopardy of being unraveled.",huffpost,0,37.82,-10.75
5519,"They met for over an hour, and Fox News is told no staff or aides were present.",fox-news,0,35.44,11.06
1163,"“That could be further evidence of an attempt to interfere with the investigation,” Schiff said of Trump’s reported request to Coats and Rogers.",huffpost,0,37.82,-10.75
118,"The government would contribute a fixed amount of money on behalf of each beneficiary, and future beneficiaries could use the money to buy private insurance or to help pay for coverage under the traditional Medicare program.",the-new-york-times,0,40.94,-7.94
7665,"The lawyers, according to current and former State Department officials, were working to respond to a request from a specially appointed House committee investigating the 2012 attacks in Libya.",the-new-york-times,0,40.94,-7.94
1053,"“For the longest time we were saying, this is becoming a problem for us.”",the-new-york-times,0,40.94,-7.94
5064,"Nonetheless, the group’s openness to the possibility of unspecified cuts was seen as a significant development by people on all sides of the Social Security question because of AARP’s influence on federal policies affecting older Americans, including Medicare, prescription drugs and many more.",the-new-york-times,0,40.94,-7.94
4626,"""I welcome this debate and I think it's healthy for our democracy,"" he continued.",huffpost,0,37.82,-10.75
3826,"The scholars also gave the Representative a reading assignment: “The Compendium of the Social Doctrine of the Church,” which was commissioned by John Paul II and published by the Vatican.",huffpost,0,37.82,-10.75
4091,"“Our immigration system should be a source of pride ... not a source of shame as it is all over the world,” Trump said in his plea.",fox-news,1,35.44,11.06
6649,"“I mean, for us as a party in Congress to send the message that we didn’t learn a blessed thing from this amazing election result, we aren’t paying attention.”",the-new-york-times,0,40.94,-7.94
7664,"WASHINGTON — As State Department lawyers sifted last summer through a new batch of documents related to the Benghazi attacks, they repeatedly saw something that caught their attention: emails sent to and from a personal account for Hillary Rodham Clinton.",the-new-york-times,0,40.94,-7.94
1817,The declaration also provided that land may be transferred to the Defense Department from other federal agencies or from privately purchased or condemned land.,the-new-york-times,0,40.94,-7.94
3392,"See the Bachmann cover below, and tell us whether you think it crosses a line.",huffpost,0,37.82,-10.75
4829,"Donald J. Trump, the presumptive Republican presidential nominee, seized on the attacks as evidence of America’s weakness in facing terrorism.",the-new-york-times,1,40.94,-7.94
6656,Mr. McCarthy has been preparing for months to move up from No. 3 in the Republican leadership to No. 2 in the event that Speaker John A. Boehner of Ohio would retire after the November elections.,the-new-york-times,0,40.94,-7.94
1706,"“We’re going to confront the national security crisis on our southern border … one way or the other, we have to do it,” Trump said in the Rose Garden.",fox-news,0,35.44,11.06
2107,"And to emphasize that she was not shying away from drawing attention to her view, Mary Cheney concluded her Facebook post: “Please like and share if you agree.”",the-new-york-times,1,40.94,-7.94
1335,"Obama vetoed the measure last week, telling lawmakers the bill would make the U.S. vulnerable to retaliatory litigation in foreign courts that could put U.S. troops in legal jeopardy.",fox-news,0,35.44,11.06
2862,"""I know other people have differing views.",huffpost,0,37.82,-10.75
7274,"Senate Democratic Leader Harry Reid said ""all options should be on the table.""",fox-news,0,35.44,11.06
5412,"Former Vice President Joseph R. Biden Jr. and his wife, Jill, rode an Amtrak train to Delaware and the home they have there.",the-new-york-times,0,40.94,-7.94
1617,"He is also friendly with Attorney General Jeff Sessions, a former senator, who has told Trump aides that Mr. Lieberman would most likely receive overwhelming support in the Senate.",the-new-york-times,0,40.94,-7.94
2550,"Gorsuch, who worked on former President George W. Bush’s 2004 reelection campaign and as a lawyer in his Justice Department, provided the expected performance past court nominees had given during his appearance; he stated that he would be shocked by politics coming into a courtroom.",huffpost,0,37.82,-10.75
1199,"“A SWAT team, searching the house, scaring his wife, scaring his dogs—it was completely unnecessary,” Stone’s attorney said. ",fox-news,0,35.44,11.06
3362,"He won two years ago by 36 percentage points, and Mr. Obama carried his district by 6 percent.",the-new-york-times,0,40.94,-7.94
7066,Actor George Takei is calling for a boycott.,fox-news,0,35.44,11.06
6522,"“Throughout his career, Trump has left behind a well-documented record of bankruptcies, thousands of lawsuits, angry stockholders and contractors who feel cheated and disillusioned customers who feel ripped off,” Bloomberg said.",huffpost,0,37.82,-10.75
6706,"He said that if he’s nominated, “I’d like to beat him straight up,” not on the basis of the birth issue.",huffpost,0,37.82,-10.75
4979,"The rule change is likely to provide a small increase for federal revenue, as more same-sex couples pay the marriage penalty, Mr. Williams said, describing it as a “rounding error.”",the-new-york-times,0,40.94,-7.94
2603,Mr. Casey is among the 10 Democrats facing re-election next year in states that Mr. Trump won.,the-new-york-times,0,40.94,-7.94
2670,"We, I think we all stipulate, the president did, no one likes those provisions that they dislike but on the other side of the ledger are significant things that will help people and help the economy.",huffpost,0,37.82,-10.75
3288,"""Who are you!"" the seven-term congressman demands.",fox-news,1,35.44,11.06
3542,"Asked about those remarks on the CBS News program “Face the Nation,” Mr. Santorum, who with his wife has home-schooled their children, remained adamant on Sunday.",the-new-york-times,0,40.94,-7.94
5061,"Mr. Rother said the group’s stance on possible cuts, which was first reported in The Wall Street Journal in Friday’s editions, should be seen less as a major change in position than as a reflection of the political and financial realities facing the Social Security system and the country as a whole.",the-new-york-times,0,40.94,-7.94
3973,"“Our major issues are jobs, Medicare, Medicaid, CHIP, Social Security, infrastructure, supporting domestic programs, clean air, safe drinking water,” Mr. Dorgan said, adding of his conservative-state brethren, “While those Democrats do strongly support DACA, I’m sure they would prefer to be discussing different issues.”",the-new-york-times,0,40.94,-7.94
3954,"Regardless of what happens in the Senate, progressive and immigrant advocacy groups said House Republican leaders will never take up a bill that would offer legal status to young undocumented immigrants brought to the country as children without excruciating concessions on other immigration issues.",the-new-york-times,0,40.94,-7.94
3688,"If true, Mr. Schiff said, the allegations “would constitute both the subornation of perjury as well as obstruction of justice.”",the-new-york-times,0,40.94,-7.94
4715,"Republicans, eager to portray Democrats as out to destroy Mr. Trump’s presidency, piled on criticism of Ms. Tlaib — some of it racially tinged.",the-new-york-times,0,40.94,-7.94
3817,The bishops noted that “the House-passed budget resolution fails to meet these moral criteria.”,huffpost,0,37.82,-10.75
1720,"But by declaring an emergency, Trump would also seek to unlock money from the Defense Department’s military construction budget, to the tune of $3.5 billion.",fox-news,0,35.44,11.06
3459,Act like being in the White House matters to you.,the-new-york-times,0,40.94,-7.94
6896,"As Mr. Mattis was handing in his resignation, the Pentagon was preparing to draw down forces in Afghanistan.",the-new-york-times,0,40.94,-7.94
1608,"“All over the world, no matter where you go, the F.B.I. is special.",the-new-york-times,0,40.94,-7.94
50,"WASHINGTON -- In the wake of Mitt Romney's choice of Paul Ryan as his vice presidential nominee, the politics of Medicare have become almost as complicated as the policy itself.",huffpost,0,37.82,-10.75
5480,"House Minority Leader Nancy Pelosi (D-Calif.) tweeted about her opposition to the restaurant, and West Hollywood bar The Abbey introduced a ""Chick-for-Gay"" sandwich as a protest against the chain.",huffpost,0,37.82,-10.75
733,"A spokesman for the R.N.C. did not respond to inquiries about the conference call, which Mr. Steele announced personally in a weekend e-mail message to fellow Republicans.",the-new-york-times,0,40.94,-7.94
245,"Mr. Trump signed it on Friday night, restoring normal operations at a series of federal agencies until Feb. 15 and opening the way to paying the 800,000 federal workers who have been furloughed or forced to work without pay for 35 days.",the-new-york-times,1,40.94,-7.94
5688,"As a possible victory in the 2018 elections loomed, they made it clear that the reforms would be their No. 1 priority.",huffpost,0,37.82,-10.75
1010,"In a statement, he said he intends to defend the state's marijuana laws.",huffpost,0,37.82,-10.75
7775,Federal Bureau of Investigation agents and prosecutors from Mr. Fishman’s office have also undertaken what appears to be an unrelated inquiry.,the-new-york-times,0,40.94,-7.94
17,And we want to … restore those cuts to prevent that raid.,fox-news,0,35.44,11.06
3199,"“All the president knew was that the department was not accusing him of lying,” Dowd said.",fox-news,0,35.44,11.06
4162,"Trump’s administrative attempts to curtail the asylum process have faced legal challenges in two federal courts, however, prompting this week’s legislative fix.",huffpost,0,37.82,-10.75
2457,"“Everything we care about [is] at risk,” Schiff told the room.",huffpost,0,37.82,-10.75
5257,Reid's comments added another high-profile voice to the mosque controversy.,fox-news,0,35.44,11.06
5271,"""It's time for Chuck Schumer to stand up and be counted -- does he stand with President Obama in support of this mosque or does he stand with the countless 9/11 families who believe its location is inappropriate?"" Walsh asked.",fox-news,0,35.44,11.06
7379,Patrick also announced the general election date Wednesday.,fox-news,0,35.44,11.06
4649,"A new report in The Guardian, published online on Saturday, cited another document that showed that in March 2013 there were 97 billion pieces of data collected from networks worldwide; about 14 percent of it was from Iran, much was from Pakistan and about 3 percent came from inside the United States, though some of that may have been foreign data traffic routed through American-based servers.",the-new-york-times,0,40.94,-7.94
2446,"The California Democrat spoke briefly to reporters after the vote, saying she feels “exhilarated” at being re-elected.",huffpost,0,37.82,-10.75
6848,"Meanwhile, the White House's plan to withdraw half its troops in Afghanistan by the summer -- some 7,000 soldiers -- has drawn similar criticism. ",fox-news,0,35.44,11.06
3347,"“I deeply and profoundly regret my reaction and I apologize to all involved,” Mr. Etheridge said in a statement. ",the-new-york-times,0,40.94,-7.94
6867,A major split between Trump and Mattis concerned Russian President Vladimir Putin.,huffpost,0,37.82,-10.75
1172,"“Those subpoenas will be designed to maximize our chance of getting the information that we need,” Mr. Schiff told reporters during a breakfast hosted by The Christian Science Monitor.",the-new-york-times,0,40.94,-7.94
3289,"""Tell me who you are ... I have a right to know who you are.""",fox-news,0,35.44,11.06
321,"""The only way to stop a monster from killing our kids is to be permanently involved and invested in a plan of absolute protection.""",fox-news,0,35.44,11.06
2886,"Those states offer an array of different rights to same-sex couples, among them the ability to pool resources for tax purposes, place a spouse on an employee health care plan and inherit property after a death.",the-new-york-times,0,40.94,-7.94
4504,"Today, his fellow Missourians urged him to step aside, and I think he should accept their counsel and exit the Senate race.""",fox-news,0,35.44,11.06
4350,(Trump Jr. didn’t respond to either message.),huffpost,0,37.82,-10.75
1595,"“Joe Lieberman has more experience than all of my Democrat colleagues combined, so screw them,” McCain said of Democrats’ concerns.",huffpost,0,37.82,-10.75
2776,"Though it was Biden at the center of attention and who made it hard for Ryan to get in a word edgewise at times, the 42-year-old kept his composure for much of the night and got in some well-aimed shots at the vice president, who at 69 is his senior by 27 years.",huffpost,0,37.82,-10.75
6408,"“What seems to me a very serious problem in this case is, how do you work out the back pay?” Justice Ginsburg asked.",the-new-york-times,0,40.94,-7.94
7739,"James B. Comey, the former F.B.I. director, had notified Congress shortly before the 2016 election about the existence of newly discovered emails that could be relevant to the closed investigation into Mrs. Clinton’s use of a private email server while secretary of state.",the-new-york-times,0,40.94,-7.94
7851,"U.S. Rep. Duncan Hunter (R-Calif.) and his wife, Margaret Hunter, were indicted Tuesday on charges of improperly using campaign funds for private use.",huffpost,0,37.82,-10.75
